Player, Nation, Position, Team, League, Age, YearBorn, MatchesPlayed, Starts, Mins, 90s, GoalsAgainst,GoalsAgainst90, ShotsOnTargetAgainst, Saves,Save%,W,D,L,CleanSheet, CleanSheet%, PKatt,PKAllowed,PKSaved,PKMissed,PKSave%
"Gerónimo Rulli","arARG","GK","Montpellier","frLigue 1","27","1992","25","25","2,250","25.0","27","1.08","119","91","79.8","11","7","7","8","32.0","5","3","2","0","40.0",
"Mathew Ryan","auAUS","GK","Brighton","engPremier League","27","1992","38","38","3,420","38.0","54","1.42","168","116","69.0","9","14","15","9","23.7","2","2","0","0","0.0",
"Frederik Rønnow","dkDEN","GK","Eint Frankfurt","deBundesliga","26","1992","9","9","810","9.0","14","1.56","49","35","75.5","2","3","4","1","11.1","2","2","0","0","0.0",
"Romain Salin","frFRA","GK","Rennes","frLigue 1","35","1984","5","4","360","4.0","5","1.25","19","13","73.7","2","0","2","1","25.0","1","0","1","0","100.0",
"Kasper Schmeichel","dkDEN","GK","Leicester City","engPremier League","32","1986","38","38","3,420","38.0","41","1.08","135","94","75.6","18","8","12","13","34.2","10","8","2","0","20.0",
"Markus Schubert","deGER","GK","Schalke 04","deBundesliga","21","1998","9","8","742","8.2","18","2.18","55","37","70.9","1","3","4","2","25.0","2","2","0","0","0.0",
"Alexander Schwolow","deGER","GK","Freiburg","deBundesliga","27","1992","24","24","2,091","23.2","32","1.38","118","86","75.4","9","6","9","4","16.7","3","3","0","0","0.0",
"Matz Sels","beBEL","GK","Strasbourg","frLigue 1","27","1992","27","27","2,430","27.0","32","1.19","104","71","75.0","11","5","11","8","29.6","7","6","1","0","14.3",
"Luigi Sepe","itITA","GK","Parma","itSerie A","28","1991","34","34","3,060","34.0","53","1.56","193","137","75.6","13","6","15","5","14.7","9","6","3","0","33.3",
"Rui Silva","ptPOR","GK","Granada","esLa Liga","25","1994","35","35","3,150","35.0","42","1.20","142","99","73.2","15","8","12","12","34.3","5","4","1","0","20.0",
"Marco Silvestri","itITA","GK","Hellas Verona","itSerie A","28","1991","35","35","3,150","35.0","43","1.23","159","117","77.4","11","13","11","9","25.7","7","7","0","0","0.0",
"Unai Simón","esESP","GK","Athletic Club","esLa Liga","22","1997","34","34","2,991","33.2","29","0.87","109","82","78.0","13","9","12","12","35.3","7","5","0","2","0.0",
"Salvatore Sirigu","itITA","GK","Torino","itSerie A","32","1987","36","36","3,240","36.0","64","1.78","197","135","72.1","11","6","19","7","19.4","10","9","1","0","10.0",
"Antonio Sivera","esESP","GK","Alavés","esLa Liga","22","1996","3","3","270","3.0","3","1.00","5","2","60.0","1","1","1","1","33.3","1","1","0","0","0.0",
"Łukasz Skorupski","plPOL","GK","Bologna","itSerie A","28","1991","37","37","3,330","37.0","64","1.73","187","123","69.0","12","10","15","2","5.4","8","6","1","1","14.3",
"Dennis Smarsch","deGER","GK","Hertha BSC","deBundesliga","20","1999","2","1","151","1.7","4","2.38","11","7","63.6","0","0","1","0","0.0","0","0","0","0","",
"Yann Sommer","chSUI","GK","Gladbach","deBundesliga","30","1988","34","34","3,060","34.0","40","1.18","158","117","75.3","20","5","9","7","20.6","2","1","1","0","50.0",
"David Soria","esESP","GK","Getafe","esLa Liga","26","1993","38","38","3,420","38.0","37","0.97","109","73","70.6","14","12","12","15","39.5","6","5","1","0","16.7",
"Juan Soriano","esESP","GK","Leganés","esLa Liga","21","1997","11","11","990","11.0","18","1.64","39","22","66.7","1","3","7","1","9.1","5","5","0","0","0.0",
"Marco Sportiello","itITA","GK","Atalanta","itSerie A","27","1992","6","5","525","5.8","5","0.86","18","13","72.2","4","0","1","2","40.0","0","0","0","0","",
"Jed Steer","engENG","GK","Aston Villa","engPremier League","26","1992","1","1","7","0.1","","","","","","","","1","","","","","","","",
"Zack Steffen","usUSA","GK","Düsseldorf","deBundesliga","24","1995","17","17","1,530","17.0","36","2.12","99","63","64.6","4","3","10","2","11.8","2","1","1","0","50.0",
"Thomas Strakosha","alALB","GK","Lazio","itSerie A","24","1995","38","38","3,420","38.0","42","1.11","154","112","77.3","24","6","8","11","28.9","9","7","1","1","12.5",
"Wojciech Szczęsny","plPOL","GK","Juventus","itSerie A","29","1990","29","29","2,591","28.8","33","1.15","129","95","80.6","19","4","6","11","37.9","10","8","1","1","11.1",
"Ciprian Tătărușanu","roROU","GK","Lyon","frLigue 1","33","1986","2","2","180","2.0","2","1.00","11","9","81.8","1","0","1","1","50.0","0","0","0","0","",
"Marc-André ter Stegen","deGER","GK","Barcelona","esLa Liga","27","1992","36","36","3,240","36.0","36","1.00","116","79","74.1","24","6","6","14","38.9","7","6","1","0","14.3",
"Pietro Terracciano","itITA","GK","Fiorentina","itSerie A","29","1990","7","7","624","6.9","5","0.72","23","18","91.3","5","1","1","2","28.6","3","3","0","0","0.0",
"Demba Thiam","snSEN","GK","SPAL","itSerie A","21","1998","2","2","180","2.0","4","2.00","16","12","81.3","0","1","1","0","0.0","1","1","0","0","0.0",
"Niclas Thiede","deGER","GK","Freiburg","deBundesliga","20","1999","1","0","69","0.8","1","1.30","4","3","75.0","0","0","0","0","","0","0","0","0","",
"Kevin Trapp","deGER","GK","Eint Frankfurt","deBundesliga","29","1990","22","22","1,980","22.0","38","1.73","105","69","64.8","11","3","8","4","18.2","1","1","0","0","0.0",
"Mark Travers","ieIRL","GK","Bournemouth","engPremier League","20","1999","1","1","90","1.0","3","3.00","5","2","40.0","0","0","1","0","0.0","0","0","0","0","",
"Stefano Turati","itITA","GK","Sassuolo","itSerie A","17","2001","2","2","180","2.0","4","2.00","12","8","75.0","0","2","0","0","0.0","1","1","0","0","0.0",
"Samir Ujkani","xkKVX","GK","Torino","itSerie A","31","1988","1","1","90","1.0","3","3.00","6","3","66.7","0","0","1","0","0.0","1","1","0","0","0.0",
"Sven Ulreich","deGER","GK","Bayern Munich","deBundesliga","30","1988","2","2","90","1.0","1","1.00","3","2","66.7","1","0","0","0","0.0","0","0","0","0","",
"Tomáš Vaclík","czCZE","GK","Sevilla","esLa Liga","30","1989","33","33","2,925","32.5","31","0.95","96","65","69.8","15","12","6","12","36.4","3","2","1","0","33.3",
"Koke Vegas","esESP","GK","Levante","esLa Liga","23","1995","2","2","180","2.0","2","1.00","10","8","80.0","2","0","0","1","50.0","1","0","0","1","",
"Mauro Vigorito","itITA","GK","Lecce","itSerie A","29","1990","5","4","423","4.7","9","1.91","29","20","72.4","3","0","1","1","25.0","1","1","0","0","0.0",
"Iván Villar","esESP","GK","Celta Vigo","esLa Liga","22","1997","4","3","280","3.1","5","1.61","11","6","54.5","0","1","2","1","33.3","0","0","0","0","",
"Felix Wiedwald","deGER","GK","Eint Frankfurt","deBundesliga","29","1990","3","3","270","3.0","8","2.67","20","12","60.0","0","0","3","0","0.0","0","0","0","0","",
"Yoel","esESP","GK","Eibar","esLa Liga","30","1988","4","4","270","3.0","5","1.67","16","10","68.8","2","0","1","1","25.0","1","0","1","0","100.0",
"Robin Zentner","deGER","GK","Mainz 05","deBundesliga","24","1994","22","22","1,935","21.5","40","1.86","115","75","66.1","8","2","12","3","13.6","2","1","1","0","50.0",
"Leopold Zingerle","deGER","GK","Paderborn 07","deBundesliga","25","1994","28","28","2,520","28.0","57","2.04","152","96","64.5","4","7","17","5","17.9","4","3","1","0","25.0",
