Player, Nation, Position, Team, League, Age, YearBorn, MatchesPlayed, Starts, Mins, 90s, GoalsAgainst,GoalsAgainst90, ShotsOnTargetAgainst, Saves,Save%,W,D,L,CleanSheet, CleanSheet%, PKatt,PKAllowed,PKSaved,PKMissed,PKSave%
"Brice Samba","frFRA","GK","Lens","frLigue 1","30","1994","15","15","1,350","15.0","14","0.93","54","40","81.5","6","6","3","7","46.7","4","4","0","0","0.0",
"Robert Sánchez","esESP","GK","Chelsea","engPremier League","26","1997","32","32","2,880","32.0","34","1.06","127","92","76.4","17","9","6","10","31.3","5","4","1","0","20.0",
"Kauã Santos","brBRA","GK","Eint Frankfurt","deBundesliga","21","2003","9","8","765","8.5","12","1.41","46","35","76.1","5","1","2","3","37.5","1","1","0","0","0.0",
"Razvan Sava","roROU","GK","Udinese","itSerie A","22","2002","12","12","1,080","12.0","16","1.33","51","37","74.5","5","4","3","4","33.3","3","3","0","0","0.0",
"Alexander Schwolow","deGER","GK","Union Berlin","deBundesliga","32","1992","6","6","540","6.0","13","2.17","28","15","57.1","2","0","4","0","0.0","1","1","0","0","0.0",
"Simone Scuffet","itITA","GK","Cagliari","itSerie A","28","1996","13","13","1,170","13.0","23","1.77","56","33","67.9","3","3","7","1","7.7","5","5","0","0","0.0",
"Simone Scuffet","itITA","GK","Napoli","itSerie A","28","1996","1","1","90","1.0","1","1.00","4","3","75.0","0","1","0","0","0.0","0","0","0","0","",
"Jacopo Seghetti","itITA","GK","Empoli","itSerie A","19","2005","1","1","90","1.0","3","3.00","6","3","50.0","0","0","1","0","0.0","0","0","0","0","",
"Matz Sels","beBEL","GK","Nott'ham Forest","engPremier League","32","1992","38","38","3,420","38.0","46","1.21","165","119","73.9","19","8","11","13","34.2","3","3","0","0","0.0",
"Alen Sherri","alALB","GK","Cagliari","itSerie A","26","1997","7","7","621","6.9","11","1.59","31","20","64.5","1","2","4","1","14.3","0","0","0","0","",
"Benjamin Siegrist","chSUI","GK","Genoa","itSerie A","32","1992","2","2","152","1.7","2","1.18","12","10","83.3","1","1","0","0","0.0","0","0","0","0","",
"Rui Silva","ptPOR","GK","Betis","esLa Liga","30","1994","15","15","1,350","15.0","18","1.20","54","37","72.2","5","5","5","4","26.7","3","3","0","0","0.0",
"Marco Silvestri","itITA","GK","Empoli","itSerie A","33","1991","5","5","450","5.0","11","2.20","27","17","59.3","0","1","4","0","0.0","0","0","0","0","",
"Unai Simón","esESP","GK","Athletic Club","esLa Liga","27","1997","21","21","1,890","21.0","14","0.67","62","47","79.0","10","8","3","10","47.6","2","1","1","0","50.0",
"Tobias Sippel","deGER","GK","Gladbach","deBundesliga","36","1988","1","0","59","0.7","3","4.58","4","1","25.0","0","0","0","0","","0","0","0","0","",
"Antonio Sivera","esESP","GK","Alavés","esLa Liga","27","1996","32","32","2,810","31.2","39","1.25","112","75","73.2","9","10","13","8","25.0","9","9","0","0","0.0",
"Łukasz Skorupski","plPOL","GK","Bologna","itSerie A","33","1991","27","27","2,364","26.3","33","1.26","82","50","61.0","11","12","4","8","29.6","2","1","1","0","50.0",
"Daniele Sommariva","itITA","GK","Genoa","itSerie A","27","1997","1","0","28","0.3","1","3.21","3","2","66.7","0","0","0","0","","0","0","0","0","",
"Yann Sommer","chSUI","GK","Inter","itSerie A","35","1988","33","33","2,970","33.0","32","0.97","116","84","75.0","20","8","5","13","39.4","4","3","1","0","25.0",
"David Soria","esESP","GK","Getafe","esLa Liga","31","1993","38","38","3,420","38.0","39","1.03","126","86","75.4","11","9","18","9","23.7","9","8","1","0","11.1",
"Juan Soriano","esESP","GK","Leganés","esLa Liga","26","1997","6","6","540","6.0","7","1.17","25","19","72.0","1","2","3","1","16.7","0","0","0","0","",
"Marco Sportiello","itITA","GK","Milan","itSerie A","32","1992","2","1","126","1.4","2","1.43","6","4","66.7","1","0","0","1","100.0","0","0","0","0","",
"Filip Stankovic","rsSRB","GK","Venezia","itSerie A","22","2002","16","16","1,367","15.2","23","1.51","83","60","77.1","2","6","8","0","0.0","5","4","1","0","20.0",
"Jason Steele","engENG","GK","Brighton","engPremier League","33","1990","2","2","180","2.0","1","0.50","4","3","75.0","2","0","0","1","50.0","0","0","0","0","",
"Jakub Stolarczyk","plPOL","GK","Leicester City","engPremier League","23","2000","10","10","900","10.0","16","1.60","44","28","63.6","3","1","6","2","20.0","0","0","0","0","",
"Zion Suzuki","jpJPN","GK","Parma","itSerie A","21","2002","36","36","3,240","36.8","53","1.47","150","99","68.0","7","15","15","7","19.4","5","5","0","0","0.0",
"Mile Svilar","rsSRB","GK","Roma","itSerie A","24","1999","38","38","3,420","38.0","35","0.92","151","117","79.5","20","9","9","16","42.1","4","4","0","0","0.0",
"Wojciech Szczęsny","plPOL","GK","Barcelona","esLa Liga","34","1990","15","15","1,350","15.0","12","0.80","33","21","66.7","14","1","0","8","53.3","1","1","0","0","0.0",
"Arnau Tenas","esESP","GK","Paris S-G","frLigue 1","23","2001","1","1","90","1.0","1","1.00","4","3","75.0","1","0","0","0","0.0","0","0","0","0","",
"Marc-André ter Stegen","deGER","GK","Barcelona","esLa Liga","32","1992","8","8","674","7.5","9","1.20","22","13","63.6","7","0","1","1","12.5","1","1","0","0","0.0",
"Pietro Terracciano","itITA","GK","Fiorentina","itSerie A","34","1990","3","3","270","3.0","3","1.00","13","10","76.9","0","3","0","1","33.3","0","0","0","0","",
"Kevin Trapp","deGER","GK","Eint Frankfurt","deBundesliga","34","1990","26","26","2,295","25.5","34","1.33","117","82","70.9","12","8","6","6","23.1","2","0","2","0","100.0",
"Mark Travers","ieIRL","GK","Bournemouth","engPremier League","25","1999","5","5","450","5.0","5","1.00","25","20","80.0","2","2","1","1","20.0","0","0","0","0","",
"Stefano Turati","itITA","GK","Monza","itSerie A","22","2001","30","30","2,676","29.7","52","1.75","145","93","65.5","2","7","21","2","6.7","4","2","2","0","50.0",
"Sven Ulreich","deGER","GK","Bayern Munich","deBundesliga","35","1988","1","1","90","1.0","0","0.00","0","0","","1","0","0","1","100.0","0","0","0","0","",
"Jonas Urbig","deGER","GK","Bayern Munich","deBundesliga","20","2003","8","8","720","8.0","12","1.50","28","16","57.1","4","3","1","2","25.0","0","0","0","0","",
"Hákon Valdimarsson","isISL","GK","Brentford","engPremier League","22","2001","2","1","145","1.6","2","1.24","4","3","50.0","0","0","1","1","100.0","0","0","0","0","",
"Maarten Vandevoordt","beBEL","GK","RB Leipzig","deBundesliga","22","2002","6","4","429","4.8","9","1.89","21","12","57.1","1","1","2","0","0.0","0","0","0","0","",
"Nikola Vasilj","baBIH","GK","St. Pauli","deBundesliga","28","1995","33","33","2,969","33.0","39","1.18","135","93","71.9","8","7","18","9","27.3","5","1","4","0","80.0",
"Devis Vásquez","coCOL","GK","Empoli","itSerie A","26","1998","32","32","2,880","32.0","45","1.41","125","79","64.8","6","12","14","6","18.8","3","1","1","1","50.0",
"Bart Verbruggen","nlNED","GK","Brighton","engPremier League","21","2002","36","36","3,240","36.0","58","1.61","143","87","65.7","14","13","9","7","19.4","9","9","0","0","0.0",
"Guglielmo Vicario","itITA","GK","Tottenham","engPremier League","27","1996","24","24","2,160","24.0","37","1.54","102","67","64.7","9","3","12","4","16.7","1","1","0","0","0.0",
"Fran Vieites","esESP","GK","Betis","esLa Liga","25","1999","4","4","360","4.0","5","1.25","11","6","54.5","1","2","1","0","0.0","0","0","0","0","",
"Iván Villar","esESP","GK","Celta Vigo","esLa Liga","27","1997","4","4","360","4.0","9","2.25","18","10","50.0","2","0","2","0","0.0","1","0","1","0","100.0",
"Christian Walton","engENG","GK","Ipswich Town","engPremier League","28","1995","7","7","630","7.0","19","2.71","39","20","56.4","1","1","5","1","14.3","2","2","0","0","0.0",
"Danny Ward","wlsWAL","GK","Leicester City","engPremier League","31","1993","2","1","135","1.5","6","4.00","10","4","40.0","0","0","1","0","0.0","0","0","0","0","",
"Timon Weiner","deGER","GK","Holstein Kiel","deBundesliga","25","1999","25","25","2,250","25.0","61","2.44","140","81","59.3","4","5","16","2","8.0","4","4","0","0","0.0",
"Robin Zentner","deGER","GK","Mainz 05","deBundesliga","29","1994","32","32","2,880","32.0","41","1.28","142","100","73.9","13","9","10","9","28.1","5","4","1","0","20.0",
"Michael Zetterer","deGER","GK","Werder Bremen","deBundesliga","29","1995","34","34","3,060","34.0","57","1.68","156","102","65.4","14","9","11","10","29.4","3","3","0","0","0.0",
"Melvin Zinga","frFRA","GK","Angers","frLigue 1","22","2002","1","1","90","1.0","2","2.00","4","2","75.0","0","0","1","0","0.0","1","1","0","0","0.0",
