Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Cristian Ansaldi","arARG","DF,FW","Torino","itSerie A","33","1986","31","1,947","63","56.9","21.6","20","88","16","11","17","3","1.03","26","38","-12","-0.55","-0.13","30.7","36.9","-6.1","-0.28","+0.07",
"Waldemar Anton","deGER","DF","Stuttgart","deBundesliga","24","1996","31","2,711","87","88.6","30.1","30","90","29","1","18","1","1.29","50","52","-2","-0.07","-0.84","45.8","45.2","+0.7","+0.02","+0.40",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","30","1990","26","1,974","76","57.7","21.9","24","80","12","2","23","0","1.85","37","25","+12","+0.55","+0.36","38.5","23.2","+15.3","+0.70","+1.23",
"José Antonio Miranda","gqEQG","MF,DF","Getafe","esLa Liga","22","1998","4","26","7","0.8","0.3","0","","0","4","7","4","0.50","0","2","-2","-6.92","-6.58","0.4","1.2","-0.8","-2.88","-2.75",
"Mirko Antonucci","itITA","FW,MF","Roma","itSerie A","21","1999","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Valentin Antov","bgBUL","DF","Bologna","itSerie A","19","2000","5","232","46","6.8","2.6","2","82","1","3","23","13","0.60","1","6","-5","-1.94","-1.69","2.6","5.7","-3.1","-1.19","-1.06",
"Houssem Aouar","dzALG","MF,FW","Lyon","frLigue 1","22","1998","30","1,781","59","52.1","19.8","23","71","6","7","21","1","1.97","48","27","+21","+1.06","+0.13","46.7","24.7","+22.0","+1.11","+0.13",
"Adil Aouchiche","frFRA","MF,FW","Saint-Étienne","frLigue 1","18","2002","34","1,731","51","50.6","19.2","21","66","2","13","27","2","1.21","24","25","-1","-0.05","+0.53","25.5","23.9","+1.6","+0.08","+0.24",
"Dennis Appiah","frFRA","DF","Nantes","frLigue 1","28","1992","22","1,556","71","45.5","17.3","16","87","13","6","28","13","1.14","27","28","-1","-0.06","+0.28","25.0","28.7","-3.7","-0.21","-0.16",
"Aritz Arambarri","esESP","DF","Real Sociedad","esLa Liga","22","1998","1","26","26","0.8","0.3","0","","0","1","26","8","3.00","1","1","0","0.00","-0.56","0.6","0.9","-0.3","-1.17","-1.75",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","24","1995","34","2,983","88","87.2","33.1","33","89","26","1","45","2","1.09","26","35","-9","-0.27","+0.96","30.7","35.4","-4.7","-0.14","+0.10",
"Aranda","esESP","MF","Granada","esLa Liga","19","2000","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Óscar Aranda","esESP","FW,MF","Real Madrid","esLa Liga","18","2002","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","31","1989","21","1,669","79","54.5","18.5","20","82","13","1","21","2","1.19","20","24","-4","-0.22","-1.38","24.9","23.3","+1.6","+0.08","-0.28",
"Luiz Araújo","brBRA","MF","Lille","frLigue 1","24","1996","28","1,496","53","43.7","16.6","17","74","2","11","21","2","2.18","33","6","+27","+1.62","+0.97","22.9","11.3","+11.6","+0.70","+0.37",
"Néstor Araujo","mxMEX","DF","Celta Vigo","esLa Liga","28","1991","33","2,426","74","70.9","27.0","26","86","21","7","29","3","1.39","35","39","-4","-0.15","-0.33","34.5","36.7","-2.2","-0.08","-0.22",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","21","1999","24","1,510","63","44.2","16.8","16","80","12","8","29","5","2.33","34","16","+18","+1.07","-0.29","34.0","16.5","+17.5","+1.04","+0.33",
"Anaitz Arbilla","esESP","DF","Eibar","esLa Liga","33","1987","34","2,807","83","82.1","31.2","30","90","30","4","27","0","0.79","23","46","-23","-0.74","-0.74","37.8","36.9","+0.9","+0.03","+0.22",
"Roberto Olabe del Arco","esESP","MF","Eibar","esLa Liga","24","1996","0","","","","","0","","0","0","","13","","","","","","","","","","","",
"Alphonse Areola","frFRA","GK","Fulham","engPremier League","27","1993","36","3,240","90","94.7","36.0","36","90","36","0","","2","0.78","27","48","-21","-0.58","+1.92","39.4","49.4","-10.0","-0.28","+0.75",
"Simone Aresti","itITA","GK","Cagliari","itSerie A","34","1986","0","","","","","0","","0","0","","35","","","","","","","","","","","",
"Santiago Arias","coCOL","DF","Leverkusen","deBundesliga","28","1992","1","90","90","2.9","1.0","1","90","1","0","","0","1.00","1","1","0","0.00","-0.42","1.5","0.8","+0.7","+0.69","+0.49",
"Karim Aribi","dzALG","FW","Nîmes","frLigue 1","26","1994","13","294","23","8.6","3.3","2","55","0","11","17","5","0.92","3","9","-6","-1.84","-1.12","4.1","8.2","-4.0","-1.22","-0.74",
"Unai Arietaleanizbeaskoa","esESP","FW,MF","Eibar","esLa Liga","21","1999","4","47","12","1.4","0.5","0","","0","4","12","12","0.00","0","1","-1","-1.91","-1.33","0.6","0.8","-0.2","-0.40","-0.39",
"Amir Arli","","MF","Dijon","frLigue 1","17","2003","0","","","","","0","","","0","","5","","","","","","","","","","","",
"Nicolò Armini","itITA","DF","Lazio","itSerie A","19","2001","1","5","5","0.1","0.1","0","","0","1","5","22","0.00","0","0","0","0.00","-0.16","0.0","0.3","-0.3","-6.19","-6.48",
"Stuart Armstrong","sctSCO","MF","Southampton","engPremier League","28","1992","33","2,764","84","80.8","30.7","32","86","21","1","13","1","1.24","39","56","-17","-0.55","0.00","32.8","44.2","-11.4","-0.37","-0.31",
"Alex Arnofoli","itITA","DF","Bologna","itSerie A","17","2003","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","26","1994","30","2,585","86","84.5","28.7","30","86","23","0","","0","1.87","53","30","+23","+0.80","+0.61","43.0","32.9","+10.1","+0.35","+0.97",
"Tolu Arokodare","ngNGA","FW,MF","Köln","deBundesliga","19","2000","10","112","11","3.7","1.2","0","","0","10","11","7","0.60","3","4","-1","-0.80","-0.04","1.6","1.4","+0.2","+0.13","+0.54",
"Sergio Arribas","esESP","MF,FW","Real Madrid","esLa Liga","18","2001","8","135","17","3.9","1.5","0","","0","8","17","4","2.13","3","0","+3","+2.00","+1.01","1.8","0.5","+1.3","+0.88","+0.26",
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","25","1994","7","585","84","17.1","6.5","6","90","6","1","45","28","1.14","9","8","+1","+0.15","-0.51","11.0","7.5","+3.5","+0.53","-0.38",
"Tolgay Arslan","deGER","MF","Udinese","itSerie A","29","1990","30","1,818","61","53.2","20.2","25","69","3","5","19","3","1.20","23","20","+3","+0.15","+1.22","25.7","24.5","+1.3","+0.06","+0.52",
"Federico Artioli","itITA","MF","Sassuolo","itSerie A","19","2001","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Gabriele Artistico","itITA","FW","Parma","itSerie A","18","2002","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Kwadwo Asamoah","ghGHA","DF,MF","Cagliari","itSerie A","31","1988","9","224","25","6.5","2.5","1","90","1","8","17","9","1.56","3","2","+1","+0.40","+0.88","5.0","3.8","+1.2","+0.46","+0.91",
"Santiago Ascacíbar","arARG","MF","Hertha BSC","deBundesliga","23","1997","13","762","59","24.9","8.5","8","75","3","5","33","7","1.38","7","9","-2","-0.24","+0.12","9.1","12.3","-3.2","-0.38","-0.29",
"Rocco Ascone","frFRA","FW","Lille","frLigue 1","16","2003","0","","","","","0","","","0","","4","","","","","","","","","","","",
"Raúl Asencio","esESP","FW","Genoa","itSerie A","22","1998","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Sergio Asenjo","esESP","GK","Villarreal","esLa Liga","31","1989","36","3,240","90","94.7","36.0","36","90","36","0","","2","1.61","58","40","+18","+0.50","+1.50","54.3","39.6","+14.7","+0.41","+0.79",
"Marco Asensio","esESP","FW,MF","Real Madrid","esLa Liga","24","1996","35","1,869","53","54.6","20.8","21","71","1","14","28","1","2.20","37","17","+20","+0.96","-0.14","30.6","23.7","+6.8","+0.33","-0.66",
"Kristoffer Askildsen","noNOR","MF","Sampdoria","itSerie A","19","2001","6","95","16","2.8","1.1","0","","0","6","16","29","2.17","1","2","-1","-0.95","-0.92","0.7","2.6","-1.8","-1.71","-1.47",
"Joel Asoro","seSWE","FW,MF","Genoa","itSerie A","21","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","32","1987","33","2,864","87","83.7","31.8","33","87","25","0","","1","1.48","47","44","+3","+0.09","+0.90","42.4","40.0","+2.4","+0.08","+0.56",
"Roger Assalé","ciCIV","FW,MF","Dijon","frLigue 1","26","1993","17","828","49","24.2","9.2","11","63","1","6","22","1","0.59","8","18","-10","-1.09","+0.23","9.0","18.1","-9.1","-0.99","+0.04",
"Lorenz Assignon","tgTOG","DF,MF","Rennes","frLigue 1","20","2000","0","","","","","0","","","0","","7","","","","","","","","","","","",
"Ryan Astley","wlsWAL","DF","Everton","engPremier League","18","2001","0","","","","","0","","","0","","1","","","","","","","","","","","",
"Youcef Atal","dzALG","DF,FW","Nice","frLigue 1","24","1996","18","956","53","28.0","10.6","13","66","1","5","21","0","1.33","15","21","-6","-0.56","-0.67","13.2","17.9","-4.8","-0.45","-0.34",
"Miguel Atienza","esESP","MF","Eibar","esLa Liga","21","1999","12","838","70","24.5","9.3","9","87","7","3","18","5","0.67","7","17","-10","-1.07","-0.62","10.4","9.4","+1.0","+0.11","+0.16",
"Pierre-Emerick Aubameyang","gaGAB","FW","Arsenal","engPremier League","31","1989","29","2,332","80","68.2","25.9","26","87","19","3","23","3","1.52","34","26","+8","+0.31","-0.35","33.2","29.3","+3.9","+0.15","-0.25",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","23","1997","37","3,330","90","97.4","37.0","37","90","37","0","","1","1.32","49","54","-5","-0.14","-3.14","44.5","55.3","-10.8","-0.29","-0.41",
"Tommaso Augello","itITA","DF","Sampdoria","itSerie A","25","1994","37","3,216","87","94.0","35.7","37","87","32","0","","0","1.41","48","49","-1","-0.03","+0.41","43.8","52.1","-8.3","-0.23","+0.80",
"Jean-Kévin Augustin","frFRA","FW","Nantes","frLigue 1","23","1997","3","36","12","1.1","0.4","0","","0","3","12","3","0.33","0","1","-1","-2.50","-2.31","0.2","0.5","-0.3","-0.85","-0.73",
"Ludwig Augustinsson","seSWE","DF,FW","Werder Bremen","deBundesliga","26","1994","23","1,957","85","64.0","21.7","21","89","17","2","45","1","0.83","21","34","-13","-0.60","+0.05","20.4","34.6","-14.2","-0.65","-0.16",
"Serge Aurier","ciCIV","DF","Tottenham","engPremier League","27","1992","19","1,605","84","46.9","17.8","19","84","15","0","","6","1.53","35","22","+13","+0.73","+0.23","22.4","23.8","-1.4","-0.08","-0.34",
"Charlie Austin","engENG","FW,MF","West Brom","engPremier League","31","1989","5","138","28","4.0","1.5","0","","0","5","28","3","0.40","2","5","-3","-1.96","-0.91","0.7","5.1","-4.4","-2.86","-2.10",
"Ezequiel Ávila","arARG","FW,MF","Osasuna","esLa Liga","26","1994","8","202","25","5.9","2.2","2","63","0","6","13","2","1.38","3","1","+2","+0.89","+1.25","3.1","2.5","+0.6","+0.28","+0.55",
"Lorenzo Avogadri","itITA","GK","Sampdoria","itSerie A","18","2001","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Taiwo Awoniyi","ngNGA","FW","Union Berlin","deBundesliga","22","1997","21","1,359","65","44.4","15.1","16","77","3","5","26","1","1.48","22","17","+5","+0.33","+0.23","19.1","19.4","-0.3","-0.02","-0.25",
"Unai Ayala","esESP","GK","Eibar","esLa Liga","16","2004","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Mehmet Aydin","deGER","DF","Schalke 04","deBundesliga","18","2002","6","500","83","16.3","5.6","6","83","4","0","","2","1.00","5","10","-5","-0.90","+1.07","5.6","10.0","-4.4","-0.79","+0.48",
"Gaizka Ayesa","esESP","GK","Real Sociedad","esLa Liga","19","2001","0","","","","","0","","0","0","","17","","","","","","","","","","","",
"Jordan Ayew","ghGHA","FW,MF","Crystal Palace","engPremier League","28","1991","33","2,096","64","61.3","23.3","23","84","12","10","17","3","1.09","21","42","-21","-0.90","-0.63","16.5","36.8","-20.3","-0.87","-0.61",
"Kaan Ayhan","trTUR","DF","Sassuolo","itSerie A","25","1994","19","796","42","23.3","8.8","7","82","5","12","19","14","2.05","13","7","+6","+0.68","+0.61","13.8","13.3","+0.5","+0.05","-0.04",
"Luke Ayling","engENG","DF","Leeds United","engPremier League","28","1991","38","3,399","89","99.4","37.8","38","89","37","0","","0","1.55","62","54","+8","+0.21","+0.21","54.9","57.4","-2.4","-0.06","-0.92",
"Miguel Azeez","engENG","MF","Arsenal","engPremier League","17","2002","0","","","","","0","","","0","","1","","","","","","","","","","","",
"Ramon Azeez","ngNGA","MF","Granada","esLa Liga","27","1992","2","101","51","3.0","1.1","1","90","1","1","11","9","1.50","1","6","-5","-4.46","-4.10","1.6","3.3","-1.7","-1.56","-1.20",
"César Azpilicueta","esESP","DF","Chelsea","engPremier League","30","1989","26","2,188","84","64.0","24.3","24","89","20","2","26","12","1.92","39","20","+19","+0.78","+0.56","40.5","18.2","+22.2","+0.91","+0.19",
"Ousmane Ba","snSEN","GK","Metz","frLigue 1","18","2002","0","","","","","0","","","0","","3","","","","","","","","","","","",
"Ludovic Baal","gfGUF","DF,MF","Brest","frLigue 1","34","1986","7","296","42","8.7","3.3","3","81","1","4","13","31","0.57","5","9","-4","-1.22","-0.87","4.8","7.8","-2.9","-0.90","-0.75",
"Carlos Bacca","coCOL","FW","Villarreal","esLa Liga","33","1986","23","786","34","23.0","8.7","9","62","0","14","17","9","1.70","18","8","+10","+1.15","+0.94","14.9","9.8","+5.1","+0.59","+0.29",
"Loïc Bade","frFRA","DF","Lens","frLigue 1","20","2000","31","2,610","84","76.3","29.0","29","89","27","2","10","0","1.42","39","44","-5","-0.17","-0.84","41.5","36.5","+5.0","+0.17","-0.35",
"Milan Badelj","hrCRO","MF","Genoa","itSerie A","31","1989","30","2,408","80","70.4","26.8","29","83","21","1","10","5","1.20","35","35","0","0.00","+0.98","29.7","36.7","-7.0","-0.26","+1.03",
"Édgar Badía","esESP","GK","Elche","esLa Liga","28","1992","30","2,700","90","78.9","30.0","30","90","30","0","","8","0.87","27","46","-19","-0.63","-0.38","21.5","52.4","-30.9","-1.03","-1.02",
"Benoît Badiashile","frFRA","DF","Monaco","frLigue 1","19","2001","35","2,870","82","83.9","31.9","32","86","26","3","42","3","2.03","63","37","+26","+0.82","-0.49","56.5","30.1","+26.4","+0.83","-0.43",
"Alex Baena","esESP","MF","Villarreal","esLa Liga","19","2001","6","137","23","4.0","1.5","2","53","0","4","8","32","1.67","0","2","-2","-1.31","-1.81","1.3","0.9","+0.4","+0.24","-0.13",
"Miguel Baeza","esESP","MF,FW","Celta Vigo","esLa Liga","20","2000","22","543","25","15.9","6.0","4","53","0","18","18","16","1.36","6","13","-7","-1.16","-1.32","7.5","7.9","-0.4","-0.07","-0.07",
"Stéphane Bahoken","cmCMR","FW","Angers","frLigue 1","28","1992","30","1,616","54","47.3","18.0","18","71","1","12","28","0","1.07","18","28","-10","-0.56","-0.16","19.8","25.9","-6.2","-0.34","-0.12",
"Leon Bailey","jmJAM","FW,MF","Leverkusen","deBundesliga","22","1997","30","2,141","71","70.0","23.8","25","82","15","5","20","0","1.57","42","27","+15","+0.63","+0.73","33.0","29.4","+3.6","+0.15","-0.20",
"Eric Bailly","ciCIV","DF","Manchester Utd","engPremier League","26","1994","12","916","76","26.8","10.2","10","90","9","2","11","14","1.92","16","17","-1","-0.10","-1.18","15.1","13.8","+1.3","+0.13","-0.49",
"Dénys Bain","frFRA","DF","Brest","frLigue 1","27","1993","0","","","","","0","","","0","","2","","","","","","","","","","","",
"Stefan Bajic","frFRA","GK","Saint-Étienne","frLigue 1","18","2001","1","90","90","2.6","1.0","1","90","1","0","","29","0.00","0","4","-4","-4.00","-3.78","0.5","2.3","-1.9","-1.87","-1.88",
"Abdoulaye Bakayoko","frFRA","DF","Saint-Étienne","frLigue 1","17","2002","0","","","","","0","","","0","","1","","","","","","","","","","","",
"Tiemoué Bakayoko","frFRA","MF","Napoli","itSerie A","25","1994","32","1,964","61","57.4","21.8","23","81","8","9","12","3","1.94","51","29","+22","+1.01","-0.41","40.5","26.1","+14.4","+0.66","-0.01",
"Mitchel Bakker","nlNED","DF","Paris S-G","frLigue 1","20","2000","26","1,694","65","49.5","18.8","18","84","13","8","22","12","2.31","49","10","+39","+2.07","+1.08","45.5","20.4","+25.2","+1.34","+0.59",
"Ridle Baku","deGER","FW,DF","Wolfsburg","deBundesliga","22","1998","32","2,678","84","87.5","29.8","31","86","19","1","19","0","1.84","58","36","+22","+0.74","+0.27","44.8","37.4","+7.4","+0.25","+0.38",
"Ridle Baku","deGER","DF","Mainz 05","deBundesliga","22","1998","2","180","90","5.9","2.0","2","90","2","0","","0","0.00","2","7","-5","-2.50","-2.12","2.6","5.4","-2.9","-1.43","-1.45",
"Dilane Bakwa","frFRA","FW,MF","Bordeaux","frLigue 1","17","2002","7","56","8","1.6","0.6","0","","0","7","8","10","1.43","2","2","0","0.00","+0.37","1.7","0.7","+0.9","+1.47","+1.80",
"Fabián Balbuena","pyPAR","DF","West Ham","engPremier League","28","1991","14","1,198","86","35.0","13.3","13","89","12","1","38","20","1.71","21","19","+2","+0.15","-0.38","15.9","19.0","-3.1","-0.23","-0.63",
"Keita Baldé","snSEN","FW","Sampdoria","itSerie A","25","1995","25","1,197","48","35.0","13.3","12","76","2","13","22","3","1.56","17","20","-3","-0.23","-0.27","17.5","18.7","-1.3","-0.10","+0.28",
"George Baldock","grGRE","DF","Sheffield Utd","engPremier League","27","1993","32","2,787","87","81.5","31.0","32","87","30","0","","3","0.63","14","51","-37","-1.19","-0.34","25.1","53.5","-28.4","-0.92","-0.75",
"Gareth Bale","wlsWAL","FW","Tottenham","engPremier League","31","1989","20","920","46","26.9","10.2","10","71","0","10","21","10","1.45","21","12","+9","+0.88","+0.38","15.9","9.4","+6.5","+0.63","+0.73",
"Mikel Balenziaga","esESP","DF","Athletic Club","esLa Liga","32","1988","23","1,689","73","49.4","18.8","17","86","13","6","39","14","1.17","18","23","-5","-0.27","-0.73","18.9","19.1","-0.1","-0.01","-0.29",
"Leonardo Balerdi","arARG","DF","Marseille","frLigue 1","21","1999","21","1,634","78","47.8","18.2","19","86","17","2","3","15","1.62","24","24","0","0.00","-0.35","19.1","22.3","-3.2","-0.17","-0.31",
"Marco Ballarini","itITA","MF","Udinese","itSerie A","19","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Fodé Ballo-Touré","snSEN","DF","Monaco","frLigue 1","23","1997","24","662","28","19.4","7.4","6","78","4","18","11","9","2.13","17","16","+1","+0.14","-0.94","14.1","10.0","+4.2","+0.57","-0.41",
"Botond Balogh","huHUN","DF","Parma","itSerie A","18","2002","3","165","55","4.8","1.8","1","90","1","2","38","16","0.33","2","4","-2","-1.09","+0.07","1.1","5.5","-4.4","-2.41","-2.02",
"Abdoulaye Bamba","ciCIV","DF","Angers","frLigue 1","30","1990","16","1,347","84","39.4","15.0","16","84","13","0","","15","1.25","15","25","-10","-0.67","-0.32","16.4","20.0","-3.6","-0.24","+0.07",
"Jonathan Bamba","ciCIV","MF","Lille","frLigue 1","24","1996","38","2,985","79","87.3","33.2","34","85","21","4","28","0","2.18","52","19","+33","+0.99","-0.66","41.1","25.6","+15.5","+0.47","-0.19",
"Robson Bambu","brBRA","DF","Nice","frLigue 1","22","1997","15","1,046","70","30.6","11.6","12","84","9","3","12","17","1.60","18","15","+3","+0.26","+0.49","13.1","18.1","-5.0","-0.43","-0.33",
"Patrick Bamford","engENG","FW","Leeds United","engPremier League","26","1993","38","3,050","80","89.2","33.9","37","81","24","1","45","0","1.55","51","50","+1","+0.03","-1.67","50.4","50.7","-0.3","-0.01","+0.47",
"Abdoul Bane","itITA","DF","Parma","itSerie A","19","2001","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Cheick Bangoura","gnGUI","FW","Brest","frLigue 1","18","2001","0","","","","","0","","","0","","1","","","","","","","","","","","",
