Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Diogo Jota","ptPOR","FW","Wolves","engPremier League","22","1996","34","2,284","67","66.8","25.4","27","78","6","7","26","0","1.44","26","28","-2","-0.08","-1.11","33.1","25.4","+7.7","+0.30","-0.36",
"Vukašin Jovanović","rsSRB","DF","Bordeaux","frLigue 1","23","1996","9","573","64","22.7","6.4","5","82","4","4","41","9","1.44","11","9","+2","+0.31","+0.13","7.8","7.7","+0.2","+0.03","+0.34",
"Dejan Joveljić","rsSRB","FW","Eint Frankfurt","deBundesliga","19","1999","4","150","38","4.9","1.7","2","68","1","2","8","12","1.00","2","4","-2","-1.20","-1.23","1.8","2.3","-0.5","-0.30","-0.61",
"Stevan Jovetić","meMNE","FW,MF","Monaco","frLigue 1","29","1989","9","473","53","18.8","5.3","5","79","0","4","19","0","1.22","6","6","0","0.00","0.00","7.0","5.1","+1.9","+0.37","+0.19",
"Luka Jović","rsSRB","FW","Real Madrid","esLa Liga","21","1997","17","430","25","12.6","4.8","4","71","1","13","11","10","2.00","9","5","+4","+0.84","-0.40","11.0","5.3","+5.7","+1.20","+0.33",
"Juanmi","esESP","FW,MF","Betis","esLa Liga","26","1993","8","264","33","7.7","2.9","2","62","0","6","24","5","0.63","3","5","-2","-0.68","-0.40","4.0","5.3","-1.3","-0.45","-0.38",
"David Juncà","esESP","DF","Celta Vigo","esLa Liga","25","1993","3","258","86","7.5","2.9","3","86","2","0","","4","0.00","2","7","-5","-1.74","-1.54","3.1","4.5","-1.3","-0.47","-0.33",
"Flavio Junior Bianchi","itITA","FW","Genoa","itSerie A","19","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Lago Junior","ciCIV","MF,FW","Mallorca","esLa Liga","28","1990","35","2,188","63","64.0","24.3","24","80","12","11","25","1","0.86","19","35","-16","-0.66","0.00","22.8","38.1","-15.3","-0.63","-0.12",
"Hamed Junior Traorè","ciCIV","MF,FW","Sassuolo","itSerie A","19","2000","31","1,570","51","45.9","17.4","20","67","5","11","22","4","1.32","28","27","+1","+0.06","-0.19","21.4","26.8","-5.4","-0.31","-0.12",
"Vinicius Júnior","brBRA","FW,MF","Real Madrid","esLa Liga","19","2000","29","1,364","47","39.9","15.2","12","81","5","17","23","5","2.21","27","15","+12","+0.79","-0.65","26.4","15.3","+11.2","+0.74","-0.29",
"James Justin","engENG","DF,MF","Leicester City","engPremier League","21","1998","13","1,012","78","29.6","11.2","11","90","11","2","11","25","1.62","16","14","+2","+0.18","-0.72","19.3","12.5","+6.8","+0.60","+0.23",
"Julian Justvan","deGER","FW,MF","Wolfsburg","deBundesliga","21","1998","0","","","","","0","","0","0","","9","","","","","","","","","","","",
"Ferran Jutglà","esESP","FW","Espanyol","esLa Liga","20","1999","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Musa Juwara","gmGAM","FW,MF","Bologna","itSerie A","17","2001","7","153","22","4.5","1.7","1","76","0","6","13","16","1.14","4","3","+1","+0.59","+0.97","2.7","2.8","-0.1","-0.05","-0.11",
"Mathias Jørgensen","dkDEN","DF","Düsseldorf","deBundesliga","29","1990","9","498","55","16.3","5.5","5","78","4","4","28","5","0.89","5","16","-11","-1.99","-1.29","3.9","12.7","-8.9","-1.60","-1.04",
"Ozan Kabak","trTUR","DF","Schalke 04","deBundesliga","19","2000","26","1,777","68","58.1","19.7","21","82","18","5","10","4","1.15","22","37","-15","-0.76","-0.41","19.8","36.5","-16.8","-0.85","-1.06",
"Christian Kabasele","beBEL","DF","Watford","engPremier League","28","1991","27","2,250","83","65.8","25.0","26","87","23","1","1","7","1.11","29","35","-6","-0.24","+1.45","33.4","33.9","-0.5","-0.02","+0.66",
"Julius Kade","deGER","MF","Union Berlin","deBundesliga","20","1999","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Abdoul Kader Bamba","frFRA","FW,MF","Nantes","frLigue 1","25","1994","27","1,468","54","58.3","16.3","16","82","5","11","15","0","1.37","19","14","+5","+0.31","+0.99","20.0","17.6","+2.4","+0.15","+0.46",
"Pavel Kadeřábek","czCZE","DF,FW","Hoffenheim","deBundesliga","27","1992","30","2,474","82","80.8","27.5","28","87","24","2","21","3","1.60","45","40","+5","+0.18","+0.95","47.6","43.4","+4.1","+0.15","+1.31",
"Kylian Kaïboué","frFRA","DF,MF","Montpellier","frLigue 1","20","1998","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Florian Kainz","atAUT","FW,MF","Köln","deBundesliga","26","1992","28","1,561","56","51.0","17.3","16","77","6","12","27","2","0.96","30","34","-4","-0.23","+0.61","29.6","26.5","+3.1","+0.18","+0.63",
"Gaël Kakuta","cdCOD","MF,FW","Amiens","frLigue 1","28","1991","24","2,001","83","79.4","22.2","23","85","13","1","37","0","0.92","23","35","-12","-0.54","+0.67","21.4","28.4","-7.0","-0.32","+0.53",
"Arnaud Kalimuendo","frFRA","FW","Paris S-G","frLigue 1","17","2002","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Lovre Kalinić","hrCRO","GK","Aston Villa","engPremier League","29","1990","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Lovre Kalinić","hrCRO","GK","Toulouse","frLigue 1","29","1990","4","305","76","12.1","3.4","4","76","3","0","","0","0.25","0","4","-4","-1.18","+0.12","3.4","3.2","+0.2","+0.06","+0.64",
"Nikola Kalinić","hrCRO","FW","Roma","itSerie A","31","1988","15","571","38","16.7","6.3","6","77","3","9","12","16","1.53","17","10","+7","+1.10","+0.50","12.7","8.9","+3.8","+0.59","-0.04",
"Salomon Kalou","ciCIV","FW,MF","Hertha BSC","deBundesliga","33","1985","5","146","29","4.8","1.6","1","69","0","4","19","12","0.00","2","4","-2","-1.23","-0.95","3.2","3.6","-0.4","-0.25","+0.09",
"Samuel Kalu","ngNGA","DF,FW","Bordeaux","frLigue 1","21","1997","20","1,357","68","53.8","15.1","15","82","8","5","25","2","1.10","22","18","+4","+0.27","+0.11","14.6","22.6","-8.0","-0.53","-0.64",
"Pierre Kalulu","frFRA","DF","Lyon","frLigue 1","19","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Daichi Kamada","jpJPN","MF,FW","Eint Frankfurt","deBundesliga","22","1996","28","1,969","70","64.3","21.9","22","82","13","6","28","4","1.14","33","39","-6","-0.27","-0.69","39.7","30.4","+9.3","+0.43","+0.40",
"François Kamano","gnGUI","DF,MF","Bordeaux","frLigue 1","23","1996","11","648","59","25.7","7.2","7","84","4","4","15","5","1.36","9","8","+1","+0.14","-0.10","7.2","9.0","-1.8","-0.25","-0.02",
"Bingourou Kamara","snSEN","GK","Strasbourg","frLigue 1","22","1996","0","","","","","0","","0","0","","26","","","","","","","","","","","",
"Boubacar Kamara","frFRA","DF,MF","Marseille","frLigue 1","19","1999","24","2,139","89","84.9","23.8","24","89","22","0","","0","2.21","39","24","+15","+0.63","+1.34","33.2","26.2","+7.0","+0.30","+0.91",
"Hassane Kamara","ciCIV","DF,FW","Reims","frLigue 1","25","1994","23","1,709","74","67.8","19.0","18","89","16","5","20","3","1.57","17","14","+3","+0.16","-0.06","20.3","19.4","+0.9","+0.05","-0.09",
"Kevin Kampl","siSVN","MF","RB Leipzig","deBundesliga","28","1990","11","675","61","22.1","7.5","8","77","2","3","21","4","2.00","18","6","+12","+1.60","+0.39","16.8","8.3","+8.5","+1.13","+0.23",
"Harry Kane","engENG","FW","Tottenham","engPremier League","26","1993","29","2,587","89","75.6","28.7","29","89","26","0","","0","1.62","49","36","+13","+0.45","+0.34","35.1","36.1","-0.9","-0.03","+0.55",
"Lee Kang-in","krKOR","MF,FW","Valencia","esLa Liga","18","2001","17","454","27","13.3","5.0","3","67","0","14","18","12","0.94","9","9","0","0.00","+0.21","5.1","7.0","-1.8","-0.36","-0.03",
"Wilfried Kanga","ciCIV","FW","Angers","frLigue 1","21","1998","4","68","17","2.7","0.8","0","","0","4","16","8","0.50","1","2","-1","-1.32","-1.18","1.0","1.0","+0.1","+0.08","+0.05",
"N'Golo Kanté","frFRA","MF","Chelsea","engPremier League","28","1991","22","1,732","79","50.6","19.2","20","84","17","2","23","0","1.27","28","25","+3","+0.16","-0.48","31.3","17.9","+13.4","+0.70","-0.22",
"Rifet Kapić","baBIH","MF","Paderborn 07","deBundesliga","24","1995","0","","","","","0","","0","0","","12","","","","","","","","","","","",
"Stefanos Kapino","grGRE","GK","Werder Bremen","deBundesliga","25","1994","1","90","90","2.9","1.0","1","90","1","0","","32","1.00","2","2","0","0.00","+0.82","1.1","1.0","+0.1","+0.08","+0.57",
"Wilfrid Kaptoum","cmCMR","MF","Betis","esLa Liga","23","1996","5","194","39","5.7","2.2","2","68","1","3","20","4","1.60","3","5","-2","-0.93","-0.65","1.9","3.8","-1.9","-0.86","-0.81",
"Kenan Karaman","trTUR","FW,MF","Düsseldorf","deBundesliga","25","1994","20","1,354","68","44.2","15.0","16","80","7","4","18","0","1.00","20","21","-1","-0.07","+1.52","17.3","21.7","-4.4","-0.29","+0.78",
"Yann Karamoh","frFRA","FW,MF","Parma","itSerie A","21","1998","14","573","41","16.8","6.4","5","68","1","9","26","12","0.43","8","13","-5","-0.79","-0.91","8.9","11.3","-2.4","-0.37","+0.06",
"Mamoudou Karamoko","frFRA","MF","Wolfsburg","deBundesliga","19","1999","1","9","9","0.3","0.1","0","","0","1","9","1","3.00","0","0","0","0.00","-0.06","0.1","0.0","+0.1","+0.88","+0.60",
"Orestis Karnezis","grGRE","GK","Napoli","itSerie A","34","1985","0","","","","","0","","0","0","","33","","","","","","","","","","","",
"Lino Kasten","deGER","GK","Wolfsburg","deBundesliga","18","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Florian Kastenmeier","deGER","GK","Düsseldorf","deBundesliga","22","1997","17","1,530","90","50.0","17.0","17","90","17","0","","17","0.88","18","31","-13","-0.76","+0.29","17.4","26.0","-8.6","-0.51","+0.45",
"Noah Katterbach","deGER","DF","Köln","deBundesliga","18","2001","18","1,316","73","43.0","14.6","16","76","11","2","54","3","1.22","24","30","-6","-0.41","+0.21","20.2","24.1","-3.9","-0.27","-0.25",
"Eiji Kawashima","jpJPN","GK","Strasbourg","frLigue 1","36","1983","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Joris Kayembe","cdCOD","DF,FW","Nantes","frLigue 1","24","1994","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Moise Kean","itITA","FW","Everton","engPremier League","19","2000","29","852","29","24.9","9.5","6","73","1","23","18","7","1.03","12","15","-3","-0.32","0.00","15.7","13.5","+2.2","+0.23","+0.22",
"Michael Keane","engENG","DF","Everton","engPremier League","26","1993","31","2,559","83","74.8","28.4","28","90","28","3","13","6","1.39","32","42","-10","-0.35","-0.14","36.3","38.0","-1.7","-0.06","-0.50",
"Thilo Kehrer","deGER","DF","Paris S-G","frLigue 1","22","1996","7","480","69","19.8","5.3","5","87","4","2","22","3","3.00","20","7","+13","+2.44","+0.68","18.7","6.1","+12.5","+2.35","+0.57",
"Jules Keita","gnGUI","MF,FW","Dijon","frLigue 1","21","1998","3","158","53","6.3","1.8","1","91","1","2","34","0","0.00","0","2","-2","-1.14","-0.83","1.6","1.4","+0.1","+0.08","+0.39",
"Naby Keïta","gnGUI","MF","Liverpool","engPremier League","24","1995","18","815","45","23.8","9.1","9","73","1","9","18","9","2.33","19","8","+11","+1.21","-0.20","15.6","6.8","+8.8","+0.97","+0.20",
"Yannik Keitel","deGER","MF","Freiburg","deBundesliga","19","2000","3","174","58","5.7","1.9","2","65","0","1","45","7","1.00","5","3","+2","+1.03","+1.07","2.8","3.1","-0.3","-0.14","+0.41",
"Caoimhín Kelleher","ieIRL","GK","Liverpool","engPremier League","20","1998","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"Lloyd Kelly","engENG","DF","Bournemouth","engPremier League","20","1998","8","639","80","18.7","7.1","7","90","7","1","9","6","0.88","11","15","-4","-0.56","+0.12","10.9","11.7","-0.7","-0.10","+0.44",
"Martin Kelly","engENG","DF","Crystal Palace","engPremier League","29","1990","19","1,549","82","45.3","17.2","17","87","14","2","34","11","1.47","18","16","+2","+0.12","+1.13","15.5","26.6","-11.0","-0.64","-0.15",
"Kenedy","brBRA","FW,MF","Chelsea","engPremier League","23","1996","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Kenedy","brBRA","MF","Getafe","esLa Liga","23","1996","19","586","31","17.1","6.5","3","74","0","16","23","2","1.58","12","4","+8","+1.23","+1.29","10.3","4.8","+5.5","+0.85","+1.02",
"Jonjoe Kenny","engENG","DF","Schalke 04","deBundesliga","22","1997","31","2,717","88","88.8","30.2","31","88","23","0","","0","1.19","36","49","-13","-0.43","+1.41","33.8","47.6","-13.7","-0.45","-0.43",
"Kaine Kesler-Hayden","engENG","DF,MF","Aston Villa","engPremier League","16","2002","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Franck Kessié","ciCIV","MF","Milan","itSerie A","22","1996","35","2,904","83","84.9","32.3","33","86","25","2","38","2","1.86","57","37","+20","+0.62","+1.14","55.2","38.1","+17.2","+0.53","+0.45",
"Thomas Kessler","deGER","GK","Köln","deBundesliga","33","1986","0","","","","","0","","0","0","","25","","","","","","","","","","","",
"Saîf-Eddine Khaoui","tnTUN","MF,FW","Marseille","frLigue 1","24","1995","7","106","15","4.2","1.2","0","","0","7","14","19","2.00","1","1","0","0.00","-0.45","2.1","2.1","0.0","-0.01","-0.18",
"Wahbi Khazri","tnTUN","FW,MF","Saint-Étienne","frLigue 1","28","1991","16","1,149","72","45.6","12.8","13","82","6","3","27","0","1.31","12","21","-9","-0.70","-0.25","12.8","16.3","-3.5","-0.27","-0.02",
"Rani Khedira","deGER","MF","Augsburg","deBundesliga","25","1994","32","2,649","83","86.6","29.4","32","83","23","0","","1","1.13","38","53","-15","-0.51","+0.15","36.8","46.8","-10.0","-0.34","+0.43",
"Sami Khedira","deGER","MF","Juventus","itSerie A","32","1987","12","681","57","19.9","7.6","9","68","2","3","23","2","2.67","10","5","+5","+0.66","-0.26","11.0","8.4","+2.7","+0.35","-0.42",
"Kiké","esESP","FW","Eibar","esLa Liga","29","1989","27","1,767","65","51.7","19.6","20","81","6","7","21","5","1.11","17","27","-10","-0.51","-0.13","21.7","24.8","-3.1","-0.16","+0.28",
"Luca Kilian","deGER","DF","Paderborn 07","deBundesliga","19","1999","15","1,261","84","41.2","14.0","14","89","13","1","17","5","0.73","16","29","-13","-0.93","+0.27","16.6","28.2","-11.6","-0.83","-0.01",
"Gavin Kilkenny","ieIRL","MF","Bournemouth","engPremier League","19","2000","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Max Kilman","engENG","DF","Wolves","engPremier League","22","1997","3","185","62","5.4","2.1","2","90","2","1","5","30","1.33","1","2","-1","-0.49","-0.82","1.8","2.9","-1.1","-0.53","-1.01",
"Joshua Kimmich","deGER","MF,DF","Bayern Munich","deBundesliga","24","1995","33","2,818","85","92.1","31.3","32","88","28","1","11","0","2.39","90","31","+59","+1.88","-1.46","82.1","32.9","+49.2","+1.57","+0.67",
"Presnel Kimpembe","frFRA","DF","Paris S-G","frLigue 1","23","1995","16","1,225","77","50.4","13.6","14","85","13","2","18","5","2.63","42","12","+30","+2.20","+0.64","39.5","12.8","+26.7","+1.96","+0.14",
"Joshua King","noNOR","FW,MF","Bournemouth","engPremier League","27","1992","26","2,011","77","58.8","22.3","24","82","13","2","24","0","0.96","23","37","-14","-0.63","+0.08","28.5","35.2","-6.7","-0.30","+0.39",
"Nya Kirby","engENG","MF","Crystal Palace","engPremier League","19","2000","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Simon Kjær","dkDEN","DF","Atalanta","itSerie A","30","1989","5","292","58","8.5","3.2","3","83","2","2","22","7","2.20","13","3","+10","+3.08","+1.93","11.0","4.9","+6.0","+1.86","+0.82",
"Simon Kjær","dkDEN","DF","Milan","itSerie A","30","1989","15","1,240","83","36.3","13.8","15","83","12","0","","1","2.53","37","15","+22","+1.60","+1.80","28.5","16.2","+12.4","+0.90","+0.68",
"Davy Klaassen","nlNED","MF","Werder Bremen","deBundesliga","26","1993","33","2,936","89","95.9","32.6","33","89","28","0","","0","0.94","40","65","-25","-0.77","+0.69","37.5","52.5","-15.1","-0.46","+0.21",
"Luis Klatte","deGER","GK","Hertha BSC","deBundesliga","19","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Felix Klaus","deGER","MF,FW","Wolfsburg","deBundesliga","26","1992","23","670","29","21.9","7.4","6","70","0","17","15","8","1.52","7","7","0","0.00","-0.08","11.0","10.4","+0.6","+0.09","-0.26",
"Ragnar Klavan","eeEST","DF","Cagliari","itSerie A","33","1985","31","2,354","76","68.8","26.2","26","88","24","5","11","3","1.16","35","41","-6","-0.23","-0.40","30.7","43.1","-12.3","-0.47","-0.06",
"Tim Kleindienst","deGER","FW","Freiburg","deBundesliga","23","1995","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Niklas Klinger","deGER","GK","Wolfsburg","deBundesliga","23","1995","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Timm Klose","chSUI","DF","Norwich City","engPremier League","31","1988","7","585","84","17.1","6.5","7","84","6","0","","1","0.00","1","13","-12","-1.85","-0.67","3.8","11.2","-7.4","-1.14","-0.43",
"Lukas Klostermann","deGER","DF","RB Leipzig","deBundesliga","23","1996","31","2,643","85","86.4","29.4","31","85","27","0","","2","2.03","77","30","+47","+1.60","+2.25","64.6","31.6","+33.0","+1.12","+1.21",
"Justin Kluivert","nlNED","FW","Roma","itSerie A","20","1999","22","1,514","69","44.3","16.8","19","76","7","3","25","9","1.86","36","21","+15","+0.89","+0.37","30.7","20.1","+10.7","+0.63","+0.01",
"Lukas Klünter","deGER","DF","Hertha BSC","deBundesliga","23","1996","23","1,878","82","61.4","20.9","20","90","20","3","26","10","1.35","29","38","-9","-0.43","-0.28","26.3","32.6","-6.3","-0.30","+0.10",
"Robin Knoche","deGER","DF","Wolfsburg","deBundesliga","27","1992","21","1,594","76","52.1","17.7","17","88","15","4","23","13","1.71","29","19","+10","+0.56","+1.06","26.9","20.0","+7.0","+0.39","+0.22",
"Robin Koch","deGER","DF,MF","Freiburg","deBundesliga","23","1996","32","2,705","85","88.4","30.1","31","87","27","1","17","0","1.50","42","43","-1","-0.03","-0.54","40.4","58.6","-18.2","-0.61","-0.70",
"Giorgi Kochorashvili","geGEO","MF","Levante","esLa Liga","20","1999","1","2","2","0.1","0.0","0","","0","1","2","8","0.00","0","0","0","0.00","+0.16","0.0","0.1","-0.1","-3.68","-3.29",
"Jonathan Kodjia","ciCIV","FW","Aston Villa","engPremier League","29","1989","6","117","20","3.4","1.3","0","","0","6","20","6","0.50","1","6","-5","-3.85","-3.27","1.9","4.3","-2.4","-1.82","-1.25",
"Kenan Kodro","baBIH","FW,MF","Athletic Club","esLa Liga","25","1993","12","364","30","10.6","4.0","4","69","1","8","11","7","1.17","5","6","-1","-0.25","-0.37","4.0","7.6","-3.6","-0.90","-0.79",
"Dominik Kohr","deGER","MF","Eint Frankfurt","deBundesliga","25","1994","26","1,445","56","47.2","16.1","16","75","4","10","25","5","1.50","32","29","+3","+0.19","+0.41","31.2","21.8","+9.4","+0.58","+0.57",
"Ali Koiki","engENG","DF,MF","Burnley","engPremier League","19","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Koba Koindredi","frFRA","MF","Valencia","esLa Liga","17","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Koke","esESP","MF","Atlético Madrid","esLa Liga","27","1992","32","2,698","84","78.9","30.0","30","88","26","2","28","0","1.94","45","20","+25","+0.83","+0.96","47.3","25.5","+21.7","+0.72","+0.39",
"Aleksandar Kolarov","rsSRB","DF","Roma","itSerie A","33","1985","32","2,732","85","79.9","30.4","30","90","30","2","16","5","2.00","64","37","+27","+0.89","+1.02","61.7","35.9","+25.8","+0.85","+1.11",
"Sead Kolašinac","baBIH","DF","Arsenal","engPremier League","26","1993","26","1,701","65","49.7","18.9","19","81","14","7","23","3","1.58","28","26","+2","+0.11","-0.21","25.5","23.1","+2.4","+0.13","+0.69",
