Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Nehuén Paz","arARG","DF","Bologna","itSerie A","26","1993","3","119","40","3.5","1.3","1","90","1","2","15","16","1.67","4","2","+2","+1.51","+1.92","2.1","3.1","-1.0","-0.76","-0.84",
"Nehuén Paz","arARG","DF","Lecce","itSerie A","26","1993","13","844","65","24.7","9.4","10","82","7","3","7","3","1.46","12","20","-8","-0.85","+0.02","16.0","18.5","-2.5","-0.27","+0.72",
"Giampaolo Pazzini","itITA","FW,MF","Hellas Verona","itSerie A","34","1984","15","307","20","9.0","3.4","1","72","0","14","17","13","1.27","8","6","+2","+0.59","+0.76","8.3","6.1","+2.2","+0.64","+0.80",
"Bailey Peacock-Farrell","nirNIR","GK","Burnley","engPremier League","22","1996","0","","","","","0","","0","0","","9","","","","","","","","","","","",
"Mads Pedersen","dkDEN","DF","Augsburg","deBundesliga","22","1996","2","96","48","3.1","1.1","1","90","1","1","6","11","0.00","1","5","-4","-3.75","-3.32","1.0","3.2","-2.3","-2.14","-1.80",
"Alfonso Pedraza","esESP","DF","Betis","esLa Liga","23","1996","21","1,349","64","39.4","15.0","15","79","7","6","27","2","1.10","17","21","-4","-0.27","+0.08","18.4","23.4","-5.0","-0.33","-0.39",
"Marc Pedraza","esESP","MF","Mallorca","esLa Liga","32","1987","3","130","43","3.8","1.4","2","58","0","1","14","14","1.00","0","4","-4","-2.77","-2.19","1.0","2.3","-1.3","-0.87","-0.29",
"Pedro","esESP","FW,MF","Chelsea","engPremier League","32","1987","11","661","60","19.3","7.3","8","81","5","3","5","13","1.36","10","12","-2","-0.27","-0.83","12.9","7.3","+5.6","+0.76","-0.05",
"Pedro","brBRA","FW","Fiorentina","itSerie A","22","1997","4","63","16","1.8","0.7","0","","0","4","16","7","0.25","1","2","-1","-1.43","-1.54","1.6","1.2","+0.4","+0.61","+0.49",
"João Pedro","itITA","FW,MF","Cagliari","itSerie A","27","1992","36","3,151","88","92.1","35.0","35","89","29","1","45","0","1.25","51","49","+2","+0.06","+2.06","39.9","54.3","-14.4","-0.41","+0.52",
"Adrià Pedrosa","esESP","DF,MF","Espanyol","esLa Liga","21","1998","20","1,087","54","31.8","12.1","11","84","8","9","19","13","0.60","11","19","-8","-0.66","+0.22","14.7","15.2","-0.5","-0.04","+0.42",
"Daouda Peeters","beBEL","MF","Juventus","itSerie A","20","1999","1","15","15","0.4","0.2","0","","0","1","15","2","0.00","0","0","0","0.00","-0.87","0.2","0.0","+0.2","+0.95","+0.27",
"Jordan Pefok","usUSA","FW","Rennes","frLigue 1","23","1996","14","440","31","17.5","4.9","4","68","0","10","17","5","1.79","5","3","+2","+0.41","-0.11","4.1","4.3","-0.2","-0.05","-0.36",
"Gianluca Pegolo","itITA","GK","Sassuolo","itSerie A","38","1981","5","450","90","13.2","5.0","5","90","5","0","","27","1.60","7","4","+3","+0.60","+0.51","5.3","6.8","-1.4","-0.29","-0.05",
"Peter Pekarík","skSVK","DF,FW","Hertha BSC","deBundesliga","32","1986","9","769","85","25.1","8.5","9","85","8","0","","6","1.78","16","10","+6","+0.70","+1.37","12.2","13.0","-0.8","-0.10","+0.32",
"Yohann Pelé","frFRA","GK","Marseille","frLigue 1","36","1982","2","150","75","6.0","1.7","1","91","1","1","59","26","2.00","4","2","+2","+1.20","+0.82","3.7","2.0","+1.7","+1.03","+0.92",
"Pietro Pellegri","itITA","FW","Monaco","frLigue 1","18","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Jacopo Pellegrini","itITA","FW","Sassuolo","itSerie A","18","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Lorenzo Pellegrini","itITA","MF","Roma","itSerie A","23","1996","27","2,097","78","61.3","23.3","26","80","12","1","30","0","1.85","48","30","+18","+0.77","+0.23","43.2","31.3","+11.9","+0.51","-0.31",
"Luca Pellegrini","itITA","DF","Cagliari","itSerie A","20","1999","24","1,908","80","55.8","21.2","22","84","15","2","35","3","1.33","34","37","-3","-0.14","-0.08","25.4","30.0","-4.5","-0.21","+0.54",
"Théo Pellenard","frFRA","DF","Angers","frLigue 1","25","1994","8","455","57","18.1","5.1","4","86","3","4","28","9","1.38","4","6","-2","-0.40","-0.26","5.8","3.8","+1.9","+0.38","+0.43",
"Andy Pelmard","mgMAD","DF","Nice","frLigue 1","19","2000","10","766","77","30.4","8.5","8","89","6","2","28","3","1.00","8","14","-6","-0.70","-1.17","8.8","14.0","-5.1","-0.60","-0.45",
"Federico Peluso","itITA","DF","Sassuolo","itSerie A","35","1984","23","1,513","66","44.2","16.8","17","81","13","6","22","14","1.17","31","37","-6","-0.36","-0.92","23.5","28.8","-5.3","-0.32","-0.14",
"Iñaki Peña","esESP","GK","Barcelona","esLa Liga","20","1999","0","","","","","0","","0","0","","16","","","","","","","","","","","",
"Rubén Peña","esESP","DF","Villarreal","esLa Liga","28","1991","26","1,909","73","55.8","21.2","21","87","18","5","16","7","1.62","36","28","+8","+0.38","+0.02","33.9","24.8","+9.1","+0.43","-0.06",
"Adalberto Peñaranda","veVEN","FW,MF","Watford","engPremier League","22","1997","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Philipp Pentke","deGER","GK","Hoffenheim","deBundesliga","34","1985","4","360","90","11.8","4.0","4","90","4","0","","30","1.50","6","4","+2","+0.50","+0.57","6.8","7.8","-1.0","-0.26","-0.17",
"Nicolas Pépé","ciCIV","FW","Arsenal","engPremier League","24","1995","31","2,010","65","58.8","22.3","22","81","11","9","25","6","1.55","38","30","+8","+0.36","+0.36","29.8","34.6","-4.8","-0.21","+0.01",
"Pepín","gqEQG","MF","Parma","itSerie A","22","1996","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Luis Perea","esESP","FW","Osasuna","esLa Liga","21","1997","2","21","11","0.6","0.2","0","","0","2","11","7","2.00","0","0","0","0.00","+0.21","0.2","0.5","-0.3","-1.30","-1.31",
"Andreas Pereira","brBRA","MF,FW","Manchester Utd","engPremier League","23","1996","25","1,484","59","43.4","16.5","18","76","5","7","16","7","1.72","24","16","+8","+0.49","-0.54","25.1","16.9","+8.2","+0.50","-0.26",
"Mathias Pereira Lage","ptPOR","MF","Angers","frLigue 1","22","1996","25","1,542","62","61.2","17.1","17","79","9","8","26","0","1.28","17","24","-7","-0.41","-0.59","19.1","18.2","+0.8","+0.05","+0.04",
"Ricardo Pereira","ptPOR","DF","Leicester City","engPremier League","25","1993","28","2,520","90","73.7","28.0","28","90","28","0","","0","1.79","56","27","+29","+1.04","+1.34","45.9","33.8","+12.2","+0.43","-0.02",
"Gastón Pereiro","uyURU","MF,FW","Cagliari","itSerie A","24","1995","10","348","35","10.2","3.9","4","54","0","6","22","2","0.50","3","9","-6","-1.55","-1.61","3.6","5.5","-1.9","-0.50","-0.05",
"Bruno Peres","brBRA","DF","Roma","itSerie A","29","1990","16","1,056","66","30.9","11.7","12","79","6","4","27","3","2.13","32","15","+17","+1.45","+1.11","26.4","13.5","+12.9","+1.10","+0.68",
"Roberto Pereyra","arARG","FW,MF","Watford","engPremier League","28","1991","28","1,648","59","48.2","18.3","17","78","5","11","29","5","0.89","15","27","-12","-0.66","+0.16","23.0","25.7","-2.7","-0.15","+0.19",
"Ayoze Pérez","esESP","MF,FW","Leicester City","engPremier League","26","1993","33","2,004","61","58.6","22.3","26","72","4","7","19","5","1.55","36","25","+11","+0.49","-0.46","36.3","22.9","+13.4","+0.60","+0.39",
"Carles Pérez","esESP","FW,MF","Roma","itSerie A","21","1998","14","566","40","16.5","6.3","5","75","1","9","21","3","1.79","17","11","+6","+0.95","+0.32","15.1","9.8","+5.3","+0.85","+0.26",
"Carles Pérez","esESP","FW","Barcelona","esLa Liga","21","1998","10","476","48","13.9","5.3","5","77","2","5","18","6","1.90","14","10","+4","+0.76","-0.59","9.6","6.5","+3.1","+0.59","-0.18",
"Iñigo Pérez","esESP","MF","Osasuna","esLa Liga","31","1988","22","1,082","49","31.6","12.0","11","82","8","11","16","6","1.45","13","23","-10","-0.83","-0.91","13.6","15.2","-1.5","-0.13","-0.19",
"Juan Pérez","esESP","GK","Osasuna","esLa Liga","23","1996","2","180","90","5.3","2.0","2","90","2","0","","17","2.00","5","3","+2","+1.00","+1.28","3.4","3.0","+0.4","+0.20","+0.21",
"Kike Pérez","esESP","MF,FW","Valladolid","esLa Liga","22","1997","6","218","36","6.4","2.4","2","87","1","4","11","1","0.83","2","4","-2","-0.83","-0.57","2.0","3.1","-1.1","-0.47","+0.01",
"Lucas Pérez","esESP","FW","Alavés","esLa Liga","30","1988","34","2,496","73","73.0","27.7","29","82","18","5","26","1","1.03","25","45","-20","-0.72","-0.23","30.9","42.3","-11.4","-0.41","+0.28",
"Pablo Pérez","esESP","DF","Sevilla","esLa Liga","17","2001","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Rubén Pérez","esESP","MF","Leganés","esLa Liga","30","1989","26","2,194","84","64.2","24.4","25","86","22","1","36","4","0.92","18","29","-11","-0.45","+0.28","23.2","25.7","-2.5","-0.10","-0.08",
"Samu Pérez","esESP","GK","Valladolid","esLa Liga","22","1997","1","26","26","0.8","0.3","0","","0","1","26","9","0.00","1","1","0","0.00","+0.29","1.3","0.8","+0.5","+1.68","+2.17",
"Mattia Perin","itITA","GK","Genoa","itSerie A","26","1992","21","1,890","90","55.3","21.0","21","90","21","0","","0","1.33","30","38","-8","-0.38","+0.68","28.2","30.8","-2.6","-0.12","+0.39",
"Mattia Perin","itITA","GK","Juventus","itSerie A","26","1992","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Samuele Perisan","itITA","GK","Udinese","itSerie A","21","1997","0","","","","","0","","0","0","","38","","","","","","","","","","","",
"Ivan Perišić","hrCRO","FW,MF","Bayern Munich","deBundesliga","30","1989","22","1,206","55","39.4","13.4","11","80","4","11","30","3","2.59","45","12","+33","+2.46","+0.76","35.7","13.2","+22.5","+1.67","+0.26",
"Diego Perotti","arARG","FW,MF","Roma","itSerie A","31","1988","21","875","42","25.6","9.7","10","69","1","11","17","7","1.76","16","15","+1","+0.10","-0.78","15.2","14.9","+0.4","+0.04","-0.79",
"Romain Perraud","frFRA","DF","Brest","frLigue 1","21","1997","20","1,670","84","66.3","18.6","19","88","18","1","4","5","1.15","20","28","-8","-0.43","-0.96","18.2","32.2","-13.9","-0.75","-0.66",
"Loïc Perrin","frFRA","DF","Saint-Étienne","frLigue 1","33","1985","21","1,714","82","68.0","19.0","20","86","18","1","3","3","1.05","18","29","-11","-0.58","-0.02","22.2","25.9","-3.7","-0.19","+0.22",
"Lucas Perrin","frFRA","DF","Marseille","frLigue 1","20","1998","4","360","90","14.3","4.0","4","90","4","0","","8","1.25","4","4","0","0.00","-0.50","3.8","6.1","-2.3","-0.57","-0.85",
"Taylor Perry","engENG","MF","Wolves","engPremier League","18","2001","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Pavao Pervan","atAUT","GK","Wolfsburg","deBundesliga","31","1987","8","720","90","23.5","8.0","8","90","8","0","","26","1.25","5","8","-3","-0.37","-0.57","10.5","8.9","+1.7","+0.21","-0.11",
"Matteo Pessina","itITA","MF","Hellas Verona","itSerie A","22","1997","35","2,489","71","72.8","27.7","27","85","21","8","25","0","1.29","38","38","0","0.00","+0.39","39.4","39.6","-0.2","-0.01","+0.29",
"Andrea Petagna","itITA","FW","SPAL","itSerie A","24","1995","36","3,032","84","88.7","33.7","33","89","30","3","29","0","0.56","24","62","-38","-1.13","+1.66","36.8","60.4","-23.5","-0.70","+0.33",
"Nils Petersen","deGER","FW,MF","Freiburg","deBundesliga","30","1988","34","2,436","72","79.6","27.1","24","88","21","10","32","0","1.41","39","36","+3","+0.11","+0.40","40.2","51.8","-11.6","-0.43","+0.47",
"Danijel Petković","meMNE","GK","Angers","frLigue 1","26","1993","2","180","90","7.1","2.0","2","90","2","0","","25","1.50","1","1","0","0.00","+0.19","1.5","1.5","0.0","+0.01","-0.03",
"Denis Petrić","rsSRB","GK","Nantes","frLigue 1","31","1988","1","90","90","3.6","1.0","1","90","1","0","","5","0.00","1","2","-1","-1.00","-0.93","2.7","3.6","-0.9","-0.93","-0.92",
"Jacopo Petriccione","itITA","MF","Lecce","itSerie A","24","1995","31","2,138","69","62.5","23.8","24","79","14","7","34","4","0.84","32","48","-16","-0.67","+0.52","34.0","49.8","-15.7","-0.66","+0.40",
"Germán Pezzella","arARG","DF","Fiorentina","itSerie A","28","1991","33","2,830","86","82.7","31.4","33","86","30","0","","1","1.33","46","41","+5","+0.16","+0.46","44.6","42.9","+1.7","+0.05","-0.41",
"Giuseppe Pezzella","itITA","DF","Udinese","itSerie A","21","1997","1","80","80","2.3","0.9","1","80","0","0","","0","3.00","1","0","+1","+1.13","+1.53","0.7","0.6","+0.1","+0.14","+0.46",
"Giuseppe Pezzella","itITA","DF","Parma","itSerie A","21","1997","22","949","43","27.7","10.5","8","85","6","14","19","14","1.14","14","20","-6","-0.57","-0.75","13.1","19.7","-6.6","-0.62","-0.29",
"Immanuel Pherai","srSUR","FW,MF","Dortmund","deBundesliga","18","2001","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Rayan Philippe","frFRA","FW","Dijon","frLigue 1","18","2000","1","30","30","1.2","0.3","0","","0","1","29","1","0.00","0","0","0","0.00","+0.36","0.1","0.1","+0.1","+0.24","+0.53",
"Romain Philippoteaux","frFRA","FW,MF","Nîmes","frLigue 1","31","1988","27","1,994","74","79.1","22.2","23","85","13","4","13","1","1.00","21","32","-11","-0.50","+0.19","24.5","31.9","-7.5","-0.34","+0.20",
"Nathaniel Phillips","engENG","DF","Liverpool","engPremier League","22","1997","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Alexandre Phliponeau","frFRA","MF","Marseille","frLigue 1","19","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Krzysztof Piątek","plPOL","FW","Milan","itSerie A","24","1995","18","1,183","66","34.6","13.1","14","77","7","4","27","3","1.22","9","16","-7","-0.53","-1.50","18.2","13.3","+4.9","+0.37","-0.15",
"Krzysztof Piątek","plPOL","FW","Hertha BSC","deBundesliga","24","1995","15","909","61","29.7","10.1","9","86","5","6","22","0","1.27","16","21","-5","-0.50","-0.24","13.6","18.1","-4.4","-0.44","-0.14",
"Pablo Piatti","arARG","DF,MF","Espanyol","esLa Liga","30","1989","3","56","19","1.6","0.6","0","","0","3","19","1","0.00","1","3","-2","-3.21","-2.44","0.4","1.6","-1.2","-1.94","-1.64",
"Cristiano Piccini","itITA","DF","Valencia","esLa Liga","26","1992","2","75","38","2.2","0.8","1","66","0","1","9","0","0.50","0","2","-2","-2.40","-2.27","1.3","2.0","-0.7","-0.80","-0.48",
"Stefano Piccinini","itITA","DF","Sassuolo","itSerie A","16","2002","1","9","9","0.3","0.1","0","","0","1","9","19","0.00","0","0","0","0.00","-0.16","0.2","0.1","0.0","+0.43","+0.67",
"Roberto Piccoli","itITA","FW","Atalanta","itSerie A","18","2001","1","17","17","0.5","0.2","0","","0","1","17","9","3.00","0","1","-1","-5.29","-6.64","0.4","0.1","+0.4","+2.01","+0.90",
"Jordan Pickford","engENG","GK","Everton","engPremier League","25","1994","38","3,420","90","100.0","38.0","38","90","38","0","","0","1.29","44","56","-12","-0.32","","50.8","48.3","+2.5","+0.07","",
"Jérémy Pied","frFRA","DF","Lille","frLigue 1","30","1989","5","450","90","17.9","5.0","5","90","5","0","","18","1.40","5","5","0","0.00","-0.35","5.9","6.3","-0.4","-0.08","-0.48",
"Roberto Pierno","itITA","DF","Lecce","itSerie A","18","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Christian Pierobon","itITA","MF","Hellas Verona","itSerie A","17","2002","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Ronaël Pierre-Gabriel","frFRA","DF","Mainz 05","deBundesliga","21","1998","8","574","72","18.8","6.4","8","72","3","0","","12","0.50","4","22","-18","-2.82","-2.71","5.8","15.1","-9.3","-1.46","-1.38",
"Balthazar Pierret","frFRA","MF","Nice","frLigue 1","19","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Brandon Pierrick","engENG","MF,FW","Crystal Palace","engPremier League","17","2001","2","15","8","0.4","0.2","0","","0","2","8","15","0.50","1","0","+1","+6.00","+6.53","0.9","0.2","+0.8","+4.59","+5.17",
"Erik Pieters","nlNED","DF,MF","Burnley","engPremier League","30","1988","24","1,878","78","54.9","20.9","21","85","17","3","32","12","1.25","22","35","-13","-0.62","-0.97","25.4","27.0","-1.6","-0.07","-0.03",
"Tomás Pina Isla","esESP","MF","Alavés","esLa Liga","31","1987","20","1,344","67","39.3","14.9","17","77","7","3","13","2","1.10","11","13","-2","-0.13","+0.86","14.7","15.9","-1.3","-0.08","+0.66",
"Andrea Pinamonti","itITA","FW","Genoa","itSerie A","20","1999","32","2,236","70","65.4","24.8","23","84","11","9","35","3","1.13","34","49","-15","-0.60","+0.23","30.5","37.0","-6.6","-0.27","+0.09",
"Simone Pinna","itITA","DF","Cagliari","itSerie A","21","1997","1","90","90","2.6","1.0","1","90","1","0","","14","0.00","0","1","-1","-1.00","-0.92","1.2","1.3","-0.1","-0.10","+0.36",
"Carlo Pinsoglio","itITA","GK","Juventus","itSerie A","29","1990","1","19","19","0.6","0.2","0","","0","1","19","37","0.00","0","0","0","0.00","-0.87","0.5","0.2","+0.3","+1.63","+0.95",
"Pipa","esESP","DF,FW","Espanyol","esLa Liga","21","1998","7","473","68","13.8","5.3","5","88","4","2","18","2","0.43","2","8","-6","-1.14","-0.38","4.4","7.7","-3.4","-0.65","-0.37",
"Gerard Piqué","esESP","DF","Barcelona","esLa Liga","32","1987","35","3,092","88","90.4","34.4","35","88","31","0","","0","2.09","71","36","+35","+1.02","-2.55","57.1","36.4","+20.8","+0.60","-1.39",
"Facundo Píriz","uyURU","MF","Montpellier","frLigue 1","29","1990","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Lorenzo Pirola","itITA","DF","Inter","itSerie A","17","2002","1","12","12","0.4","0.1","0","","0","1","12","12","3.00","0","0","0","0.00","-1.19","0.0","0.0","0.0","-0.03","-0.79",
"Fabio Pisacane","itITA","DF","Cagliari","itSerie A","33","1986","30","2,442","81","71.4","27.1","28","86","22","2","17","5","1.20","41","42","-1","-0.04","+0.24","29.0","41.0","-12.0","-0.44","+0.03",
"Łukasz Piszczek","plPOL","DF","Dortmund","deBundesliga","34","1985","29","2,106","73","68.8","23.4","25","81","18","4","18","4","2.14","57","26","+31","+1.32","+0.19","42.4","27.2","+15.3","+0.65","+0.19",
"Claudio Pizarro","pePER","FW,MF","Werder Bremen","deBundesliga","40","1978","18","234","13","7.6","2.6","0","","0","18","13","8","0.83","2","5","-3","-1.15","-0.39","3.7","4.2","-0.6","-0.21","+0.28",
"Marko Pjaca","hrCRO","FW,MF","Juventus","itSerie A","24","1995","0","","","","","0","","0","0","","6","","","","","","","","","","","",
"Miralem Pjanić","baBIH","MF","Juventus","itSerie A","29","1990","30","2,277","76","66.6","25.3","28","80","18","2","24","4","2.23","53","27","+26","+1.03","+0.48","47.0","31.6","+15.4","+0.61","-0.24",
"Óscar Plano","esESP","MF","Valladolid","esLa Liga","28","1991","36","2,505","70","73.2","27.8","28","84","15","8","20","1","1.17","27","28","-1","-0.04","+0.95","30.5","37.5","-7.1","-0.25","+0.82",
"Marvin Plattenhardt","deGER","DF","Hertha BSC","deBundesliga","27","1992","17","1,396","82","45.6","15.5","17","82","14","0","","12","1.29","23","24","-1","-0.06","+0.48","21.5","26.0","-4.5","-0.29","+0.09",
"Stiven Plaza","ecECU","FW","Valladolid","esLa Liga","20","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Alassane Pléa","frFRA","FW","Gladbach","deBundesliga","26","1993","27","2,143","79","70.0","23.8","25","84","16","2","26","1","1.74","39","27","+12","+0.50","-0.87","46.8","33.3","+13.5","+0.57","-0.67",
"Thomas Pledl","deGER","MF,FW","Düsseldorf","deBundesliga","25","1994","5","91","18","3.0","1.0","0","","0","5","18","11","0.80","0","3","-3","-2.97","-2.12","0.7","3.0","-2.2","-2.20","-1.51",
"Luca Plogmann","deGER","GK","Werder Bremen","deBundesliga","19","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Daniel Podence","ptPOR","FW,MF","Wolves","engPremier League","23","1995","9","289","32","8.5","3.2","3","70","0","6","13","4","1.78","4","0","+4","+1.25","+1.04","5.6","1.8","+3.8","+1.18","+0.83",
"Paul Pogba","frFRA","MF","Manchester Utd","engPremier League","26","1993","16","1,204","75","35.2","13.4","13","85","10","3","33","0","1.88","31","9","+22","+1.64","+1.32","24.8","12.0","+12.7","+0.95","+0.47",
"Joel Pohjanpalo","fiFIN","MF","Leverkusen","deBundesliga","24","1994","1","2","2","0.1","0.0","0","","0","1","2","7","1.00","0","0","0","0.00","-0.50","0.0","0.1","-0.1","-2.66","-2.89",
"Andrea Poli","itITA","MF","Bologna","itSerie A","29","1989","28","1,919","69","56.1","21.3","22","81","9","6","24","5","1.36","29","33","-4","-0.19","+0.35","34.1","29.1","+5.1","+0.24","+0.42",
"Matteo Politano","itITA","FW","Napoli","itSerie A","25","1993","15","743","50","21.7","8.3","9","72","1","6","16","2","1.93","14","9","+5","+0.61","+0.40","12.3","8.8","+3.6","+0.43","-0.02",
"Matteo Politano","itITA","FW,MF","Inter","itSerie A","25","1993","11","259","24","7.6","2.9","2","78","0","9","12","6","2.18","5","4","+1","+0.35","-0.91","5.1","3.6","+1.5","+0.53","-0.25",
"Sebastian Polter","deGER","FW","Union Berlin","deBundesliga","28","1991","13","330","25","10.8","3.7","2","69","0","11","18","13","0.77","10","5","+5","+1.36","+2.09","6.7","6.8","0.0","-0.01","+0.41",
"Marco Pompetti","itITA","MF","Sampdoria","itSerie A","19","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Marin Pongračić","hrCRO","DF","Wolfsburg","deBundesliga","21","1997","11","928","84","30.3","10.3","11","84","9","0","","1","1.55","18","19","-1","-0.10","-0.22","15.6","15.1","+0.5","+0.04","-0.35",
"Pere Pons","esESP","MF","Alavés","esLa Liga","26","1993","30","1,088","36","31.8","12.1","7","82","5","23","22","8","1.13","13","31","-18","-1.49","-1.22","12.0","24.0","-12.0","-0.99","-0.74",
"Nick Pope","engENG","GK","Burnley","engPremier League","27","1992","38","3,420","90","100.0","38.0","38","90","38","0","","0","1.42","43","50","-7","-0.18","","47.4","49.8","-2.4","-0.06","",
"Pedro Porro","esESP","DF,MF","Valladolid","esLa Liga","19","1999","13","739","57","21.6","8.2","7","88","6","6","20","10","0.62","5","17","-12","-1.46","-1.50","7.9","17.3","-9.4","-1.15","-0.86",
"Fabio Porru","itITA","DF","Cagliari","itSerie A","19","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Denis Portanova","itITA","DF","Bologna","itSerie A","18","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Manolo Portanova","itITA","FW,MF","Juventus","itSerie A","19","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Francisco Portillo","esESP","MF","Getafe","esLa Liga","29","1990","16","376","24","11.0","4.2","3","69","1","13","13","12","1.31","5","4","+1","+0.24","+0.09","3.7","5.8","-2.1","-0.49","-0.56",
"Portu","esESP","FW,MF","Real Sociedad","esLa Liga","27","1992","35","2,393","68","70.0","26.6","25","82","13","10","34","1","1.40","46","34","+12","+0.45","+0.80","35.5","29.9","+5.6","+0.21","+0.20",
"Stefan Posch","atAUT","DF","Hoffenheim","deBundesliga","22","1997","28","2,308","82","75.4","25.6","27","85","19","1","12","4","1.50","38","34","+4","+0.16","+0.63","42.9","39.2","+3.7","+0.14","+1.00",
"Sergio Postigo","esESP","DF","Levante","esLa Liga","30","1988","28","2,374","85","69.4","26.4","27","88","25","1","1","5","1.54","36","34","+2","+0.08","+0.76","35.6","43.1","-7.5","-0.28","+0.34",
"Virgiliu Postolachi","mdMDA","FW","Lille","frLigue 1","19","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Florent Poulolo","mqMTQ","DF","Getafe","esLa Liga","22","1997","1","1","1","0.0","0.0","0","","0","1","1","11","1.00","0","0","0","0.00","-0.16","0.1","0.0","0.0","+3.07","+3.07",
"Andreas Poulsen","dkDEN","DF","Gladbach","deBundesliga","19","1999","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Yussuf Poulsen","dkDEN","FW","RB Leipzig","deBundesliga","25","1994","22","1,222","56","39.9","13.6","12","82","8","10","24","2","1.77","42","16","+26","+1.91","+1.03","34.3","16.5","+17.9","+1.32","+0.60",
"Maxime Poundjé","frFRA","DF","Bordeaux","frLigue 1","26","1992","2","4","2","0.2","0.0","0","","0","2","1","13","1.50","0","0","0","0.00","-0.21","0.1","0.1","+0.1","+1.27","+1.51",
"Gaëtan Poussin","frFRA","GK","Bordeaux","frLigue 1","20","1999","0","","","0.0","0.0","0","","0","0","","26","0.00","1","2","-1","","","","","","","",
"Darío Poveda","esESP","MF","Atlético Madrid","esLa Liga","22","1997","1","8","8","0.2","0.1","0","","0","1","8","1","1.00","0","0","0","0.00","-0.63","0.5","0.1","+0.5","+5.32","+4.69",
"Alejandro Pozo Pozo","esESP","DF","Mallorca","esLa Liga","20","1999","19","1,498","79","43.8","16.6","16","89","13","3","27","0","0.95","19","29","-10","-0.60","+0.10","15.7","25.9","-10.2","-0.61","-0.04",
"Alejandro Pozo Pozo","esESP","MF,FW","Sevilla","esLa Liga","20","1999","3","37","12","1.1","0.4","0","","0","3","12","1","1.33","1","2","-1","-2.43","-2.99","0.7","1.5","-0.9","-2.07","-2.55",
"Percy Prado","pePER","DF","Nantes","frLigue 1","23","1996","3","185","62","7.3","2.1","2","91","2","1","4","3","0.33","4","7","-3","-1.46","-1.46","3.3","5.8","-2.4","-1.18","-1.23",
"Dennis Praet","beBEL","MF","Leicester City","engPremier League","25","1994","27","1,134","42","33.2","12.6","12","69","0","15","20","7","1.41","24","17","+7","+0.56","-0.19","20.0","19.2","+0.8","+0.07","-0.56",
"Abdón Prats","esESP","FW","Mallorca","esLa Liga","26","1992","20","279","14","8.2","3.1","0","","0","20","14","10","0.35","1","7","-6","-1.94","-1.39","4.9","6.6","-1.7","-0.56","+0.04",
"Sanjin Prcić","baBIH","MF,FW","Strasbourg","frLigue 1","25","1993","3","78","26","3.2","0.9","1","57","0","2","11","4","0.00","0","2","-2","-2.31","-2.38","0.6","1.2","-0.6","-0.64","-0.74",
"Nicolas de Préville","frFRA","MF,FW","Bordeaux","frLigue 1","28","1991","24","1,995","83","79.2","22.2","23","85","15","1","34","0","1.33","31","29","+2","+0.09","-0.60","25.2","29.3","-4.1","-0.18","+0.24",
"Andrés Prieto","esESP","GK","Espanyol","esLa Liga","25","1993","0","","","0.0","0.0","0","","0","0","","28","3.00","1","0","+1","","","","","","","",
"Sebastian Prödl","atAUT","DF","Watford","engPremier League","32","1987","1","56","56","1.6","0.6","1","56","0","0","","1","1.00","0","0","0","0.00","+0.75","1.3","0.3","+1.0","+1.54","+1.81",
"Kai Pröger","deGER","MF,FW","Paderborn 07","deBundesliga","27","1992","31","2,079","67","67.9","23.1","22","86","15","9","21","3","0.61","29","47","-18","-0.78","+0.96","26.7","43.1","-16.4","-0.71","+0.36",
