Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved
"Nemanja Matić","rsSRB","MF","Lyon","frLigue 1","35","1988","22.3","1569","70","364","972","245","32","1569","13","8","61.5","5","38.5","979","5114","2655","35","35","8","13","21","1165","15",
"Rudy Matondo","frFRA","MF","Auxerre","frLigue 1","16","2008","0.7","29","2","6","18","5","0","29","1","0","0.0","1","100.0","22","109","48","1","0","0","1","0","21","1",
"Chrislain Matsima","frFRA","DF","Augsburg","deBundesliga","22","2002","28.3","1669","229","700","846","138","24","1669","12","7","58.3","4","33.3","910","3558","1731","14","18","2","20","9","989","13",
"Jean Mattéo Bahoya","frFRA","MF,FW","Eint Frankfurt","deBundesliga","19","2005","10.2","475","8","79","208","199","33","475","30","17","56.7","12","40.0","267","1692","796","24","14","10","19","17","293","93",
"Alan Matturro","uyURU","DF","Genoa","itSerie A","19","2004","10.0","458","51","243","170","47","9","458","5","3","60.0","2","40.0","218","1207","646","12","5","1","6","3","260","9",
"Azor Matusiwa","nlNED","MF","Rennes","frLigue 1","26","1998","23.1","1358","74","326","811","231","15","1358","22","17","77.3","4","18.2","619","2681","1157","19","17","3","22","17","818","26",
"Neal Maupay","frFRA","FW","Marseille","frLigue 1","27","1996","11.6","386","2","20","198","174","48","386","14","6","42.9","7","50.0","201","989","397","12","14","7","34","20","300","81",
"Maurides","brBRA","FW","St. Pauli","deBundesliga","30","1994","0.0","2","0","0","0","2","0","2","0","0","","0","","1","1","0","0","0","0","0","0","2","0",
"Stephy Mavididi","engENG","FW","Leicester City","engPremier League","26","1998","17.9","863","23","132","327","421","61","863","95","35","36.8","47","49.5","583","4343","2355","91","40","27","39","35","623","138",
"Konstantinos Mavropanos","grGRE","DF","West Ham","engPremier League","26","1997","22.7","1532","244","806","671","63","24","1532","17","9","52.9","5","29.4","864","4287","2292","17","10","1","12","0","1008","2",
"Christian Mawissa","frFRA","DF","Monaco","frLigue 1","19","2005","16.7","1138","101","436","653","64","6","1138","28","10","35.7","16","57.1","718","3790","1745","13","12","1","18","11","768","10",
"Borja Mayoral","esESP","FW","Getafe","esLa Liga","27","1997","12.4","366","9","27","174","171","40","365","20","6","30.0","10","50.0","209","852","321","10","9","8","23","20","251","43",
"Senny Mayulu","frFRA","MF","Paris S-G","frLigue 1","18","2006","9.0","592","17","75","265","257","40","592","33","15","45.5","17","51.5","341","1753","765","29","19","8","21","21","438","56",
"Noussair Mazraoui","maMAR","DF","Manchester Utd","engPremier League","26","1997","31.5","2139","167","839","976","349","30","2139","48","26","54.2","18","37.5","1172","5481","2884","42","32","3","25","17","1289","58",
"Andrea Mazza","itITA","GK","Monza","itSerie A","20","2004","0.1","7","7","7","0","0","0","7","0","0","","0","","5","22","17","0","0","0","0","0","4","0",
"Luca Mazzitelli","itITA","MF","Como","itSerie A","28","1995","3.7","235","9","56","134","49","10","235","5","4","80.0","1","20.0","132","599","245","2","5","0","3","5","170","14",
"Pasquale Mazzocchi","itITA","DF,FW","Napoli","itSerie A","29","1995","7.8","385","27","118","145","129","10","385","17","10","58.8","4","23.5","206","1290","707","20","13","2","13","11","228","43",
"Samuel Mbangula","beBEL","FW","Juventus","itSerie A","20","2004","7.9","349","6","46","147","159","20","349","27","9","33.3","13","48.1","229","1362","711","25","11","7","13","10","270","44",
"Ethan Mbappé","frFRA","MF,FW","Lille","frLigue 1","17","2006","2.5","177","1","13","64","100","17","177","8","3","37.5","4","50.0","107","618","240","6","4","4","9","5","136","32",
"Kylian Mbappé","frFRA","FW","Real Madrid","esLa Liga","25","1998","32.3","1572","1","35","439","1114","320","1563","187","83","44.4","91","48.7","1065","6987","3808","150","95","96","84","49","1355","386",
"Ibrahim Mbaye","snSEN","FW,MF","Paris S-G","frLigue 1","16","2008","3.8","198","2","23","79","98","16","198","16","5","31.3","11","68.8","161","1031","433","15","10","7","10","11","170","54",
"Bryan Mbeumo","cmCMR","FW","Brentford","engPremier League","24","1999","37.9","1781","62","246","567","998","168","1775","111","52","46.8","47","42.3","1077","6721","3519","130","69","75","106","47","1204","351",
"James Mcatee","engENG","MF,FW","Manchester City","engPremier League","21","2002","3.9","168","2","17","62","90","21","168","7","2","28.6","5","71.4","96","486","211","7","6","1","5","1","122","32",
"Kasey McAteer","ieIRL","FW","Leicester City","engPremier League","22","2001","9.5","379","21","76","141","169","30","379","25","6","24.0","15","60.0","224","1455","575","19","11","9","20","16","243","71",
"Oliver McBurnie","sctSCO","FW","Las Palmas","esLa Liga","28","1996","20.4","605","29","57","307","247","93","605","34","16","47.1","18","52.9","269","958","233","7","4","7","38","21","426","75",
"Alex McCarthy","engENG","GK","Southampton","engPremier League","34","1989","5.0","173","141","173","0","0","0","173","0","0","","0","","100","452","276","0","0","0","0","0","88","0",
"John McGinn","sctSCO","MF,FW","Aston Villa","engPremier League","29","1994","24.7","1072","31","164","558","361","58","1072","47","20","42.6","13","27.7","581","2930","1270","32","17","7","37","29","744","87",
"Scott McKenna","sctSCO","DF","Las Palmas","esLa Liga","27","1996","27.4","1745","272","1035","661","54","23","1745","3","3","100.0","0","0.0","912","4118","2131","11","10","2","8","4","1140","3",
"Weston McKennie","usUSA","MF,DF","Juventus","itSerie A","25","1998","25.7","1350","51","259","593","508","57","1350","34","20","58.8","11","32.4","719","2986","1353","28","31","7","41","26","911","153",
"Mark McKenzie","usUSA","DF","Toulouse","frLigue 1","25","1999","27.7","1648","181","736","849","70","15","1648","9","4","44.4","5","55.6","878","3391","1826","10","9","1","13","7","969","5",
"Dwight McNeil","engENG","MF,FW","Everton","engPremier League","24","1999","15.2","748","6","73","328","368","25","748","45","24","53.3","20","44.4","443","2674","1162","38","34","5","26","33","510","80",
"Scott McTominay","sctSCO","MF","Manchester Utd","engPremier League","27","1996","0.2","14","1","3","8","3","1","14","1","0","0.0","1","100.0","10","68","44","0","0","0","1","1","9","2",
"Scott McTominay","sctSCO","MF","Napoli","itSerie A","27","1996","32.6","1314","52","236","718","384","106","1314","88","39","44.3","35","39.8","726","4108","1993","56","40","15","68","48","944","131",
"Jakov Medić","hrCRO","DF","Bochum","deBundesliga","25","1998","17.8","975","167","552","383","42","22","975","3","2","66.7","1","33.3","498","2209","947","2","0","0","7","3","544","3",
"Facundo Medina","arARG","DF","Lens","frLigue 1","25","1999","28.3","2176","121","706","1150","341","31","2176","27","10","37.0","17","63.0","1328","6893","3678","46","48","2","27","14","1514","42",
"Ben Mee","engENG","DF","Brentford","engPremier League","34","1989","2.0","138","18","66","62","11","3","138","0","0","","0","","78","404","274","3","1","1","0","0","86","2",
"Jayden Meghoma","engENG","DF","Brentford","engPremier League","18","2006","0.1","3","1","2","0","1","0","3","0","0","","0","","1","1","0","0","0","0","0","0","2","0",
"Henrik Meister","dkDEN","FW","Rennes","frLigue 1","20","2003","0.7","31","0","3","15","13","3","31","0","0","","0","","12","97","48","2","1","1","7","2","14","4",
"Bamo Meïté","ciCIV","DF","Montpellier","frLigue 1","22","2001","4.7","210","25","112","85","13","2","210","2","1","50.0","1","50.0","99","405","208","1","2","0","3","3","142","1",
"Bamo Meïté","ciCIV","DF","Marseille","frLigue 1","22","2001","0.3","31","1","22","9","0","0","31","1","0","0.0","1","100.0","21","42","20","0","0","0","0","0","24","0",
"Mohamed Meité","frFRA","FW","Rennes","frLigue 1","16","2007","6.0","155","4","9","66","81","29","155","11","1","9.1","9","81.8","100","440","190","8","5","5","21","17","126","37",
"Mateo Mejía","esESP","FW","Sevilla","esLa Liga","21","2003","0.1","2","0","0","1","1","0","2","1","0","0.0","0","0.0","1","2","0","0","0","0","0","0","1","0",
"Farid El Melali","dzALG","FW","Angers","frLigue 1","27","1997","21.0","842","11","142","287","441","70","842","119","52","43.7","63","52.9","472","3930","1752","62","39","31","64","40","517","113",
"Filippo Melegoni","itITA","MF,FW","Genoa","itSerie A","25","1999","1.0","27","2","12","8","7","1","27","2","1","50.0","1","50.0","13","67","28","0","1","0","3","1","15","2",
"Arthur Melo","brBRA","MF","Girona","esLa Liga","27","1996","10.5","806","31","174","488","150","2","806","14","8","57.1","3","21.4","539","3605","1684","24","18","0","10","9","625","17",
"Nuno Mendes","ptPOR","DF","Paris S-G","frLigue 1","22","2002","18.6","1701","55","375","880","464","42","1701","53","31","58.5","21","39.6","991","4832","3207","58","43","12","28","22","1215","108",
"Brais Méndez","esESP","MF","Real Sociedad","esLa Liga","27","1997","17.0","1020","17","129","527","369","58","1020","50","14","28.0","31","62.0","554","2635","1127","32","17","8","37","34","744","86",
"Antoine Mendy","snSEN","DF","Nice","frLigue 1","20","2004","9.2","595","44","222","323","59","11","595","12","5","41.7","5","41.7","314","1608","871","12","10","1","11","4","365","15",
"Ferland Mendy","frFRA","DF","Real Madrid","esLa Liga","29","1995","11.2","739","30","188","408","149","4","739","6","3","50.0","3","50.0","447","1626","717","12","10","1","10","9","535","40",
"Nampalys Mendy","snSEN","MF","Lens","frLigue 1","32","1992","6.5","357","11","77","222","58","3","357","4","1","25.0","3","75.0","204","808","338","2","5","0","7","9","245","3",
"Nobel Mendy","frFRA","DF","Betis","esLa Liga","19","2004","1.2","71","18","43","28","0","0","71","0","0","","0","","35","131","68","0","0","0","1","0","38","0",
"Gideon Mensah","ghGHA","DF","Auxerre","frLigue 1","26","1998","25.3","1627","95","542","767","338","15","1627","54","29","53.7","23","42.6","880","4696","2499","52","32","7","39","31","888","101",
"Alex Meret","itITA","GK","Napoli","itSerie A","27","1997","33.4","1290","1010","1284","6","0","0","1290","0","0","","0","","775","3529","1930","0","0","0","1","0","769","0",
"Mikel Merino","esESP","MF,FW","Arsenal","engPremier League","28","1996","17.6","783","37","140","330","323","79","783","23","9","39.1","10","43.5","388","1518","747","11","13","4","24","27","504","94",
"Quentin Merlin","frFRA","DF","Marseille","frLigue 1","22","2002","17.7","1296","17","207","566","535","49","1296","19","4","21.1","13","68.4","732","3338","1591","40","30","9","20","9","924","169",
"Víctor Meseguer","esESP","MF","Valladolid","esLa Liga","25","1999","4.6","234","5","59","124","51","11","234","4","1","25.0","3","75.0","100","349","151","2","1","0","7","3","151","22",
"Rafik Messali","frFRA","DF","Toulouse","frLigue 1","21","2003","5.1","298","12","71","132","100","12","298","9","4","44.4","5","55.6","155","897","454","13","7","5","16","12","176","29",
"Junior Messias","brBRA","MF,FW","Genoa","itSerie A","33","1991","9.4","397","23","63","192","151","18","396","44","10","22.7","25","56.8","226","1782","1027","32","26","5","34","5","251","49",
"Connor Metcalfe","auAUS","MF,FW","St. Pauli","deBundesliga","24","1999","4.0","156","10","38","69","52","4","156","6","3","50.0","1","16.7","58","296","165","6","5","2","5","0","80","11",
"Karol Mets","eeEST","DF","St. Pauli","deBundesliga","31","1993","10.0","736","99","360","346","32","8","736","1","0","0.0","1","100.0","343","1424","736","5","6","0","4","0","466","2",
"Thomas Meunier","beBEL","DF","Lille","frLigue 1","32","1991","21.4","1736","71","393","840","514","58","1736","28","14","50.0","13","46.4","899","5120","2521","64","49","5","24","11","1122","148",
"Alexander Meyer","deGER","GK","Dortmund","deBundesliga","33","1991","2.0","87","64","86","1","0","0","87","0","0","","0","","51","295","130","0","0","0","0","0","42","0",
"Shumaira Mheuka","engENG","MF","Chelsea","engPremier League","16","2007","0.0","2","0","0","0","2","1","2","0","0","","0","","1","0","0","0","0","0","0","0","2","0",
"Lucas Michal","frFRA","FW,MF","Monaco","frLigue 1","19","2005","1.3","64","2","7","25","35","6","64","4","1","25.0","2","50.0","38","269","140","4","6","1","1","3","44","11",
"Florian Micheler","atAUT","MF","Hoffenheim","deBundesliga","19","2005","0.4","12","0","2","6","4","0","12","1","1","100.0","0","0.0","11","48","28","1","1","0","0","0","10","1",
"Miguel","esESP","FW","Leganés","esLa Liga","24","1999","19.2","472","26","51","205","222","60","470","36","8","22.2","25","69.4","258","1047","343","14","17","9","72","26","327","90",
"Valentin Mihaila","roROU","FW,MF","Parma","itSerie A","24","2000","14.3","582","5","58","226","311","31","582","27","10","37.0","14","51.9","332","1995","835","25","26","11","29","20","389","72",
"Georges Mikautadze","geGEO","FW","Lyon","frLigue 1","23","2000","16.1","653","9","45","259","357","119","649","59","17","28.8","39","66.1","402","2305","919","37","16","21","49","20","510","140",
"Igor Miladinović","rsSRB","FW,MF","Saint-Étienne","frLigue 1","21","2003","0.3","20","2","7","8","5","0","20","1","0","0.0","1","100.0","10","41","10","0","1","0","1","1","14","1",
"Nikola Milenković","rsSRB","DF","Nott'ham Forest","engPremier League","26","1997","37.0","1412","257","775","552","89","64","1412","1","1","100.0","0","0.0","547","2345","1116","3","3","2","4","2","727","6",
"Lewis Miley","engENG","MF","Newcastle Utd","engPremier League","18","2006","3.5","235","5","44","124","68","6","235","3","1","33.3","1","33.3","112","544","202","2","2","0","8","1","163","8",
"Vanja Milinković-Savić","rsSRB","GK","Torino","itSerie A","27","1997","37.0","1737","1199","1706","32","0","0","1737","0","0","","0","","1112","6083","3843","0","0","0","1","1","889","0",
"Éder Militão","brBRA","DF","Real Madrid","esLa Liga","26","1998","10.4","819","92","395","395","33","13","819","8","5","62.5","3","37.5","533","2738","1593","7","7","0","6","3","603","1",
"Luis Milla","esESP","MF","Getafe","esLa Liga","29","1994","31.9","1802","43","251","1049","524","20","1801","39","21","53.8","14","35.9","799","3920","2139","32","37","4","46","17","890","30",
"Pere Milla","esESP","MF,FW","Espanyol","esLa Liga","31","1992","5.1","239","5","44","107","91","17","239","7","2","28.6","4","57.1","117","536","239","9","5","4","16","6","140","27",
"Enzo Millot","frFRA","MF,FW","Stuttgart","deBundesliga","22","2002","20.5","1397","9","180","760","470","75","1396","67","31","46.3","35","52.2","848","4659","1826","44","34","12","46","36","1067","123",
"James Milner","engENG","MF","Brighton","engPremier League","38","1986","1.9","93","3","13","49","31","4","93","1","1","100.0","0","0.0","47","223","97","1","1","0","0","0","59","10",
"Kim Min-jae","krKOR","DF","Bayern Munich","deBundesliga","27","1996","25.4","2764","161","911","1762","101","14","2764","5","3","60.0","2","40.0","1644","6867","3311","16","23","1","14","5","2098","5",
"Yerry Mina","coCOL","DF","Cagliari","itSerie A","29","1994","28.5","1797","332","1047","686","89","43","1797","8","3","37.5","2","25.0","948","4858","2737","17","11","0","20","13","969","9",
"Takumi Minamino","jpJPN","MF,FW","Monaco","frLigue 1","29","1995","24.8","1016","24","95","451","479","135","1016","40","12","30.0","24","60.0","567","3076","1496","51","28","27","56","23","709","193",
"Lucas Mincarelli","frFRA","DF","Montpellier","frLigue 1","20","2004","7.9","462","35","181","207","77","8","462","5","1","20.0","4","80.0","255","1441","819","15","11","2","5","2","297","16",
"Tyrone Mings","engENG","DF","Aston Villa","engPremier League","31","1993","12.4","794","146","405","346","47","17","794","3","2","66.7","1","33.3","484","2662","1365","7","13","1","3","1","532","1",
"Óscar Mingueza","esESP","MF,DF","Celta Vigo","esLa Liga","25","1999","30.3","2460","63","598","1123","759","42","2460","60","25","41.7","31","51.7","1386","6489","3345","69","62","12","41","14","1692","194",
"Kim Minsu","krKOR","MF,FW","Girona","esLa Liga","18","2006","0.2","18","0","0","8","10","0","18","2","0","0.0","2","100.0","12","62","9","0","0","0","3","1","15","2",
"Yankuba Minteh","gmGAM","FW,MF","Brighton","engPremier League","20","2004","20.4","836","30","135","228","491","146","836","98","46","46.9","43","43.9","481","3573","2105","90","24","67","53","28","511","201",
"Bojan Miovski","mkMKD","FW","Girona","esLa Liga","25","1999","9.7","182","5","20","73","89","29","182","7","3","42.9","2","28.6","88","325","83","4","1","4","17","6","121","33",
"Rafa Mir","esESP","FW,MF","Valencia","esLa Liga","27","1997","8.4","294","12","48","137","111","27","294","14","2","14.3","11","78.6","145","652","266","10","7","0","12","8","203","28",
"Juan Miranda","esESP","DF","Bologna","itSerie A","24","2000","25.3","2080","62","588","848","655","20","2080","20","7","35.0","12","60.0","1047","3726","1792","34","27","4","23","8","1270","88",
"Fabio Miretti","itITA","MF,FW","Genoa","itSerie A","20","2003","18.6","847","15","137","407","316","56","847","73","25","34.2","38","52.1","461","2721","1209","33","22","14","63","36","549","100",
"Tyrick Mitchell","engENG","DF","Crystal Palace","engPremier League","24","1999","34.4","1754","114","622","671","475","43","1754","38","16","42.1","17","44.7","820","3825","1771","63","36","9","38","30","902","171",
"Kaoru Mitoma","jpJPN","FW,MF","Brighton","engPremier League","27","1997","28.9","1375","17","155","468","782","164","1375","131","52","39.7","74","56.5","830","6659","3906","146","82","56","53","23","966","291",
"Maximilian Mittelstädt","deGER","DF","Stuttgart","deBundesliga","27","1997","27.4","2385","106","525","1225","646","32","2385","38","21","55.3","14","36.8","1251","6049","2909","62","52","2","24","8","1541","155",
"Koji Miyoshi","jpJPN","FW,MF","Bochum","deBundesliga","27","1997","5.2","201","3","31","90","85","21","201","14","5","35.7","9","64.3","120","684","303","11","6","3","14","5","124","23",
"Henrikh Mkhitaryan","amARM","MF","Inter","itSerie A","35","1989","26.6","1747","45","259","954","541","44","1747","26","7","26.9","19","73.1","1036","5328","2799","72","56","13","27","15","1301","93",
"Jakub Moder","plPOL","MF","Brighton","engPremier League","25","1999","0.1","27","2","7","12","9","1","27","0","0","","0","","13","93","62","2","3","0","0","0","14","0",
"Rui Modesto","aoANG","DF,MF","Udinese","itSerie A","24","1999","6.8","388","9","76","165","153","14","388","8","3","37.5","5","62.5","166","915","518","16","6","4","9","3","212","43",
"Luka Modrić","hrCRO","MF","Real Madrid","esLa Liga","38","1985","20.3","2124","39","315","1170","659","26","2124","24","14","58.3","9","37.5","1419","7207","3491","62","58","13","23","13","1649","63",
"Max Moerstedt","deGER","FW","Hoffenheim","deBundesliga","18","2006","5.0","159","6","15","62","85","31","159","4","1","25.0","3","75.0","84","310","128","6","2","3","13","11","125","36",
"Terem Moffi","ngNGA","FW","Nice","frLigue 1","25","1999","0.6","17","0","0","5","12","5","17","1","1","100.0","0","0.0","9","51","20","1","0","1","0","1","15","4",
"Mostafa Mohamed","egEGY","FW","Nantes","frLigue 1","26","1997","13.9","452","34","69","177","217","76","452","26","12","46.2","14","53.8","239","1011","438","11","15","2","47","22","285","50",
"Johan Mojica","coCOL","DF","Mallorca","esLa Liga","31","1992","30.6","1949","96","593","818","569","18","1949","89","33","37.1","48","53.9","1024","5088","2228","66","53","5","52","27","1115","142",
"David Mokwa","frFRA","DF,FW","Hoffenheim","deBundesliga","20","2004","0.2","11","0","2","4","5","2","11","1","1","100.0","0","0.0","5","29","9","0","0","0","2","2","5","0",
"Alberto Moleiro","esESP","FW,MF","Las Palmas","esLa Liga","20","2003","30.2","1416","4","153","682","607","102","1416","150","64","42.7","78","52.0","946","5912","3126","97","71","28","76","48","1097","179",
"Nahuel Molina","arARG","DF","Atlético Madrid","esLa Liga","26","1998","17.7","1366","59","420","606","349","24","1366","30","15","50.0","13","43.3","782","3387","1971","35","28","4","21","3","883","96",
"Florent Mollet","frFRA","MF,FW","Nantes","frLigue 1","32","1991","2.7","125","5","19","64","42","5","125","3","2","66.7","1","33.3","85","406","164","3","3","0","2","1","84","12",
"Jon Moncayola","esESP","MF","Osasuna","esLa Liga","26","1998","23.3","1198","37","215","635","356","33","1198","12","4","33.3","7","58.3","571","2284","1070","25","15","6","24","8","727","51",
"Jeremy Monga","engENG","FW,MF","Leicester City","engPremier League","15","2009","1.2","51","1","9","16","27","5","51","7","2","28.6","3","42.9","37","336","157","6","2","3","5","2","32","10",
"Gonzalo Montiel","arARG","DF,MF","Sevilla","esLa Liga","27","1997","1.3","99","9","41","42","16","2","99","1","0","0.0","0","0.0","37","153","90","3","0","0","2","0","57","3",
"Lorenzo Montipò","itITA","GK","Hellas Verona","itSerie A","28","1996","36.0","1170","919","1150","20","0","0","1170","0","0","","0","","508","3248","1873","0","0","0","1","0","412","0",
"Mikey Moore","engENG","FW","Tottenham","engPremier League","16","2007","4.1","142","4","17","43","83","13","142","17","2","11.8","13","76.5","106","781","374","12","6","5","10","7","107","40",
"Álvaro Morata","esESP","FW,MF","Milan","itSerie A","31","1992","12.2","383","6","34","180","170","61","383","17","6","35.3","7","41.2","215","1182","519","18","13","7","24","16","292","63",
"Morato","brBRA","DF","Nott'ham Forest","engPremier League","23","2001","10.1","457","90","270","170","19","2","457","2","2","100.0","0","0.0","164","789","417","1","2","0","6","3","206","1",
"Diego Moreira","beBEL","DF,MF","Strasbourg","frLigue 1","19","2004","28.5","1701","82","408","736","588","81","1701","125","57","45.6","59","47.2","953","5886","3285","99","63","36","65","33","1098","245",
"Alberto Moreno","esESP","DF","Como","itSerie A","32","1992","19.2","1224","58","391","563","283","17","1224","7","3","42.9","3","42.9","722","3027","1350","23","30","4","18","3","805","58",
"Álex Moreno","esESP","DF,MF","Nott'ham Forest","engPremier League","31","1993","10.6","559","60","210","202","158","8","559","21","8","38.1","8","38.1","229","1470","864","26","16","4","13","6","258","34",
"Gerard Moreno","esESP","FW","Villarreal","esLa Liga","32","1992","8.0","404","8","30","183","195","48","401","31","18","58.1","13","41.9","243","1387","601","19","14","9","17","9","324","60",
"Matias Moreno","arARG","DF","Fiorentina","itSerie A","20","2003","1.6","98","8","41","48","10","1","98","3","3","100.0","0","0.0","55","251","145","1","0","0","1","1","55","1",
"Xavier Moreno","esESP","FW","Valladolid","esLa Liga","19","2004","0.5","17","1","5","7","6","2","17","1","0","0.0","1","100.0","8","50","27","1","1","0","0","1","9","5",
"Tete Morente","esESP","FW,MF","Lecce","itSerie A","27","1996","22.5","983","24","146","465","388","40","983","55","30","54.5","22","40.0","560","3477","1689","48","43","6","43","15","643","144",
"Mateu Morey","esESP","DF","Mallorca","esLa Liga","24","2000","8.2","502","38","177","227","101","7","502","17","9","52.9","6","35.3","254","1238","581","17","8","6","8","10","272","32",
"Ilaix Moriba","gnGUI","MF","Celta Vigo","esLa Liga","21","2003","23.7","1305","36","218","740","364","39","1305","49","15","30.6","21","42.9","769","3643","1535","34","36","9","51","25","905","64",
"Manu Morlanes","esESP","MF","Mallorca","esLa Liga","25","1999","14.9","845","32","172","519","163","8","845","8","3","37.5","5","62.5","459","2371","1125","16","23","0","8","10","534","39",
"Nikola Moro","hrCRO","MF","Bologna","itSerie A","26","1998","13.4","923","19","148","579","201","3","923","12","7","58.3","4","33.3","486","2144","968","17","11","0","11","4","592","21",
"Raúl Moro","esESP","MF,FW","Valladolid","esLa Liga","21","2002","26.0","1050","17","124","389","559","108","1050","132","57","43.2","67","50.8","607","5692","2999","112","69","60","47","11","713","190",
"Sam Morsy","egEGY","MF","Ipswich Town","engPremier League","32","1991","30.6","1683","97","498","953","248","6","1683","29","17","58.6","9","31.0","852","4649","2101","22","24","3","17","13","1137","13",
"Gabriel Moscardo","brBRA","MF,DF","Reims","frLigue 1","18","2005","0.9","54","0","14","31","9","2","54","2","1","50.0","1","50.0","29","151","62","1","0","0","3","3","36","3",
"Cristhian Mosquera","esESP","DF","Valencia","esLa Liga","20","2004","36.9","2367","233","1159","1144","74","7","2367","9","5","55.6","4","44.4","1401","7430","4283","35","11","0","18","10","1583","6",
"Daniel Mosquera","coCOL","FW","Hellas Verona","itSerie A","24","1999","15.3","509","12","36","246","236","74","509","25","16","64.0","8","32.0","250","1249","490","17","15","9","43","17","352","83",
"Yerson Mosquera","coCOL","DF","Wolves","engPremier League","23","2001","4.9","294","43","170","115","12","7","294","0","0","","0","","168","683","322","0","1","0","4","1","182","0",
"Dany Mota","ptPOR","FW,MF","Monza","itSerie A","26","1998","23.4","820","24","85","376","368","80","820","39","13","33.3","22","56.4","501","3114","1295","53","29","12","63","29","605","139",
"Yael Mouanga","frFRA","DF","Montpellier","frLigue 1","19","2005","10.5","589","92","316","253","22","4","589","5","5","100.0","0","0.0","337","1862","945","4","5","2","9","3","386","2",
"Aimen Moueffek","frFRA","MF","Saint-Étienne","frLigue 1","23","2001","11.5","554","35","112","301","150","25","554","24","11","45.8","13","54.2","302","1371","635","20","13","4","34","13","350","31",
"Youssoufa Moukoko","deGER","FW,MF","Nice","frLigue 1","19","2004","2.3","75","0","9","30","37","14","75","7","2","28.6","5","71.4","43","202","80","2","1","1","3","4","46","12",
"Steve Mounié","bjBEN","FW,MF","Augsburg","deBundesliga","29","1994","3.9","164","5","14","58","92","36","164","4","1","25.0","3","75.0","86","349","152","8","5","3","12","5","129","27",
"Mason Mount","engENG","MF","Manchester Utd","engPremier League","25","1999","6.9","339","11","45","161","137","31","339","10","1","10.0","8","80.0","215","1067","490","15","11","2","16","9","249","41",
"Santiago Mouriño","uyURU","DF","Alavés","esLa Liga","22","2002","20.5","952","116","465","442","57","14","952","11","4","36.4","5","45.5","442","2624","1513","14","15","0","7","11","440","1",
"Louis Mouton","frFRA","MF","Saint-Étienne","frLigue 1","22","2002","11.6","703","20","153","349","211","24","703","24","12","50.0","12","50.0","366","1633","776","18","9","2","14","13","456","51",
"Divin Mubama","engENG","FW","Manchester City","engPremier League","19","2004","0.3","5","0","0","2","3","1","5","0","0","","0","","2","14","0","0","0","0","0","1","3","0",
"Mykhailo Mudryk","uaUKR","FW","Chelsea","engPremier League","23","2001","1.7","62","3","12","15","38","6","62","8","3","37.5","5","62.5","39","468","227","7","8","0","3","7","42","12",
"Ngal'Ayel Mukau","cdCOD","MF","Lille","frLigue 1","19","2004","13.2","778","19","115","466","201","16","778","17","9","52.9","8","47.1","426","1779","851","19","18","3","18","8","570","43",
"Nordi Mukiele","frFRA","DF","Leverkusen","deBundesliga","26","1997","10.0","725","27","184","407","141","22","725","17","9","52.9","7","41.2","363","1750","992","20","14","6","10","3","441","28",
"Florian Müller","deGER","GK","Freiburg","deBundesliga","26","1997","8.4","337","258","332","5","0","0","337","0","0","","0","","190","1027","552","0","0","0","0","0","164","0",
"Kevin Müller","deGER","GK","Heidenheim","deBundesliga","33","1991","32.7","1393","1157","1372","21","0","0","1393","0","0","","0","","779","3495","1897","0","0","0","2","0","690","0",
"Marius Müller","deGER","GK","Wolfsburg","deBundesliga","31","1993","5.3","231","171","228","3","0","0","231","0","0","","0","","147","695","400","0","0","0","0","0","122","0",
"Thomas Müller","deGER","MF,FW","Bayern Munich","deBundesliga","34","1989","13.6","763","13","46","274","443","103","763","17","8","47.1","8","47.1","386","1527","828","24","19","7","24","20","619","143",
"Abdul Mumin","ghGHA","DF","Rayo Vallecano","esLa Liga","26","1998","22.4","1351","253","874","447","39","13","1351","10","5","50.0","4","40.0","725","3467","1525","12","5","2","16","5","819","6",
"Marshall Munetsi","zwZIM","MF,FW","Wolves","engPremier League","28","1996","12.0","364","21","58","182","128","36","364","11","3","27.3","7","63.6","148","580","215","9","4","4","32","12","182","35",
"Marshall Munetsi","zwZIM","MF","Reims","frLigue 1","28","1996","18.8","594","40","139","271","187","60","594","12","6","50.0","6","50.0","206","666","247","8","7","2","26","5","294","48",
"Rodrigo Muniz","brBRA","FW","Fulham","engPremier League","23","2001","10.7","311","14","27","161","127","55","311","18","6","33.3","9","50.0","157","651","187","6","4","3","47","24","237","31",
"Aihen Muñoz","esESP","DF","Real Sociedad","esLa Liga","26","1997","12.2","763","44","245","349","173","4","763","12","7","58.3","4","33.3","356","1491","703","26","16","3","10","3","404","28",
"Álex Muñoz","esESP","DF","Las Palmas","esLa Liga","30","1994","15.7","974","82","392","418","169","19","974","9","2","22.2","6","66.7","398","1740","1027","15","8","1","10","1","544","53",
"Daniel Muñoz","coCOL","DF","Crystal Palace","engPremier League","28","1996","35.9","2010","119","568","826","637","107","2010","56","21","37.5","33","58.9","806","4046","1797","62","40","18","55","20","956","206",
