Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved 
"Jadon Sancho","engENG","FW","Aston Villa","engPremier League","25-247","2000","1.3","84","3","7","25","53","8","84","5","2","40.0","3","60.0","59","328","192","7","3","2","1","1","65","19",
"Álex Sancris","esESP","FW,MF","Getafe","esLa Liga","28-313","1997","4.3","180","3","21","57","105","7","180","6","2","33.3","3","50.0","102","594","241","12","5","1","11","4","117","29",
"Philipp Sander","deGER","MF,DF","Gladbach","deBundesliga","27-279","1998","7.4","492","39","148","275","75","7","492","3","1","33.3","2","66.7","261","1601","803","7","13","1","5","4","302","13",
"James Sands","usUSA","MF","St. Pauli","deBundesliga","25-144","2000","9.1","504","10","108","279","119","11","504","3","1","33.3","2","66.7","173","595","207","5","3","0","12","6","334","27",
"Ibou Sané","snSEN","FW,MF","Metz","frLigue 1","20-244","2005","3.1","122","4","21","63","41","8","122","8","1","12.5","6","75.0","87","633","330","8","4","2","10","4","93","27",
"Sadibou Sané","snSEN","DF","Metz","frLigue 1","21-170","2004","4.4","367","75","233","131","4","1","367","0","0","","0","","221","1201","539","1","1","0","2","0","262","0",
"Arouna Sangante","snSEN","DF","Le Havre","frLigue 1","23-229","2002","11.7","827","100","363","447","18","10","827","2","1","50.0","1","50.0","531","3491","1872","9","3","0","4","3","579","3",
"Ibrahim Sangaré","ciCIV","MF","Nott'ham Forest","engPremier League","27-360","1997","6.6","396","24","98","238","63","3","396","7","3","42.9","3","42.9","181","745","402","5","7","0","10","3","247","3",
"Mamadou Sangare","mlMLI","MF","Lens","frLigue 1","23-154","2002","10.6","670","16","159","385","137","14","670","25","12","48.0","10","40.0","278","1279","618","9","12","2","19","12","419","23",
"Nhoa Sangui","frFRA","DF","Paris FC","frLigue 1","19-273","2006","3.7","237","11","65","111","61","2","237","6","1","16.7","4","66.7","103","506","329","9","5","0","4","1","152","20",
"Maroan Sannadi","maMAR","FW","Athletic Club","esLa Liga","24-299","2001","2.9","102","2","12","41","52","11","102","4","1","25.0","3","75.0","56","257","87","2","3","0","16","3","83","17",
"Kaishu Sano","jpJPN","MF","Mainz 05","deBundesliga","24-332","2000","11.0","566","25","114","322","141","21","566","16","11","68.8","4","25.0","257","1391","661","15","11","3","23","7","282","26",
"Morgan Sanson","frFRA","MF","Nice","frLigue 1","31-101","1994","2.6","90","1","20","46","26","4","90","5","3","60.0","2","40.0","64","409","222","3","5","0","6","3","71","5",
"Baptiste Santamaria","frFRA","MF","Valencia","esLa Liga","30-263","1995","7.2","432","32","118","259","59","5","432","13","5","38.5","6","46.2","239","1213","553","8","7","1","12","5","285","5",
"Yago Santiago","esESP","MF","Elche","esLa Liga","22-226","2003","0.2","18","0","0","9","9","1","18","1","0","0.0","1","100.0","13","32","14","1","1","0","0","0","15","4",
"Yellu Santiago","esESP","MF","Hellas Verona","itSerie A","21-186","2004","0.1","12","0","4","4","4","1","12","1","1","100.0","0","0.0","3","13","11","1","0","1","0","0","4","0",
"Andrey Santos","brBRA","MF","Chelsea","engPremier League","21-208","2004","3.6","205","8","49","126","32","9","205","3","1","33.3","2","66.7","101","428","198","4","2","0","3","1","121","10",
"Kauã Santos","brBRA","GK","Eint Frankfurt","deBundesliga","22-230","2003","4.0","174","153","171","3","0","0","174","0","0","","0","","109","428","225","0","0","0","0","0","104","0",
"Tiago Santos","ptPOR","DF","Lille","frLigue 1","23-127","2002","1.2","64","2","12","27","26","2","64","3","0","0.0","3","100.0","41","267","142","6","3","1","6","1","41","9",
"Alejo Sarco","arARG","FW","Leverkusen","deBundesliga","19-325","2006","0.4","12","0","0","2","11","2","12","1","1","100.0","0","0.0","5","24","7","0","0","0","0","1","12","2",
"Jeremy Sarmiento","ecECU","MF,FW","Cremonese","itSerie A","23-164","2002","1.6","90","0","11","55","30","1","90","8","5","62.5","3","37.5","56","491","281","8","9","0","9","5","51","3",
"Amin Sarr","seSWE","FW","Hellas Verona","itSerie A","24-261","2001","3.6","149","4","19","63","69","10","149","10","1","10.0","7","70.0","70","436","171","8","6","2","11","7","92","21",
"Ismaila Sarr","snSEN","MF,FW","Crystal Palace","engPremier League","27-275","1998","9.8","299","22","51","131","125","31","299","17","5","29.4","7","41.2","169","1210","724","26","18","8","21","20","211","47",
"Malang Sarr","frFRA","DF","Lens","frLigue 1","26-308","1999","12.0","761","113","400","321","45","9","761","3","2","66.7","1","33.3","363","1374","764","5","6","0","5","1","466","1",
"Mamadou Sarr","snSEN","DF","Strasbourg","frLigue 1","20-090","2005","10.0","735","86","369","358","15","2","735","6","4","66.7","2","33.3","485","2188","1024","6","1","0","6","4","516","2",
"Martin Satriano","uyURU","FW","Lyon","frLigue 1","24-280","2001","4.9","153","3","16","63","75","21","153","10","4","40.0","6","60.0","68","372","103","3","2","0","10","5","98","18",
"Mario Sauer","skSVK","MF","Toulouse","frLigue 1","21-196","2004","5.2","220","8","35","124","64","9","220","3","2","66.7","1","33.3","98","504","302","7","5","1","8","1","119","12",
"Razvan Sava","roROU","GK","Udinese","itSerie A","23-159","2002","6.0","182","142","181","1","0","0","182","0","0","","0","","97","441","283","0","0","0","1","0","83","0",
"Sávio","brBRA","MF,FW","Manchester City","engPremier League","21-231","2004","4.5","274","3","28","75","175","32","274","24","6","25.0","13","54.2","185","1333","717","32","16","14","15","5","210","44",
"Nicolò Savona","itITA","DF,MF","Nott'ham Forest","engPremier League","22-253","2003","5.8","298","25","112","105","83","8","298","4","1","25.0","2","50.0","139","487","192","7","5","1","6","1","146","25",
"Joe Scally","usUSA","DF","Gladbach","deBundesliga","22-331","2002","9.0","479","31","158","226","101","12","479","11","5","45.5","6","54.5","227","1129","474","14","13","2","13","8","279","43",
"Giorgio Scalvini","itITA","DF","Atalanta","itSerie A","21-351","2003","3.2","259","21","105","118","37","9","259","5","2","40.0","3","60.0","158","576","356","2","4","0","3","1","177","8",
"Gianluca Scamacca","itITA","FW","Atalanta","itSerie A","26-330","1999","3.4","129","1","1","64","67","22","129","8","6","75.0","2","25.0","72","284","67","1","4","0","12","5","110","29",
"Oliver Scarles","engENG","DF,MF","West Ham","engPremier League","19-350","2005","0.8","34","3","13","12","9","0","34","2","0","0.0","2","100.0","13","61","19","0","0","0","0","0","15","2",
"Kevin Schade","deGER","FW","Brentford","engPremier League","24-000","2001","11.2","343","21","67","136","150","47","342","33","8","24.2","21","63.6","158","1198","529","21","13","14","31","19","208","37",
"András Schäfer","huHUN","MF","Union Berlin","deBundesliga","26-228","1999","4.4","193","12","40","97","56","4","193","8","2","25.0","6","75.0","58","160","67","1","2","0","15","3","74","9",
"Fabian Schär","chSUI","DF","Newcastle Utd","engPremier League","33-342","1991","5.7","423","51","215","185","25","5","423","0","0","","0","","267","958","537","5","1","0","4","1","289","3",
"Derry Scherhant","deGER","FW,MF","Freiburg","deBundesliga","23-017","2002","4.2","160","4","25","48","91","17","160","20","5","25.0","13","65.0","82","672","333","10","12","4","11","7","95","31",
"Patrik Schick","czCZE","FW","Leverkusen","deBundesliga","29-307","1996","6.9","202","11","24","81","98","24","200","6","2","33.3","4","66.7","73","225","75","2","3","1","21","3","138","23",
"Stefan Schimmer","deGER","FW","Heidenheim","deBundesliga","31-213","1994","2.7","89","6","11","29","49","13","89","3","1","33.3","1","33.3","40","143","43","2","1","0","6","2","62","10",
"Xaver Schlager","atAUT","MF","RB Leipzig","deBundesliga","28-060","1997","3.0","198","10","36","122","43","5","198","4","4","100.0","0","0.0","117","743","373","12","6","1","5","2","139","5",
"Keven Schlotterbeck","deGER","DF","Augsburg","deBundesliga","28-213","1997","6.4","425","43","171","218","38","8","425","3","2","66.7","1","33.3","211","802","380","2","3","0","5","2","259","16",
"Nico Schlotterbeck","deGER","DF","Dortmund","deBundesliga","25-361","1999","7.0","583","65","223","308","58","7","583","8","4","50.0","3","37.5","340","1676","875","9","6","1","3","2","375","3",
"Romano Schmid","atAUT","MF,FW","Werder Bremen","deBundesliga","25-304","2000","10.6","622","6","56","269","307","25","619","23","7","30.4","14","60.9","352","1880","1030","24","29","2","19","19","441","66",
"Isaac Schmidt","chSUI","DF,MF","Werder Bremen","deBundesliga","25-355","1999","1.4","118","5","37","45","38","4","118","4","2","50.0","2","50.0","49","275","136","7","3","2","8","2","61","12",
"Joël Schmied","chSUI","DF","Köln","deBundesliga","27-065","1998","8.8","443","33","176","218","50","7","443","0","0","","0","","223","1001","320","4","5","0","8","0","289","10",
"Jan Schöppner","deGER","MF","Heidenheim","deBundesliga","26-168","1999","8.9","360","34","109","168","90","16","360","15","7","46.7","8","53.3","167","899","380","9","9","2","8","9","211","27",
"Marvin Schwäbe","deGER","GK","Köln","deBundesliga","30-216","1995","11.0","561","402","544","17","0","0","561","0","0","","0","","287","1250","774","0","0","0","1","0","295","0",
"Léo Scienza","brBRA","MF,FW","Heidenheim","deBundesliga","27-075","1998","2.0","74","0","8","32","35","5","74","10","3","30.0","6","60.0","56","444","242","11","4","2","6","2","53","10",
"Alex Scott","engENG","MF","Bournemouth","engPremier League","22-098","2003","8.6","537","26","102","280","161","11","537","21","7","33.3","10","47.6","296","1663","716","18","15","4","15","8","342","23",
"Sebastian Sebulonsen","noNOR","DF","Köln","deBundesliga","25-304","2000","9.0","398","32","135","123","146","21","398","12","5","41.7","7","58.3","155","817","428","10","7","4","15","3","178","43",
"Jenson Seelt","nlNED","DF","Sunderland","engPremier League","22-188","2003","1.5","125","16","47","73","6","0","125","0","0","","0","","88","524","358","2","1","0","0","1","85","0",
"Jenson Seelt","nlNED","DF","Wolfsburg","deBundesliga","22-188","2003","3.6","207","45","104","99","5","2","207","4","2","50.0","1","25.0","114","461","182","1","0","0","3","1","126","0",
"Alidu Seidu","ghGHA","DF","Rennes","frLigue 1","25-176","2000","4.8","397","18","99","236","67","2","397","9","5","55.6","3","33.3","260","1547","808","11","8","0","6","7","259","16",
"Nicolas Seiwald","atAUT","MF","RB Leipzig","deBundesliga","24-207","2001","10.1","510","43","189","272","52","10","510","4","3","75.0","0","0.0","270","1143","454","3","4","1","9","3","308","7",
"Ayumu Seko","jpJPN","MF","Le Havre","frLigue 1","25-173","2000","12.2","530","36","161","296","74","8","530","2","1","50.0","1","50.0","253","1117","434","2","7","0","10","1","311","9",
"Matz Sels","beBEL","GK","Nott'ham Forest","engPremier League","33-274","1992","12.0","382","296","373","9","0","0","382","0","0","","0","","202","1033","529","0","0","0","0","0","161","0",
"Antoine Semenyo","ghGHA","FW,MF","Bournemouth","engPremier League","25-324","2000","11.0","486","11","65","183","257","40","484","50","21","42.0","25","50.0","275","2113","1144","35","20","11","31","19","301","62",
"Adrian Šemper","hrCRO","GK","Pisa","itSerie A","27-319","1998","12.0","431","378","429","2","0","0","431","0","0","","0","","254","1337","860","0","0","0","0","0","215","0",
"Marvin Senaya","tgTOG","DF","Auxerre","frLigue 1","24-303","2001","11.5","628","31","232","278","127","10","628","14","2","14.3","11","78.6","321","1464","676","17","9","2","11","3","342","23",
"Marcos Senesi","arARG","DF","Bournemouth","engPremier League","28-201","1997","11.9","948","133","423","462","67","12","948","1","1","100.0","0","0.0","579","2951","1995","7","10","0","8","4","609","4",
"Suat Serdar","deGER","MF","Hellas Verona","itSerie A","28-230","1997","8.4","354","14","73","177","107","18","354","14","8","57.1","3","21.4","196","993","489","15","6","3","11","6","201","8",
"Nicolás Serrano","esESP","FW","Athletic Club","esLa Liga","22-267","2003","1.4","91","1","5","30","57","7","91","7","2","28.6","4","57.1","52","309","132","6","5","2","3","2","66","20",
"Benjamin Šeško","siSVN","FW","Manchester Utd","engPremier League","22-180","2003","6.9","192","8","19","100","76","24","192","10","2","20.0","8","80.0","85","301","128","4","3","3","11","8","131","25",
"Ryan Sessegnon","engENG","DF","Fulham","engPremier League","25-193","2000","10.3","623","46","229","236","162","31","623","12","4","33.3","8","66.7","288","1550","734","22","16","8","18","9","322","51",
"Stephan El Shaarawy","itITA","MF,FW","Roma","itSerie A","33-031","1992","1.9","110","2","10","45","57","8","110","4","1","25.0","2","50.0","67","512","322","12","9","2","3","2","82","15",
"Luke Shaw","engENG","DF","Manchester Utd","engPremier League","30-138","1995","11.4","772","63","284","395","96","4","772","6","1","16.7","5","83.3","433","2192","1336","16","18","0","3","3","488","11",
"Kwasi Sibo","ghGHA","MF","Oviedo","esLa Liga","27-156","1998","3.6","166","12","77","78","13","0","166","3","2","66.7","1","33.3","87","330","107","0","2","0","3","7","101","0",
"Djibril Sidibé","frFRA","DF,MF","Toulouse","frLigue 1","33-121","1992","8.3","433","22","116","208","114","11","432","3","2","66.7","1","33.3","219","967","572","10","7","0","10","1","262","45",
"Armindo Sieb","deGER","FW,MF","Mainz 05","deBundesliga","22-283","2003","3.4","130","1","9","44","80","23","130","7","4","57.1","2","28.6","69","459","237","10","10","6","15","12","85","25",
"Jamil Siebert","deGER","DF","Lecce","itSerie A","23-239","2002","0.9","47","14","30","17","0","0","47","0","0","","0","","27","63","8","0","0","0","0","1","28","0",
"Francisco Sierralta","clCHI","DF","Auxerre","frLigue 1","28-205","1997","9.6","511","60","255","233","26","19","511","2","2","100.0","0","0.0","277","1112","412","1","1","0","3","0","319","2",
"Tim Siersleben","deGER","DF","Heidenheim","deBundesliga","25-263","2000","8.0","470","67","252","193","27","5","470","0","0","","0","","231","1226","796","8","3","1","7","3","285","9",
"André Silva","ptPOR","FW","Elche","esLa Liga","30-021","1995","7.7","295","8","17","142","137","38","295","18","10","55.6","5","27.8","176","858","419","16","7","4","29","13","226","44",
"Bernardo Silva","ptPOR","MF","Manchester City","engPremier League","31-109","1994","8.0","537","22","126","269","145","12","537","11","2","18.2","8","72.7","346","1929","826","12","15","3","12","10","388","32",
"Caio Henrique Oliveira Silva","brBRA","DF","Monaco","frLigue 1","28-119","1997","7.6","548","24","122","282","147","6","548","7","2","28.6","5","71.4","277","1275","711","9","11","0","3","3","348","30",
"Fábio Silva","ptPOR","FW,MF","Dortmund","deBundesliga","23-131","2002","0.4","25","0","0","6","19","4","25","3","2","66.7","1","33.3","19","94","44","1","2","0","1","3","23","10",
"Jota Silva","ptPOR","FW","Nott'ham Forest","engPremier League","26-118","1999","0.1","7","0","2","1","4","2","7","0","0","","0","","2","3","2","0","0","0","1","0","4","1",
"Marco Silvestri","itITA","GK","Cremonese","itSerie A","34-270","1991","4.0","169","160","169","0","0","0","169","0","0","","0","","80","321","189","0","0","0","0","0","69","0",
"Abdallah Sima","snSEN","MF","Lens","frLigue 1","24-163","2001","1.6","76","1","15","31","32","7","76","2","0","0.0","2","100.0","30","235","96","4","3","2","7","0","48","10",
"Giovanni Simeone","arARG","FW","Torino","itSerie A","30-145","1995","8.3","266","10","18","130","123","38","266","24","12","50.0","9","37.5","166","844","261","11","4","6","31","20","200","49",
"Giuliano Simeone","arARG","MF,FW","Atlético Madrid","esLa Liga","22-344","2002","9.9","552","10","88","199","271","59","552","36","14","38.9","17","47.2","339","1749","866","34","18","16","28","9","398","99",
"Moses Simon","ngNGA","FW,MF","Paris FC","frLigue 1","30-138","1995","10.4","349","1","33","107","216","39","349","31","11","35.5","19","61.3","229","1773","1001","48","19","17","19","25","264","103",
"Unai Simón","esESP","GK","Athletic Club","esLa Liga","28-169","1997","13.0","470","332","460","11","0","0","470","0","0","","0","","243","1296","771","0","0","0","1","0","217","0",
"Xavi Simons","nlNED","MF,FW","Tottenham","engPremier League","22-220","2003","6.4","370","7","54","169","157","9","370","30","8","26.7","15","50.0","196","1498","736","26","21","5","22","13","232","28",
"Xavi Simons","nlNED","MF","RB Leipzig","deBundesliga","22-220","2003","1.0","49","3","18","22","11","1","49","4","2","50.0","2","50.0","31","196","98","3","0","0","3","0","33","3",
"Danel Sinani","luLUX","MF,FW","St. Pauli","deBundesliga","28-236","1997","8.7","600","4","40","310","256","26","599","15","7","46.7","7","46.7","268","1272","566","13","11","4","19","13","423","55",
"Lassine Sinayoko","mlMLI","FW,MF","Auxerre","frLigue 1","25-354","1999","12.0","408","6","33","171","209","47","406","33","15","45.5","17","51.5","248","1160","464","16","11","5","28","22","297","79",
"Antonio Sivera","esESP","GK","Alavés","esLa Liga","29-108","1996","13.0","387","308","385","2","0","0","387","0","0","","0","","167","962","623","0","0","0","0","0","128","0",
"Telli Siwe","frFRA","DF","Auxerre","frLigue 1","20-348","2004","2.5","97","14","48","44","7","1","97","4","1","25.0","3","75.0","52","162","57","2","1","0","2","2","53","0",
"Tim Skarke","deGER","MF,DF","Union Berlin","deBundesliga","29-081","1996","3.7","140","6","24","60","59","11","140","4","1","25.0","3","75.0","76","363","115","7","5","3","8","4","80","24",
"Ellyes Skhiri","tnTUN","MF","Eint Frankfurt","deBundesliga","30-201","1995","4.8","327","19","97","188","43","4","327","2","1","50.0","0","0.0","156","626","275","1","3","0","4","2","215","3",
"Leo Skiri Østigård","noNOR","DF","Genoa","itSerie A","25-364","1999","9.5","677","81","396","255","26","15","677","0","0","","0","","359","1592","700","0","1","0","4","1","421","1",
"Łukasz Skorupski","plPOL","GK","Bologna","itSerie A","34-206","1991","9.1","440","289","438","2","0","0","440","0","0","","0","","265","1129","731","0","0","0","0","0","262","0",
"Andreas Skov Olsen","dkDEN","FW","Wolfsburg","deBundesliga","25-333","1999","4.0","167","9","36","58","73","11","167","4","3","75.0","1","25.0","102","505","251","8","4","3","5","1","126","25",
"Robert Skov","dkDEN","DF","Union Berlin","deBundesliga","29-191","1996","2.4","109","5","31","46","32","2","109","3","3","100.0","0","0.0","56","335","183","8","3","1","5","2","52","1",
"Adam Smith","engENG","DF","Bournemouth","engPremier League","34-212","1991","2.4","111","6","26","61","24","3","111","1","0","0.0","0","0.0","33","121","61","1","2","1","5","0","57","2",
"Eric Smith","seSWE","DF","St. Pauli","deBundesliga","28-323","1997","11.0","858","65","336","468","58","4","858","7","6","85.7","1","14.3","419","1974","1013","7","9","1","8","2","577","7",
"Emile Smith Rowe","engENG","MF","Fulham","engPremier League","25-122","2000","2.8","192","2","22","80","90","14","192","7","1","14.3","6","85.7","112","513","287","8","6","4","5","2","143","17",
"Ivan Smolčić","hrCRO","DF","Como","itSerie A","25-102","2000","7.2","486","25","140","269","78","8","486","0","0","","0","","222","731","378","4","3","0","2","1","279","20",
"Simon Sohm","chSUI","MF","Fiorentina","itSerie A","24-230","2001","5.4","260","6","55","166","43","6","260","10","6","60.0","3","30.0","163","793","456","13","5","0","9","4","188","16",
"Alex Sola","esESP","FW","Getafe","esLa Liga","26-171","1999","0.1","7","0","0","5","2","0","7","4","0","0.0","2","50.0","4","11","7","0","0","0","1","0","3","1",
"Dominic Solanke","engENG","FW","Tottenham","engPremier League","28-074","1997","0.4","11","1","3","2","6","4","11","0","0","","0","","5","15","1","0","0","0","2","0","6","2",
"Carlos Soler","esESP","MF","Real Sociedad","esLa Liga","28-329","1997","6.0","315","4","49","167","100","11","315","8","5","62.5","2","25.0","186","955","534","13","10","1","4","7","219","14",
"Julio Soler","arARG","FW","Bournemouth","engPremier League","20-284","2005","0.0","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0",
"Oumar Solet","frFRA","DF","Udinese","itSerie A","25-293","2000","11.7","858","123","368","412","87","9","858","20","9","45.0","6","30.0","511","2986","1585","16","19","2","8","4","542","6",
"Jhon Solis","coCOL","MF","Girona","esLa Liga","21-055","2004","3.7","177","7","51","99","29","2","177","11","3","27.3","7","63.6","115","660","245","3","3","0","5","3","121","3",
"Manor Solomon","ilISR","MF","Villarreal","esLa Liga","26-126","1999","1.4","71","0","13","13","45","2","71","10","6","60.0","4","40.0","44","273","106","4","2","0","7","2","40","11",
"Yann Sommer","chSUI","GK","Inter","itSerie A","36-345","1988","10.0","390","274","381","9","0","0","390","0","0","","0","","240","987","648","0","0","0","0","0","257","0",
"Oliver Sonne","pePER","DF,FW","Burnley","engPremier League","25-017","2000","1.2","38","0","13","8","17","2","38","2","1","50.0","1","50.0","13","31","12","0","0","0","0","0","17","3",
"David Soria","esESP","GK","Getafe","esLa Liga","32-237","1993","13.0","409","288","400","9","0","0","409","0","0","","0","","151","915","622","0","0","0","0","0","117","0",
"Borna Sosa","hrCRO","DF","Crystal Palace","engPremier League","27-310","1998","0.0","5","1","1","3","2","0","5","0","0","","0","","2","39","32","0","0","0","0","0","1","0",
"Hugo Sotelo","esESP","MF","Celta Vigo","esLa Liga","21-343","2003","7.9","614","24","129","370","119","2","614","1","0","0.0","1","100.0","331","1659","836","12","8","1","6","5","433","6",
"Florian Sotoca","frFRA","MF,FW","Lens","frLigue 1","35-033","1990","0.6","43","0","8","21","14","2","43","1","1","100.0","0","0.0","23","99","49","2","1","0","2","1","34","1",
"Riccardo Sottil","itITA","FW","Lecce","itSerie A","26-177","1999","3.6","139","0","10","44","89","5","139","18","3","16.7","11","61.1","99","822","392","13","10","3","10","2","104","29",
"Tomáš Souček","czCZE","MF,FW","West Ham","engPremier League","30-273","1995","5.2","254","29","81","127","46","10","254","3","0","0.0","3","100.0","98","319","135","1","2","0","10","0","141","8",
"Matìas Soulé","arARG","MF,FW","Roma","itSerie A","22-226","2003","9.6","542","10","33","246","273","33","542","45","14","31.1","21","46.7","357","2415","1168","42","36","12","20","17","417","79",
"Aboubaka Soumahoro","frFRA","DF","Hamburger SV","deBundesliga","20-296","2005","0.5","27","6","14","11","2","0","27","0","0","","0","","19","73","17","0","0","0","1","0","19","0",
"Sambou Soumano","snSEN","FW","Lorient","frLigue 1","24-328","2001","5.0","141","6","13","75","54","21","140","5","3","60.0","2","40.0","75","395","160","7","0","3","13","12","95","22",
"Issa Soumaré","snSEN","FW,MF","Le Havre","frLigue 1","25-048","2000","13.0","471","21","63","193","221","44","470","30","12","40.0","17","56.7","270","1762","728","32","15","10","43","21","346","88",
"Vinicius Souza","brBRA","MF","Wolfsburg","deBundesliga","26-163","1999","8.7","421","60","157","202","63","4","421","6","1","16.7","4","66.7","181","778","346","3","6","0","10","3","213","7",
"Djibril Sow","chSUI","MF","Sevilla","esLa Liga","28-294","1997","6.9","326","4","62","190","76","8","326","7","1","14.3","4","57.1","204","1072","458","10","10","2","9","4","237","10",
"Djed Spence","engENG","DF","Tottenham","engPremier League","25-110","2000","9.3","540","30","154","255","136","8","540","24","7","29.2","15","62.5","312","2022","1044","30","19","4","11","13","353","39",
"Leonardo Spinazzola","itITA","DF,MF","Napoli","itSerie A","32-247","1993","5.9","376","14","75","168","137","21","376","16","5","31.3","8","50.0","219","1534","825","24","14","7","13","4","255","27",
"Anton Stach","deGER","MF","Leeds United","engPremier League","27-012","1998","9.1","502","19","90","257","160","20","502","19","6","31.6","10","52.6","245","1282","591","14","14","4","7","7","312","23",
"Jens Stage","dkDEN","MF","Werder Bremen","deBundesliga","29-019","1996","8.2","417","27","144","196","80","23","417","10","6","60.0","3","30.0","202","858","309","2","3","1","5","4","268","14",
"Benjamin Stambouli","frFRA","MF","Metz","frLigue 1","35-106","1990","5.9","325","24","129","173","25","6","325","6","4","66.7","2","33.3","193","684","319","2","5","0","8","4","231","2",
"Nicolae Stanciu","roROU","MF,FW","Genoa","itSerie A","32-204","1993","1.9","110","2","14","55","42","5","110","2","1","50.0","1","50.0","64","339","149","3","3","0","3","2","68","8",
"Otto Stange","deGER","MF","Hamburger SV","deBundesliga","18-291","2007","0.2","7","0","1","1","5","2","7","0","0","","0","","2","8","6","1","0","1","2","0","2","2",
"Josip Stanišić","hrCRO","DF","Bayern Munich","deBundesliga","25-239","2000","5.1","372","28","87","184","102","12","372","1","0","0.0","1","100.0","220","939","448","9","10","2","7","1","257","22",
"Carl Starfelt","seSWE","DF","Celta Vigo","esLa Liga","30-179","1995","4.7","353","75","178","167","8","2","353","1","0","0.0","1","100.0","191","549","237","0","0","0","2","2","248","0",
"Niklas Stark","deGER","DF","Werder Bremen","deBundesliga","30-227","1995","1.6","104","18","48","55","1","0","104","0","0","","0","","63","356","197","0","0","0","1","0","64","0",
"Orri Steinn Óskarsson","isISL","FW","Real Sociedad","esLa Liga","21-090","2004","1.3","30","3","3","13","14","6","30","1","1","100.0","0","0.0","16","41","20","0","0","0","3","1","21","9",
"Calvin Stengs","nlNED","MF","Pisa","itSerie A","26-344","1998","0.1","23","0","0","11","12","0","23","0","0","","0","","17","118","79","4","1","0","0","2","17","1",
"Pascal Stenzel","deGER","DF","Stuttgart","deBundesliga","29-252","1996","0.7","51","1","11","23","18","2","51","0","0","","0","","31","120","53","0","2","0","0","0","31","7",
"Angelo Stiller","deGER","MF","Stuttgart","deBundesliga","24-237","2001","9.6","852","24","137","509","213","18","851","11","8","72.7","3","27.3","443","1959","1049","21","14","2","6","3","594","22",
"Kevin Stöger","atAUT","MF","Gladbach","deBundesliga","32-092","1993","4.6","276","0","33","144","101","9","275","8","2","25.0","6","75.0","114","560","226","6","7","0","3","4","178","28",
"John Stones","engENG","DF","Manchester City","engPremier League","31-183","1994","3.6","274","32","129","124","24","1","274","2","2","100.0","0","0.0","175","955","460","3","3","0","2","1","204","4",
"Jørgen Strand Larsen","noNOR","FW","Wolves","engPremier League","25-294","2000","8.9","237","14","21","118","98","40","236","8","4","50.0","3","37.5","118","403","162","4","3","2","24","9","180","32",
"Pascal Struijk","nlNED","DF","Leeds United","engPremier League","26-108","1999","9.1","681","75","312","337","32","14","681","0","0","","0","","398","1779","1024","3","0","0","4","5","477","3",
"Cristhian Stuani","uyURU","FW","Girona","esLa Liga","39-046","1986","2.3","51","4","10","26","15","7","48","1","1","100.0","0","0.0","16","49","4","0","0","0","4","1","27","3",
"Nikola Štulić","rsSRB","FW","Lecce","itSerie A","24-080","2001","7.7","209","7","17","90","105","26","209","8","2","25.0","3","37.5","91","291","109","3","7","0","19","5","140","34",
"Denis Suárez","esESP","MF","Alavés","esLa Liga","31-325","1994","5.5","415","8","79","242","99","7","415","20","9","45.0","9","45.0","225","1214","652","11","12","0","7","10","299","10",
"Gabriel Suazo","clCHI","DF,MF","Sevilla","esLa Liga","28-110","1997","10.3","731","26","217","306","216","17","731","15","7","46.7","6","40.0","318","1366","651","14","10","1","16","11","381","55",
"Luka Sučić","hrCRO","MF","Real Sociedad","esLa Liga","23-080","2002","1.5","84","1","9","44","33","3","84","4","2","50.0","2","50.0","51","331","174","4","5","0","2","2","55","5",
"Petar Sucic","hrCRO","MF","Inter","itSerie A","22-033","2003","7.0","417","9","67","205","148","18","417","13","7","53.8","6","46.2","250","1476","823","20","13","2","10","6","325","43",
"Yukinari Sugawara","jpJPN","DF","Werder Bremen","deBundesliga","25-152","2000","9.8","659","38","203","279","178","21","659","9","3","33.3","6","66.7","335","1616","872","20","14","4","11","2","419","60",
"Pavel Šulc","czCZE","FW,MF","Lyon","frLigue 1","24-333","2000","6.0","216","3","29","94","93","24","216","11","5","45.5","5","45.5","112","575","296","12","8","6","23","7","145","23",
"Niklas Süle","deGER","DF","Dortmund","deBundesliga","30-085","1995","0.5","18","0","6","9","3","0","18","0","0","","0","","16","69","15","0","0","0","0","1","14","0",
"Ibrahim Sulemana","ghGHA","MF","Bologna","itSerie A","22-189","2003","0.1","9","0","0","8","1","0","9","1","1","100.0","0","0.0","4","11","1","0","0","0","0","0","4","0",
"Kamaldeen Sulemana","ghGHA","MF","Atalanta","itSerie A","23-285","2002","5.4","218","4","24","99","105","23","218","32","10","31.3","18","56.3","156","1093","548","19","13","7","12","8","172","45",
