Player,Nation,Position,Club,Leauge,Age,YearBorn,90s,SCA,SCA90,scLivePass,scDeadPass,scTake-on,scShots,scFouls,scDefense,GCA,GCA90,gcLivePass,gcDeadPass,gcTake-on,gcShots,gcFouls,gcDefense,Matches
"Yacine Bammou","maMAR","FW,MF","Caen","frLigue 1","26","1991","10.3","19","1.85","17","0","1","1","0","0","1","0.10","1","0","0","0","0","0",
"Éver Banega","arARG","MF","Sevilla","esLa Liga","30","1988","29.6","136","4.59","99","24","5","3","3","2","11","0.37","9","2","0","0","0","0",
"Mattia Bani","itITA","DF","Chievo","itSerie A","24","1993","29.0","14","0.48","12","0","0","1","0","1","0","0.00","0","0","0","0","0","0",
"Léo Baptistão","brBRA","FW,MF","Espanyol","esLa Liga","25","1992","13.7","40","2.92","26","0","4","6","2","2","2","0.15","2","0","0","0","0","0",
"Antonín Barák","czCZE","MF,FW","Udinese","itSerie A","23","1994","3.7","5","1.37","4","1","0","0","0","0","1","0.27","0","1","0","0","0","0",
"Federico Barba","itITA","DF","Chievo","itSerie A","24","1993","27.6","25","0.91","19","2","1","2","0","1","1","0.04","1","0","0","0","0","0",
"Danilo Barbosa","brBRA","MF","Nice","frLigue 1","22","1996","17.2","41","2.38","23","0","5","4","7","2","1","0.06","0","0","0","0","1","0",
"Enis Bardhi","mkMKD","MF","Levante","esLa Liga","23","1995","31.5","84","2.67","63","6","6","4","4","1","9","0.29","7","1","1","0","0","0",
"Francesco Bardi","itITA","GK","Frosinone","itSerie A","26","1992","3.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Phil Bardsley","sctSCO","DF","Burnley","engPremier League","33","1985","18.6","20","1.08","16","2","1","0","1","0","0","0.00","0","0","0","0","0","0",
"Nicolò Barella","itITA","MF","Cagliari","itSerie A","21","1997","34.5","114","3.30","89","7","3","5","7","3","9","0.26","7","0","0","1","0","1",
"Philipp Bargfrede","deGER","MF,DF","Werder Bremen","deBundesliga","29","1989","12.0","13","1.08","13","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Antonino Barillà","itITA","MF","Parma","itSerie A","30","1988","29.1","47","1.62","35","2","1","2","4","3","4","0.14","3","0","1","0","0","0",
"Ross Barkley","engENG","MF","Chelsea","engPremier League","24","1993","13.8","55","3.98","43","0","3","4","2","3","9","0.65","7","0","0","1","0","1",
"Aymen Barkok","maMAR","MF","Düsseldorf","deBundesliga","20","1998","5.7","7","1.23","7","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ashley Barnes","engENG","FW","Burnley","engPremier League","28","1989","26.5","51","1.92","30","0","0","9","11","1","6","0.23","2","0","0","3","1","0",
"Harvey Barnes","engENG","MF,FW","Leicester City","engPremier League","20","1997","11.2","50","4.48","36","0","9","5","0","0","4","0.36","2","0","1","1","0","0",
"Antonio Barragán","esESP","DF,FW","Betis","esLa Liga","31","1987","10.4","12","1.16","12","0","0","0","0","0","1","0.10","1","0","0","0","0","0",
"Antonio Barreca","itITA","DF","Newcastle Utd","engPremier League","23","1995","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Antonio Barreca","itITA","DF","Monaco","frLigue 1","23","1995","6.6","10","1.52","7","3","0","0","0","0","1","0.15","1","0","0","0","0","0",
"Leandro Barreiro Martins","luLUX","MF","Mainz 05","deBundesliga","18","2000","1.0","2","2.00","1","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Ander Barrenetxea","esESP","FW,MF","Real Sociedad","esLa Liga","16","2001","4.4","15","3.39","11","0","3","0","0","1","2","0.45","2","0","0","0","0","0",
"Édgar Barreto","pyPAR","MF","Sampdoria","itSerie A","34","1984","8.7","18","2.06","16","2","0","0","0","0","3","0.34","3","0","0","0","0","0",
"Musa Barrow","gmGAM","FW","Atalanta","itSerie A","19","1998","6.7","33","4.94","25","2","1","4","1","0","3","0.45","3","0","0","0","0","0",
"Fin Bartels","deGER","MF,FW","Werder Bremen","deBundesliga","31","1987","0.3","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marc Bartra","esESP","DF","Betis","esLa Liga","27","1991","32.5","22","0.68","20","0","0","2","0","0","0","0.00","0","0","0","0","0","0",
"Andrea Barzagli","itITA","DF","Juventus","itSerie A","37","1981","2.9","1","0.35","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Daniele Baselli","itITA","MF","Torino","itSerie A","26","1992","26.4","84","3.18","54","20","6","2","0","2","6","0.23","6","0","0","0","0","0",
"Toma Bašić","hrCRO","MF","Bordeaux","frLigue 1","21","1996","14.8","35","2.36","21","10","0","1","3","0","2","0.14","1","1","0","0","0","0",
"Thomas Basila","frFRA","DF","Nantes","frLigue 1","19","1999","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Borja Bastón","esESP","FW","Alavés","esLa Liga","25","1992","16.0","20","1.25","14","0","2","3","1","0","1","0.06","1","0","0","0","0","0",
"Alessandro Bastoni","itITA","DF","Parma","itSerie A","19","1999","18.8","4","0.21","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Bastos","aoANG","DF","Lazio","itSerie A","27","1991","12.7","9","0.71","7","0","2","0","0","0","0","0.00","0","0","0","0","0","0",
"Michy Batshuayi","beBEL","FW","Crystal Palace","engPremier League","24","1993","8.3","21","2.52","10","0","4","6","1","0","3","0.36","1","0","0","2","0","0",
"Michy Batshuayi","beBEL","FW","Valencia","esLa Liga","24","1993","5.9","15","2.56","11","0","0","4","0","0","0","0.00","0","0","0","0","0","0",
"Robert Bauer","deGER","DF","Nürnberg","deBundesliga","23","1995","19.1","30","1.57","17","10","0","0","2","1","0","0.00","0","0","0","0","0","0",
"Oliver Baumann","deGER","GK","Hoffenheim","deBundesliga","28","1990","33.0","6","0.18","4","2","0","0","0","0","2","0.06","2","0","0","0","0","0",
"Timo Baumgartl","deGER","DF","Stuttgart","deBundesliga","22","1996","18.0","9","0.50","7","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Julian Baumgartlinger","atAUT","MF","Leverkusen","deBundesliga","30","1988","17.3","35","2.02","33","1","0","1","0","0","3","0.17","3","0","0","0","0","0",
"Christoph Baumgartner","atAUT","MF","Hoffenheim","deBundesliga","18","1999","0.9","6","6.35","1","0","3","0","2","0","3","3.18","1","0","1","0","1","0",
"Jon Bautista","esESP","FW","Real Sociedad","esLa Liga","23","1995","6.6","8","1.21","4","0","2","1","1","0","2","0.30","1","0","0","0","1","0",
"Paul Baysse","frFRA","DF","Bordeaux","frLigue 1","30","1988","0.8","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Paul Baysse","frFRA","DF","Caen","frLigue 1","30","1988","19.9","14","0.70","12","1","0","1","0","0","1","0.05","1","0","0","0","0","0",
"Noah Joel Sarenren Bazee","ngNGA","FW,MF","Hannover 96","deBundesliga","21","1996","1.7","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Claudio Beauvue","gpGLP","FW,MF","Caen","frLigue 1","30","1988","16.7","26","1.56","15","1","3","3","4","0","4","0.24","0","0","2","1","1","0",
"Bebé","cvCPV","FW,MF","Rayo Vallecano","esLa Liga","28","1990","14.5","43","2.97","23","5","7","6","2","0","4","0.28","1","1","1","0","1","0",
"Bebé","cvCPV","MF","Eibar","esLa Liga","28","1990","0.7","2","2.90","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ihlas Bebou","tgTOG","MF,FW","Hannover 96","deBundesliga","24","1994","11.8","51","4.31","31","3","8","4","3","2","8","0.68","5","0","2","0","1","0",
"Uffe Bech","dkDEN","FW","Hannover 96","deBundesliga","25","1993","0.2","2","9.47","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Andreas Beck","deGER","DF","Stuttgart","deBundesliga","31","1987","19.7","33","1.67","26","3","1","0","2","1","4","0.20","4","0","0","0","0","0",
"Jan Bednarek","plPOL","DF","Southampton","engPremier League","22","1996","23.9","18","0.75","13","2","0","3","0","0","2","0.08","2","0","0","0","0","0",
"Andrea Beghetto","itITA","DF","Frosinone","itSerie A","23","1994","24.7","81","3.27","63","14","1","1","1","1","8","0.32","5","2","1","0","0","0",
"Asmir Begović","baBIH","GK","Bournemouth","engPremier League","31","1987","24.0","1","0.04","0","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Valon Behrami","chSUI","MF","Udinese","itSerie A","33","1985","15.1","16","1.06","14","0","0","2","0","0","1","0.07","1","0","0","0","0","0",
"Hanno Behrens","deGER","MF","Nürnberg","deBundesliga","28","1990","29.3","61","2.08","48","0","1","9","2","1","4","0.14","2","0","0","2","0","0",
"Ishak Belfodil","dzALG","FW,MF","Hoffenheim","deBundesliga","26","1992","20.7","77","3.72","45","1","16","10","5","0","9","0.43","3","0","2","3","1","0",
"Stefan Bell","deGER","DF","Mainz 05","deBundesliga","26","1991","25.0","46","1.84","40","1","2","2","1","0","2","0.08","2","0","0","0","0","0",
"Karim Bellarabi","deGER","FW","Leverkusen","deBundesliga","28","1990","11.7","45","3.84","37","0","2","4","1","1","6","0.51","5","0","0","1","0","0",
"Héctor Bellerín","esESP","DF","Arsenal","engPremier League","23","1995","17.0","37","2.17","32","0","2","3","0","0","9","0.53","8","0","0","1","0","0",
"Nicky Beloko","chSUI","FW,MF","Fiorentina","itSerie A","18","2000","0.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Andrea Belotti","itITA","FW","Torino","itSerie A","24","1993","36.7","96","2.62","67","0","3","13","13","0","7","0.19","4","0","0","1","2","0",
"Fran Beltrán","esESP","MF","Celta Vigo","esLa Liga","19","1999","16.9","31","1.84","29","0","0","0","2","0","0","0.00","0","0","0","0","0","0",
"Hatem Ben Arfa","frFRA","FW,MF","Rennes","frLigue 1","31","1987","22.6","104","4.60","59","11","16","5","13","0","5","0.22","3","2","0","0","0","0",
"Wissam Ben Yedder","frFRA","FW","Sevilla","esLa Liga","27","1990","31.2","94","3.01","75","0","7","9","3","0","21","0.67","14","0","3","3","1","0",
"Diego Benaglio","chSUI","GK","Monaco","frLigue 1","34","1983","22.9","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marco Benassi","itITA","MF","Fiorentina","itSerie A","23","1994","25.4","66","2.60","55","0","2","7","0","2","5","0.20","4","0","0","1","0","0",
"Medhi Benatia","maMAR","DF","Juventus","itSerie A","31","1987","5.0","1","0.20","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Lars Bender","deGER","MF,DF","Leverkusen","deBundesliga","29","1989","15.1","30","1.99","23","4","0","2","1","0","5","0.33","5","0","0","0","0","0",
"Sven Bender","deGER","DF","Leverkusen","deBundesliga","29","1989","22.1","14","0.63","11","0","0","3","0","0","0","0.00","0","0","0","0","0","0",
"László Bénes","skSVK","MF,FW","Gladbach","deBundesliga","20","1997","0.3","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Nicolas Benezet","frFRA","MF,FW","Guingamp","frLigue 1","27","1991","18.5","82","4.43","47","18","3","6","6","2","4","0.22","1","2","0","1","0","0",
"Walter Benítez","arARG","GK","Nice","frLigue 1","25","1993","35.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ismaël Bennacer","dzALG","MF","Empoli","itSerie A","20","1997","32.9","74","2.25","54","15","2","0","3","0","11","0.33","8","2","1","0","0","0",
"Joe Bennett","engENG","DF","Cardiff City","engPremier League","28","1990","29.3","34","1.16","29","1","0","1","3","0","2","0.07","1","0","0","0","1","0",
"Ryan Bennett","engENG","DF","Wolves","engPremier League","28","1990","34.0","26","0.76","19","4","0","2","0","1","0","0.00","0","0","0","0","0","0",
"Yassine Benrahou","frFRA","MF,FW","Bordeaux","frLigue 1","19","1999","2.0","5","2.54","3","1","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Ramy Bensebaini","dzALG","DF","Rennes","frLigue 1","23","1995","23.9","35","1.46","24","2","1","0","7","1","2","0.08","2","0","0","0","0","0",
"Nabil Bentaleb","dzALG","MF","Schalke 04","deBundesliga","23","1994","19.9","45","2.26","26","9","0","3","5","2","2","0.10","1","0","0","1","0","0",
"Rodrigo Bentancur","uyURU","MF","Juventus","itSerie A","21","1997","22.3","54","2.43","49","0","1","2","0","2","9","0.40","9","0","0","0","0","0",
"Christian Benteke","beBEL","FW","Crystal Palace","engPremier League","27","1990","9.0","16","1.77","13","0","1","1","1","0","2","0.22","1","0","0","0","1","0",
"Karim Benzema","frFRA","FW","Real Madrid","esLa Liga","30","1987","32.8","117","3.57","86","1","10","15","5","0","13","0.40","8","0","0","4","1","0",
"Yassine Benzia","dzALG","MF","Lille","frLigue 1","23","1994","1.8","11","6.19","9","0","0","1","1","0","3","1.69","3","0","0","0","0","0",
"Domenico Berardi","itITA","FW,MF","Sassuolo","itSerie A","23","1994","31.9","144","4.51","96","13","12","11","9","3","13","0.41","8","3","0","1","1","0",
"Yuri Berchiche","esESP","DF,FW","Athletic Club","esLa Liga","28","1990","34.7","49","1.41","35","3","0","3","7","1","6","0.17","6","0","0","0","0","0",
"Álex Berenguer","esESP","MF,DF","Torino","itSerie A","23","1995","16.5","72","4.36","45","12","7","2","6","0","8","0.48","4","2","0","0","2","0",
"Bartosz Bereszyński","plPOL","DF","Sampdoria","itSerie A","26","1992","24.4","33","1.35","31","1","0","0","1","0","4","0.16","4","0","0","0","0","0",
"Jóhann Berg Guðmundsson","isISL","MF","Burnley","engPremier League","27","1990","19.5","71","3.65","40","17","1","8","5","0","9","0.46","6","1","0","2","0","0",
"Markel Bergara","esESP","MF","Getafe","esLa Liga","32","1986","0.6","1","1.70","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Robert Berić","siSVN","FW","Saint-Étienne","frLigue 1","27","1991","13.1","26","1.99","17","1","2","4","2","0","3","0.23","1","1","0","0","1","0",
"Etrit Berisha","alALB","GK","Atalanta","itSerie A","29","1989","18.0","1","0.06","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Valon Berisha","xkKVX","MF,FW","Lazio","itSerie A","25","1993","2.2","7","3.18","5","1","0","0","1","0","1","0.45","0","0","0","0","1","0",
"Bernard","brBRA","FW,MF","Everton","engPremier League","25","1992","23.5","84","3.57","63","1","10","2","6","2","13","0.55","9","0","3","1","0","0",
"Federico Bernardeschi","itITA","MF,FW","Juventus","itSerie A","24","1994","16.4","86","5.25","52","15","6","8","5","0","5","0.31","3","2","0","0","0","0",
"Bernardo","brBRA","DF","Brighton","engPremier League","23","1995","19.5","28","1.44","20","2","1","1","4","0","1","0.05","1","0","0","0","0","0",
"Paul Bernardoni","frFRA","GK","Nîmes","frLigue 1","21","1997","38.0","6","0.16","6","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Juan Bernat","esESP","DF,MF","Paris S-G","frLigue 1","25","1993","20.4","46","2.25","41","4","0","0","1","0","4","0.20","4","0","0","0","0","0",
"Antoine Bernede","frFRA","MF","Paris S-G","frLigue 1","19","1999","1.9","3","1.60","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Dimitry Bertaud","cdCOD","GK","Montpellier","frLigue 1","20","1998","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ryan Bertrand","engENG","DF","Southampton","engPremier League","28","1989","24.0","53","2.21","36","11","0","1","4","1","6","0.25","4","2","0","0","0","0",
"Daniel Bessa","itITA","MF","Genoa","itSerie A","25","1993","27.1","88","3.25","68","10","2","3","2","3","7","0.26","4","1","0","1","1","0",
"Marcus Bettinelli","engENG","GK","Fulham","engPremier League","26","1992","7.0","3","0.43","1","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jordan Beyer","deGER","DF","Gladbach","deBundesliga","18","2000","8.0","8","1.00","6","0","1","1","0","0","2","0.25","2","0","0","0","0","0",
"Jonathan Biabiany","frFRA","FW","Parma","itSerie A","30","1988","11.9","24","2.02","17","1","3","0","3","0","0","0.00","0","0","0","0","0","0",
"Giulian Biancone","frFRA","DF","Monaco","frLigue 1","18","2000","1.0","2","2.00","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ermin Bičakčić","baBIH","DF","Hoffenheim","deBundesliga","28","1990","19.9","19","0.96","18","0","0","1","0","0","5","0.25","5","0","0","0","0","0",
"Pedro Bigas","esESP","DF","Eibar","esLa Liga","27","1990","6.5","4","0.62","4","0","0","0","0","0","1","0.15","1","0","0","0","0","0",
"Lucas Biglia","arARG","MF","Milan","itSerie A","32","1986","12.4","27","2.18","21","2","0","1","1","2","2","0.16","2","0","0","0","0","0",
"Philip Billing","dkDEN","MF","Huddersfield","engPremier League","22","1996","24.3","68","2.80","39","12","2","9","4","2","3","0.12","2","1","0","0","0","0",
"Cristiano Biraghi","itITA","DF","Fiorentina","itSerie A","25","1992","35.5","100","2.82","72","23","1","3","0","1","7","0.20","6","0","1","0","0","0",
"Davide Biraschi","itITA","DF","Genoa","itSerie A","24","1994","31.6","43","1.36","25","3","4","1","6","4","4","0.13","4","0","0","0","0","0",
"Valter Birsa","siSVN","MF,FW","Cagliari","itSerie A","31","1986","3.9","14","3.58","5","6","1","1","0","1","0","0.00","0","0","0","0","0","0",
"Valter Birsa","siSVN","MF,FW","Chievo","itSerie A","31","1986","12.2","49","4.01","33","10","3","2","1","0","4","0.33","3","1","0","0","0","0",
"Yves Bissouma","mlMLI","MF","Brighton","engPremier League","21","1996","19.7","54","2.74","35","1","10","2","6","0","2","0.10","1","0","0","0","1","0",
"Leonardo Bittencourt","deGER","MF","Hoffenheim","deBundesliga","24","1993","11.9","53","4.46","37","6","0","4","5","1","6","0.51","5","0","0","1","0","0",
"Alejandro Blanco","esESP","FW,MF","Alavés","esLa Liga","19","1998","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Rubén Blanco","esESP","GK","Celta Vigo","esLa Liga","23","1995","25.0","3","0.12","2","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ludovic Blas","frFRA","MF,FW","Guingamp","frLigue 1","20","1997","26.4","56","2.12","44","0","4","4","2","2","10","0.38","9","0","0","1","0","0",
"Pablo de Blasis","arARG","DF,MF","Eibar","esLa Liga","30","1988","16.9","46","2.72","40","3","1","0","1","1","1","0.06","1","0","0","0","0","0",
"Pablo de Blasis","arARG","FW","Mainz 05","deBundesliga","30","1988","1.0","1","1.00","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Alexis Blin","frFRA","MF","Amiens","frLigue 1","21","1996","22.1","25","1.13","22","0","0","0","1","2","2","0.09","2","0","0","0","0","0",
"Danny Blum","deGER","MF","Eint Frankfurt","deBundesliga","27","1991","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Emmanuel Boateng","ghGHA","FW","Levante","esLa Liga","22","1996","7.8","18","2.32","8","0","1","3","5","1","3","0.39","1","0","0","1","1","0",
"Jérôme Boateng","deGER","DF","Bayern Munich","deBundesliga","29","1988","18.8","30","1.59","27","0","1","2","0","0","5","0.27","5","0","0","0","0","0",
"Kevin-Prince Boateng","ghGHA","FW","Sassuolo","itSerie A","31","1987","10.4","29","2.78","26","0","0","1","2","0","4","0.38","3","0","0","1","0","0",
"Kevin-Prince Boateng","ghGHA","FW","Barcelona","esLa Liga","31","1987","2.7","3","1.13","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Antonin Bobichon","frFRA","MF","Nîmes","frLigue 1","22","1995","23.9","65","2.72","43","10","3","7","1","1","4","0.17","0","2","0","1","1","0",
"Yann Bodiger","frFRA","MF","Toulouse","frLigue 1","23","1995","0.1","1","6.92","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Mathieu Bodmer","frFRA","MF,FW","Amiens","frLigue 1","35","1982","11.9","28","2.35","24","0","0","1","2","1","2","0.17","1","0","0","1","0","0",
