Name,Value,Fee,From,Direction
"Youssef Aït Bennasser","€3.00m","End of loanJun 30, 2017","AS Nancy","Left"
"Benjamin Mendy","€13.00m","€57.50m","Man City","Joined"
"Bernardo Silva","€40.00m","€50.00m","Man City","Joined"
"Tiemoué Bakayoko","€16.00m","€40.00m","Chelsea","Joined"
"Guido Carrillo","€6.00m","€22.00m","Southampton","Joined"
"Allan Saint-Maximin","€3.00m","€10.00m","Nice","Joined"
"Valère Germain","€10.00m","€8.00m","Marseille","Joined"
"Abdou Diallo","€1.00m","€5.00m","Mainz","Joined"
"Nabil Dirar","€2.00m","€3.50m","Fenerbahçe","Joined"
"Corentin Jean","€2.50m","€3.50m","Toulouse","Joined"
"Jonathan Mexique","€350k","loan transfer","Tours FC","Joined"
"Irvin Cardona","-","loan transfer","Cercle Brugge","Joined"
"Youssef Aït Bennasser","€3.00m","loan transfer","SM Caen","Joined"
"Kylian Mbappé","€35.00m","loan transfer","PSG","Joined"
"Jonathan Mexique","€400k","loan transfer","Cercle Brugge","Joined"
"Rúben Vinagre","€25k","loan transfer","Wolves","Joined"
"Elderson","€1.00m","loan transfer","Cercle Brugge","Joined"
"Jordy Gaspar","€400k","loan transfer","Cercle Brugge","Joined"
"Soualiho Meïté","€7.00m","loan transfer","G. Bordeaux","Joined"
"Gil Dias","€2.00m","loan transfer","Fiorentina","Joined"
"Terence Kongolo","€10.00m","loan transfer","Huddersfield","Joined"
"Elderson","€1.00m","loan transfer","Sivasspor","Joined"
"Lacina Traoré","€2.50m","loan transfer","Amiens SC","Joined"
"Morgan De Sanctis","€250k","-","Retired","Joined"
"Benjamin Lecomte","€2.50m","€2.50m","FC Lorient","Left"
"Giovanni Sio","€4.50m","€2.20m","Stade Rennais","Left"
"Pedro Mendes","€3.00m","€1.00m","Stade Rennais","Left"
"Ambroise Oyongo","€750k","free transfer","Montreal","Left"
"Jeremie Porsan-Clemente","€150k","free transfer","Marseille B","Left"
"Ruben Aguilar","€900k","free transfer","AJ Auxerre","Left"
"Jonathan Ikoné","€700k","loan transfer","PSG","Left"
"Facundo Píriz","€1.50m","loan transfer","Akhmat Grozny","Left"
"Junior Sambia","€900k","loan transfer","Chamois Niort","Left"
"Dimitry Bertaud","-","-","Montpellier B","Left"
"Nicolas Cozza","-","-","Montpellier U19","Left"
"Bryan Passi","-","-","Montpellier B","Left"
"Bryan Passi","-","End of loanJan 30, 2018","Le Havre AC","Left"
"Kévin Bérigaud","€1.50m","End of loanJun 30, 2017","Angers SCO","Left"
"Steve Mounié","€5.50m","€13.00m","Huddersfield","Joined"
"Ryad Boudebouz","€10.00m","€7.00m","Real Betis","Joined"
"Lukas Pokorny","€1.50m","€800k","Slavia Praha","Joined"
"Kévin Bérigaud","€1.50m","free transfer","Pafos","Joined"
"William Rémy","€1.50m","free transfer","Legia Warszawa","Joined"
"Geoffrey Jourdren","€2.00m","free transfer","AS Nancy","Joined"
"Joris Marveaux","€250k","free transfer","G. Ajaccio","Joined"
"Alexandre Llovet","-","free transfer","Lusitanos","Joined"
"Mamadou N'Diaye","€400k","free transfer","US Avranches","Joined"
"Jonathan Ligali","€600k","loan transfer","USL Dunkerque","Joined"
"Bryan Passi","-","loan transfer","Le Havre AC","Joined"
"Stéphane Sessègnon","€1.00m","?","Genclerbirligi","Joined"
"Mathieu Deplagne","€1.25m","?","Troyes","Joined"
"Cédric Mongongu","€800k","-","Without Club","Joined"
"Yacouba Sylla","€1.75m","End of loanJun 30, 2017","Stade Rennais","Joined"
"Jonathan Ikoné","€700k","End of loanJun 30, 2017","PSG","Joined"
"Kalifa Coulibaly","€3.00m","€4.50m","KAA Gent","Left"
"Ciprian Tătărușanu","€4.00m","€2.50m","Fiorentina","Left"
"Andrei Girotto","€1.00m","€2.30m","Tombense","Left"
"Nicolas Pallois","€3.50m","€2.00m","G. Bordeaux","Left"
"Santy Ngom","€100k","free transfer","Suze-sur-Sarthe","Left"
"Yassine El Ghanassy","€2.00m","?","KV Oostende","Left"
"Joris Kayembe","€1.00m","?","FC Porto B","Left"
"Chidozie Awaziem","€1.25m","loan transfer","FC Porto B","Left"
"Rene Krhin","€1.50m","loan transfer","Granada CF","Left"
"David Alcibiade","€100k","-","Without Club","Left"
"Samuel Moutoussamy","-","-","FC Nantes B","Left"
"Najib Gandi","-","-","FC Nantes B","Left"
"Randal Kolo Muani","-","-","FC Nantes B","Left"
"Fernando Aristeguieta","€750k","End of loanJun 30, 2017","Nacional","Left"
"Amine Harit","€2.00m","€8.00m","FC Schalke 04","Joined"
"Rémy Riou","€4.00m","€1.00m","Alanyaspor","Joined"
"Guillaume Gillet","€1.00m","€1.00m","Olympiacos","Joined"
"Wilfried Moimbé","€900k","free transfer","Oldham Athletic","Joined"
"Oswaldo Vizcarrondo","€500k","free transfer","Troyes","Joined"
"Fernando Aristeguieta","€750k","free transfer","Caracas FC","Joined"
"Anthony Walongwa","€400k","loan transfer","Grenoble","Joined"
"Alexandre Olliero","€150k","loan transfer","Chamois Niort","Joined"
"Mariusz Stepinski","€2.50m","loan transfer","Chievo Verona","Joined"
"Sérgio Oliveira","€1.50m","End of loanJun 30, 2017","Porto","Joined"
"Felipe Pardo","€5.00m","End of loanJun 30, 2017","Olympiacos","Joined"
"Allan Saint-Maximin","€3.00m","€10.00m","Monaco","Left"
"Jean-Victor Makengo","€900k","€6.00m","SM Caen","Left"
"Pierre Lees-Melou","€2.50m","€4.00m","Dijon","Left"
"Racine Coly","€1.50m","€3.50m","Brescia","Left"
"Ihsan Sacko","€400k","€2.00m","R. Strasbourg","Left"
"Adrien Tamèze","€800k","€800k","Valenciennes FC","Left"
"Wesley Sneijder","€6.50m","free transfer","Galatasaray","Left"
"Christophe Jallet","€1.00m","free transfer","Lyon","Left"
"Nampalys Mendy","€10.00m","loan transfer","Leicester","Left"
"Marlon","€5.00m","loan transfer","Barcelona","Left"
"Romain Perraud","-","-","OGC Nice B","Left"
"Mouez Hassen","€1.00m","End of loanJun 30, 2017","Southampton","Left"
"Saïd Benrahma","€1.00m","End of loanJun 30, 2017","G. Ajaccio","Left"
"Dorian Caddy","€400k","End of loanJun 30, 2017","Clermont Foot","Left"
"Franck Honorat","€400k","End of loanJun 30, 2017","FC Sochaux","Left"
"Dalbert","€5.00m","€21.00m","Inter","Joined"
"Valentin Eysseric","€7.00m","€3.50m","Fiorentina","Joined"
"Vincent Koziello","€11.00m","€3.00m","1.FC Köln","Joined"
"Alexy Bosetti","€800k","free transfer","Stade Lavallois","Joined"
"Franck Honorat","€400k","free transfer","Clermont Foot","Joined"
"Dorian Caddy","€400k","free transfer","Quevilly Rouen","Joined"
"Paul Baysse","€3.50m","free transfer","Málaga CF","Joined"
"Wesley Sneijder","€5.00m","free transfer","Al-Gharafa","Joined"
"Mouez Hassen","€1.00m","loan transfer","LB Châteauroux","Joined"
"Saïd Benrahma","€1.00m","loan transfer","LB Châteauroux","Joined"
"Olivier Boscagli","€800k","loan transfer","Nîmes Olympique","Joined"
"Gautier Lloris","€150k","loan transfer","G. Ajaccio","Joined"
"Rémi Walter","€3.00m","loan transfer","Troyes","Joined"
"Simon Pouplin","-","-","Retired","Joined"
"Bryan Constant","€150k","-","Without Club","Joined"
"Mounir Obbadi","€1.00m","-","Without Club","Joined"
"Younès Belhanda","€9.00m","End of loanJun 30, 2017","Dynamo Kyiv","Joined"
"Anastasios Donis","€1.25m","End of loanJun 30, 2017","Juventus","Joined"
"Ricardo Pereira","€9.00m","End of loanJun 30, 2017","Porto","Joined"
"Neymar","€100.00m","€222.00m","Barcelona","Left"
"Yuri Berchiche","€10.00m","€16.00m","Real Sociedad","Left"
"Lassana Diarra","€2.50m","free transfer","Al-Jazira","Left"
"Dani Alves","€6.00m","free transfer","Juventus","Left"
"Kylian Mbappé","€35.00m","loan transfer","Monaco","Left"
"Rémy Descamps","€150k","-","Paris SG B","Left"
"Salvatore Sirigu","€4.00m","End of loanJun 30, 2017","CA Osasuna","Left"
"Jesé","€7.50m","End of loanJun 30, 2017","UD Las Palmas","Left"
"Jonathan Ikoné","€700k","End of loanJun 30, 2017","Montpellier","Left"
"Jean-Christophe Bahebeck","€2.50m","End of loanJun 30, 2017","Pescara","Left"
"Youssouf Sabaly","€4.50m","End of loanJun 30, 2017","G. Bordeaux","Left"
"Lucas Moura","€28.00m","€28.40m","Tottenham","Joined"
"Serge Aurier","€15.00m","€25.00m","Tottenham","Joined"
"Blaise Matuidi","€30.00m","€25.00m","Juventus","Joined"
"Jean-Kévin Augustin","€3.00m","€16.00m","Leipzig","Joined"
"Youssouf Sabaly","€4.50m","€4.00m","G. Bordeaux","Joined"
"Salvatore Sirigu","€4.00m","free transfer","Torino","Joined"
"Jesé","€7.50m","loan transfer","Stoke City","Joined"
"Jonathan Ikoné","€700k","loan transfer","Montpellier","Joined"
"Odsonne Édouard","€1.50m","loan transfer","Celtic","Joined"
"Rémy Descamps","€150k","loan transfer","Tours FC","Joined"
"Jean-Christophe Bahebeck","€2.50m","loan transfer","Utrecht","Joined"
"Gonçalo Guedes","€17.00m","loan transfer","Valencia","Joined"
"Grzegorz Krychowiak","€25.00m","loan transfer","West Brom","Joined"
"Maxwell","€1.00m","-","Retired","Joined"
"Ismaïla Sarr","€2.50m","€17.00m","FC Metz","Left"
"Rafik Guitane","€150k","€8.00m","Le Havre AC","Left"
"Faitout Maouassa","€800k","€7.00m","AS Nancy","Left"
"Diafra Sakho","€8.00m","€5.00m","West Ham","Left"
"Benjamin Bourigeaud","€1.75m","€3.50m","Lens","Left"
"Tomas Koubek","€1.50m","€3.00m","Sparta Prague","Left"
"Brandon Thomas","€800k","€3.00m","RCD Mallorca","Left"
"Hamari Traoré","€2.00m","€2.40m","Stade Reims","Left"
"Jordan Tell","-","free transfer","SM Caen B","Left"
"Wahbi Khazri","€7.00m","loan transfer","Sunderland","Left"
"Jérémy Gélin","€150k","-","Rennes B","Left"
"Sabri Toufiqui","-","-","Rennes B","Left"
"James Léa Siliki","€150k","-","Rennes B","Left"
"Yacouba Sylla","€1.75m","End of loanJun 30, 2017","Montpellier","Left"
"Yacouba Sylla","€1.50m","End of loanJan 8, 2018","Panathinaikos","Left"
"Kermit Erasmus","€1.25m","End of loanJun 30, 2017","Lens","Left"
"Abdoulaye Diallo","€1.00m","End of loanJun 30, 2017","C. Rizespor","Left"
"Anthony Ribelin","€250k","End of loanJun 30, 2017","Paris FC","Left"
"Séga Coulibaly","€150k","End of loanJun 30, 2017","CS Sedan","Left"
"Adama Diakhaby","€1.50m","€10.00m","Monaco","Joined"
"Giovanni Sio","€4.50m","€2.20m","Montpellier","Joined"
"Wesley Saïd","€1.50m","€1.50m","Dijon","Joined"
"Pedro Mendes","€3.00m","€1.00m","Montpellier","Joined"
"Yacouba Sylla","€1.50m","€750k","KV Mechelen","Joined"
"Gelson Fernandes","€2.50m","€350k","Frankfurt","Joined"
"Kermit Erasmus","€1.25m","free transfer","AFC Eskilstuna","Joined"
"Ermir Lenjani","€1.00m","free transfer","FC Sion","Joined"
"Benoît Costil","€7.50m","free transfer","G. Bordeaux","Joined"
"Rafik Guitane","€150k","loan transfer","Le Havre AC","Joined"
"Afonso Figueiredo","€800k","loan transfer","Levski Sofia","Joined"
"Clément Chantôme","€2.00m","loan transfer","Lens","Joined"
"Jordan Tell","€300k","loan transfer","Valenciennes FC","Joined"
"Yacouba Sylla","€1.75m","loan transfer","Panathinaikos","Joined"
"Firmin Mubele","€6.00m","loan transfer","Toulouse","Joined"
"Anthony Ribelin","€250k","loan transfer","Entente SSG","Joined"
"Denis-Will Poha","€250k","loan transfer","US Orléans","Joined"
"Dimitri Cavaré","€1.25m","?","Barnsley","Joined"
"Séga Coulibaly","€150k","-","Rennes B","Joined"
"Raïs M'Bolhi","€400k","-","Without Club","Joined"
"Sylvain Armand","-","-","Retired","Joined"
"Aldo Kalulu","€1.00m","End of loanJun 30, 2017","Lyon","Joined"
"Loïs Diony","€3.00m","€10.00m","Dijon","Left"
"Assane Dioussé","€4.00m","€5.00m","FC Empoli","Left"
"Gabriel Silva","€2.50m","€2.50m","Udinese","Left"
"Jorginho","€1.50m","€1.00m","Arouca","Left"
"Alexandros Katranis","€750k","€800k","Atromitos","Left"
"Mathieu Debuchy","€2.50m","free transfer","Arsenal","Left"
"Neven Subotic","€4.00m","free transfer","Dortmund","Left"
"Saidy Janko","€500k","?","Celtic","Left"
"Yann M'Vila","€7.00m","?","Rubin Kazan","Left"
"Rémy Cabella","€7.50m","loan transfer","Marseille","Left"
"Paul-Georges Ntep","€4.00m","loan transfer","Wolfsburg","Left"
"Hernani","€4.00m","loan transfer","Zenit S-Pb","Left"
"Rayan Souici","-","-","Saint-Étienne B","Left"
"Alexis Guendouz","-","-","Saint-Étienne B","Left"
"Oussama Tannane","€1.50m","End of loanJan 31, 2018","UD Las Palmas","Left"
"Robert Beric","€4.50m","End of loanJan 3, 2018","RSC Anderlecht","Left"
"Pierre-Yves Polomat","€1.50m","End of loanMar 31, 2018","AJ Auxerre","Left"
"Jonathan Bamba","€1.00m","End of loanJun 30, 2017","Angers SCO","Left"
"Dylan Saint-Louis","€700k","End of loanJun 30, 2017","Stade Lavallois","Left"
"Neal Maupay","€2.00m","End of loanJun 30, 2017","Stade Brestois","Left"
"Kévin Malcuit","€3.00m","€9.00m","Lille","Joined"
"Bryan Dabo","€4.00m","€3.00m","Fiorentina","Joined"
"Neal Maupay","€2.00m","€2.00m","Brentford","Joined"
"Fabien Lemoine","€2.00m","€1.00m","FC Lorient","Joined"
"Alexander Søderlund","€1.50m","€500k","Rosenborg","Joined"
"Jérémy Clément","€1.00m","free transfer","AS Nancy","Joined"
"Benjamin Corgnet","€1.00m","free transfer","R. Strasbourg","Joined"
"Dylan Saint-Louis","€700k","free transfer","Paris FC","Joined"
"Pierre-Yves Polomat","€1.50m","loan transfer","AJ Auxerre","Joined"
"Oussama Tannane","€3.00m","loan transfer","UD Las Palmas","Joined"
"Arnaud Nordin","€600k","loan transfer","AS Nancy","Joined"
"Nolan Roux","€2.50m","?","FC Metz","Joined"
"Florentin Pogba","€4.50m","?","Genclerbirligi","Joined"
"Loïs Diony","€4.50m","loan transfer","Bristol City","Joined"
"Jorginho","€1.50m","loan transfer","Chaves","Joined"
"Robert Beric","€4.50m","loan transfer","RSC Anderlecht","Joined"
"Léo Lacroix","€3.00m","loan transfer","Basel","Joined"
"Rayan Souici","-","loan transfer","Entente SSG","Joined"
"Habib Maïga","€1.50m","loan transfer","Arsenal Tula","Joined"
"Jorginho","€1.50m","End of loanJun 30, 2017","Arouca","Joined"
"Jordan Veretout","€9.00m","End of loanJun 30, 2017","Aston Villa","Joined"
"Henri Saivet","€5.00m","End of loanJun 30, 2017","Newcastle","Joined"
"Jonas Martin","€2.50m","€1.50m","Real Betis","Left"
"Idriss Saadi","€2.00m","€1.50m","Cardiff","Left"
"Nuno Da Costa","€600k","€1.50m","Valenciennes FC","Left"
"Bingourou Kamara","€600k","€700k","Tours FC","Left"
"Benjamin Corgnet","€1.00m","free transfer","Saint-Étienne","Left"
"Kenny Lala","€700k","free transfer","Lens","Left"
"Bakary Koné","€800k","loan transfer","Málaga CF","Left"
"Martin Terrier","€12.00m","loan transfer","Lyon","Left"
"Martin Terrier","€400k","loan transfer","Lille","Left"
"Pablo Martínez","€800k","?","Angers SCO","Left"
"Dimitri Foulquier","€2.00m","loan transfer","Watford","Left"
"Tchamba","-","-","R. Strasbourg B","Left"
"Oumar Pouye","€200k","End of loanJun 30, 2017","Quevilly Rouen","Left"
"Abdelhak Belahmeur","€150k","End of loanJun 30, 2017","US Créteil-L","Left"
"Massiré Kanté","€300k","End of loanJun 30, 2017","CS Sedan","Left"
"Ihsan Sacko","€400k","€2.00m","Nice","Joined"
"Massiré Kanté","€300k","free transfer","FC Martigues","Joined"
"Oumar Pouye","€200k","free transfer","US Créteil-L","Joined"
"Abdelhak Belahmeur","€150k","free transfer","US Avranches","Joined"
"Laurent Dos Santos","€500k","free transfer","Valenciennes FC","Joined"
"Khalid Boutaïb","€1.50m","free transfer","Y. Malatyaspor","Joined"
"Felipe Saad","€250k","free transfer","FC Lorient","Joined"
"Mayoro N'Doye","€500k","?","Tours FC","Joined"
"Vincent Gragnic","€250k","-","Without Club","Joined"
"Steven Keller","-","-","Without Club","Joined"
"Eric Marester","€250k","-","Retired","Joined"
"Corentin Schmittheissler","€150k","-","Without Club","Joined"
"Martin Terrier","€12.00m","End of loanJan 25, 2018","Lille","Joined"
"Baptiste Guillaume","€2.00m","End of loanJun 30, 2017","Lille","Joined"
"Corentin Jean","€2.50m","€3.50m","Monaco","Left"
"Steven Fortes","€1.00m","free transfer","Le Havre AC","Left"
"Yaya Sanogo","€1.00m","free transfer","Arsenal","Left"
"Yannick Cahuzac","€1.00m","free transfer","SC Bastia","Left"
"Firmin Mubele","€6.00m","loan transfer","Stade Rennais","Left"
"Max Gradel","€7.00m","loan transfer","Bournemouth","Left"
"Giannelli Imbula","€12.00m","loan transfer","Stoke City","Left"
"Dominik Furman","€750k","End of loanJun 30, 2017","Wisla Plock","Left"
"Uros Spajic","€2.50m","End of loanJun 30, 2017","RSC Anderlecht","Left"
"Aleksandar Pesic","€1.00m","End of loanJun 30, 2017","Atalanta","Left"
"Zinédine Machach","€1.25m","End of loanJun 30, 2017","Marseille","Left"
"Martin Braithwaite","€7.50m","€11.30m","Middlesbrough","Joined"
"Tongo Doumbia","€1.00m","€800k","Dinamo Zagreb","Joined"
"Aleksandar Pesic","€1.00m","€750k","Red Star","Joined"
"Dominik Furman","€750k","€150k","Wisla Plock","Joined"
"Óscar Trejo","€2.50m","free transfer","Rayo Vallecano","Joined"
"Dusan Veskovac","€500k","free transfer","Napredak","Joined"
"Zinédine Machach","€1.00m","free transfer","Napoli","Joined"
"Jessy Pi","€1.00m","loan transfer","Stade Brestois","Joined"
"Uros Spajic","€2.50m","?","RSC Anderlecht","Joined"
"Pavle Ninkov","€500k","-","Without Club","Joined"
"Jean-Daniel Akpa Akpro","€1.50m","-","Without Club","Joined"
"Pantxi Sirieix","€150k","-","Retired","Joined"
"Corentin Jean","€2.50m","End of loanJun 30, 2017","Monaco","Joined"
"Yrondu Musavu-King","€800k","End of loanJun 30, 2017","Udinese","Joined"
"Dodi Lukébakio","€800k","End of loanJun 30, 2017","RSC Anderlecht","Joined"
"Oswaldo Vizcarrondo","€500k","free transfer","FC Nantes","Left"
"Bryan Pelé","€1.00m","free transfer","Stade Brestois","Left"
"Rémi Walter","€3.00m","loan transfer","Nice","Left"
"Hyun-jun Suk","€1.80m","loan transfer","Porto","Left"
"Saîf-Eddine Khaoui","€800k","loan transfer","Marseille","Left"
"François Bellugou","€1.50m","?","FC Lorient","Left"
"Mathieu Deplagne","€1.25m","?","Montpellier","Left"
"Gabriel Magalhães","€600k","loan transfer","Lille","Left"
"Franck Grandel","€50k","End of loanJun 30, 2017","US Boulogne","Left"
"Mour Paye","€200k","free transfer","US Créteil-L","Joined"
"Thiago Xavier","€250k","free transfer","Valenciennes FC","Joined"
"Mory Koné","€400k","loan transfer","Tours FC","Joined"
"Randi Goteni","€150k","loan transfer","AS Béziers","Joined"
"Johan Martial","€900k","?","M. Petah Tikva","Joined"
"Franck Grandel","€50k","-","Retired","Joined"
"Mahamadou N'Diaye","€500k","-","Without Club","Joined"
"Rincón","€500k","-","Without Club","Joined"
"Yanis Hamzaoui","€150k","-","Without Club","Joined"
"Jan Kaye","-","-","ESTAC Troyes B","Joined"
"Gabriel Magalhães","€600k","End of loanFeb 14, 2018","Lille","Joined"
"Saman Ghoddos","€1.75m","€4.00m","Östersund","Left"
"Juan Otero","€3.00m","€2.14m","Estudiantes LP","Left"
"Rafal Kurzawa","€2.00m","€850k","Górnik Zabrze","Left"
"Eddy Gnahoré","€1.30m","Loan fee:€500k","US Palermo","Left"
"Matthieu Dreyer","€300k","free transfer","SM Caen","Left"
