Name,Value,Fee,From,Direction
"Álvaro Lemos","€500k","End of loanJan 9, 2018","Lens","Left"
"Théo Bongonda","€3.00m","End of loanJan 24, 2018","Trabzonspor","Left"
"Fabián Orellana","€3.00m","End of loanJun 30, 2017","Valencia","Left"
"David Costas","€1.00m","End of loanJun 30, 2017","Real Oviedo","Left"
"Dejan Drazic","€600k","End of loanJun 30, 2017","Real Valladolid","Left"
"Pedro Martín","€300k","End of loanJun 30, 2017","CD Mirandés","Left"
"Álex López","€1.00m","End of loanJun 30, 2017","Real Valladolid","Left"
"Levy Madinda","€800k","End of loanJun 30, 2017","Gimnàstic","Left"
"Pape Cheikh","€800k","€10.00m","Lyon","Joined"
"Fabián Orellana","€3.00m","€3.00m","Valencia","Joined"
"Théo Bongonda","€3.00m","Loan fee:€200k","Trabzonspor","Joined"
"Marcelo Díaz","€2.50m","free transfer","UNAM Pumas","Joined"
"Josep Señé","€500k","free transfer","CyD Leonesa","Joined"
"Álex López","€1.00m","free transfer","Sporting Gijón","Joined"
"Pedro Martín","€300k","free transfer","Real Murcia","Joined"
"Levy Madinda","€800k","free transfer","Asteras Tripoli","Joined"
"Carles Planas","€1.50m","free transfer","Girona","Joined"
"David Costas","€1.00m","loan transfer","Barcelona B","Joined"
"Claudio Beauvue","€3.00m","loan transfer","CD Leganés","Joined"
"John Guidetti","€5.00m","loan transfer","Alavés","Joined"
"Álvaro Lemos","€500k","loan transfer","CD Lugo","Joined"
"Iván Villar","€300k","loan transfer","Levante","Joined"
"Théo Bongonda","€3.00m","loan transfer","Zulte Waregem","Joined"
"Andrew Hjulsager","€1.00m","loan transfer","Granada CF","Joined"
"Álvaro Lemos","€500k","loan transfer","Lens","Joined"
"Dejan Drazic","€600k","-","Celta Vigo B","Joined"
"Jozabed Sánchez","€3.50m","End of loanJun 30, 2017","Fulham","Joined"
"Giuseppe Rossi","€4.00m","End of loanJun 30, 2017","Fiorentina","Joined"
"Jairo Samperio","€2.00m","€350k","Mainz","Left"
"Gabriel Peñalba","€1.20m","free transfer","CD Cruz Azul","Left"
"Imoh Ezekiel","€3.00m","free transfer","Konyaspor","Left"
"Loïc Rémy","€9.00m","free transfer","Chelsea","Left"
"Ximo Navarro","€2.00m","free transfer","UD Almería","Left"
"Leandro Chichizola","€1.00m","free transfer","Spezia Calcio","Left"
"Alberto Aquilani","€1.00m","free transfer","Pescara","Left"
"Oussama Tannane","€3.00m","loan transfer","Saint-Étienne","Left"
"Matías Aguirregaray","€1.80m","loan transfer","Club Tijuana","Left"
"Alejandro Gálvez","€1.50m","loan transfer","SD Eibar","Left"
"Nacho Gil","€300k","loan transfer","Valencia","Left"
"Sergi Samper","€3.50m","loan transfer","Barcelona","Left"
"Peter Etebo","€1.50m","loan transfer","Feirense","Left"
"Vitolo","€25.00m","loan transfer","Atlético","Left"
"Emmanuel Emenike","€2.50m","loan transfer","Olympiacos","Left"
"Jonathan Calleri","€8.00m","loan transfer","CD Maldonado","Left"
"Hernán Toledo","€4.50m","loan transfer","CD Maldonado","Left"
"Borja Herrera","-","-","Las Palmas Atl.","Left"
"Sergio Araujo","€2.00m","End of loanJun 30, 2017","AEK Athens","Left"
"Héctor Figueroa","€200k","End of loanJun 30, 2017","Ponferradina","Left"
"Tyronne","€400k","End of loanJun 30, 2017","CD Tenerife","Left"
"Mateo García","€1.20m","End of loanJan 10, 2018","CA Osasuna","Left"
"Alfredo Ortuño","€1.00m","End of loanJun 30, 2017","Cádiz CF","Left"
"Roque Mesa","€12.00m","€12.50m","Swansea","Joined"
"Jonathan Viera","€8.00m","€11.00m","BJ Guoan","Joined"
"Mauricio Lemos","€6.00m","Loan fee:€1.50m","Sassuolo","Joined"
"Sergio Araujo","€2.00m","Loan fee:€500k","AEK Athens","Joined"
"Marko Livaja","€2.50m","Loan fee:€200k","AEK Athens","Joined"
"Kevin-Prince Boateng","€5.00m","free transfer","Frankfurt","Joined"
"Aythami Artiles","€700k","free transfer","Córdoba CF","Joined"
"Hernán Santana","€700k","free transfer","Sporting Gijón","Joined"
"Tyronne","€400k","free transfer","CD Tenerife","Joined"
"Héctor Figueroa","€200k","free transfer","CD Toledo","Joined"
"Javi Varas","€400k","free transfer","Granada CF","Joined"
"Hélder Lopes","€1.50m","free transfer","AEK Athens","Joined"
"Ángel Montoro","€1.00m","free transfer","Granada CF","Joined"
"Loïc Rémy","€8.00m","loan transfer","Getafe","Joined"
"Mateo García","€1.20m","loan transfer","AD Alcorcón","Joined"
"Borja Herrera","€300k","loan transfer","Real Valladolid","Joined"
"Mateo García","€1.20m","loan transfer","CA Osasuna","Joined"
"Alfredo Ortuño","€1.00m","-","Without Club","Joined"
"Jesé","€7.50m","End of loanJun 30, 2017","PSG","Joined"
"Oussama Tannane","€1.50m","End of loanJan 31, 2018","Saint-Étienne","Joined"
"Sergi Samper","€2.50m","End of loanJan 31, 2018","Barcelona","Joined"
"Vitolo","€30.00m","End of loanDec 31, 2017","Atlético","Joined"
"Marc Bartra","€15.00m","€10.50m","Dortmund","Left"
"Ryad Boudebouz","€10.00m","€7.00m","Montpellier","Left"
"Víctor Camarasa","€5.00m","€7.00m","Levante","Left"
"Cristian Tello","€8.00m","€4.00m","Barcelona","Left"
"Sergio León","€3.50m","€3.50m","CA Osasuna","Left"
"Andrés Guardado","€6.00m","€2.50m","PSV","Left"
"Zouhair Feddal","€3.00m","€2.50m","Alavés","Left"
"Javi García","€7.00m","€1.50m","Zenit S-Pb","Left"
"Joel Campbell","€6.00m","loan transfer","Arsenal","Left"
"Jordi Amat","€2.50m","loan transfer","Swansea","Left"
"Antonio Barragán","€3.00m","loan transfer","Middlesbrough","Left"
"Junior Firpo","€100k","-","Betis Deportivo","Left"
"Loren Morón","€400k","-","Betis Deportivo","Left"
"Francis Guerrero","-","-","Betis Deportivo","Left"
"Juanjo Narváez","€200k","-","Betis Deportivo","Left"
"Rubén Castro","€900k","End of loanDec 31, 2017","GZ Hengfeng","Left"
"Felipe Gutiérrez","€2.50m","End of loanDec 31, 2017","Internacional","Left"
"Fabián Ruiz","€500k","End of loanJun 30, 2017","Elche CF","Left"
"Francisco Portillo","€1.50m","End of loanJun 30, 2017","Getafe","Left"
"Didier Digard","€800k","End of loanJun 30, 2017","CA Osasuna","Left"
"Dani Pacheco","€1.50m","End of loanJun 30, 2017","Getafe","Left"
"Dani Ceballos","€10.00m","€16.50m","Real Madrid","Joined"
"Cristiano Piccini","€3.00m","€2.87m","Sporting","Joined"
"Petros","€3.50m","€2.50m","São Paulo","Joined"
"Francisco Portillo","€1.50m","€1.50m","Getafe","Joined"
"Jonas Martin","€2.50m","€1.50m","R. Strasbourg","Joined"
"Dani Pacheco","€1.50m","€1.00m","Getafe","Joined"
"Bruno González","€2.50m","€600k","Getafe","Joined"
"Germán Pezzella","€6.00m","Loan fee:€500k","Fiorentina","Joined"
"Alin Toșca","€1.00m","Loan fee:€100k","Benevento","Joined"
"Álvaro Cejudo","€1.50m","free transfer","Western Sydney","Joined"
"Manu Herrera","€100k","free transfer","CA Osasuna","Joined"
"Álex Martínez","€1.00m","free transfer","Granada CF","Joined"
"Roman Zozulya","€1.00m","free transfer","Albacete","Joined"
"Felipe Gutiérrez","€2.50m","free transfer","Kansas City","Joined"
"Álex Alegría","€2.00m","loan transfer","Levante","Joined"
"Rubén Castro","€1.00m","loan transfer","GZ Hengfeng","Joined"
"Juanjo Narváez","€200k","loan transfer","Córdoba CF","Joined"
"Darko Brasanac","€4.00m","loan transfer","CD Leganés","Joined"
"Didier Digard","€800k","-","Without Club","Joined"
"Rubén Pardo","€4.00m","End of loanJun 30, 2017","Real Sociedad","Joined"
"Ryan Donk","€2.00m","End of loanJun 30, 2017","Galatasaray","Joined"
"Matías Nahuel","€1.00m","End of loanJan 28, 2018","Villarreal","Joined"
"Guilherme","€4.00m","€4.50m","Udinese","Left"
"Fabian Schär","€2.50m","€3.00m","Hoffenheim","Left"
"Juanfran Moreno","€5.00m","€1.00m","Watford","Left"
"Gerard Valentín","€500k","€1.00m","Gimnàstic","Left"
"Michael Krohn-Dehli","€1.50m","free transfer","Sevilla FC","Left"
"Eneko Bóveda","€2.00m","free transfer","Athletic Club","Left"
"Zakaria Bakkali","€2.00m","loan transfer","Valencia","Left"
"Federico Valverde","€3.00m","loan transfer","RM Castilla","Left"
"Adrián López","€3.50m","loan transfer","Porto","Left"
"Lucas Pérez","€15.00m","loan transfer","Arsenal","Left"
"Costel Pantilimon","€3.00m","loan transfer","Watford","Left"
"Maksym Koval","€2.00m","loan transfer","Dynamo Kyiv","Left"
"Sulley Muntari","€500k","-","Without Club","Left"
"Fede Cartabia","€1.50m","End of loanJun 30, 2017","Braga","Left"
"Rubén Martínez","€900k","End of loanJun 30, 2017","RSC Anderlecht","Left"
"Borja Valle","€700k","End of loanJun 30, 2017","Elche CF","Left"
"Saúl García","€800k","End of loanJun 30, 2017","RCD Mallorca","Left"
"Oriol Riera","€1.50m","End of loanJun 30, 2017","CA Osasuna","Left"
"Róber Pier","€1.00m","End of loanJun 30, 2017","Levante","Left"
"Juan Domínguez","€1.20m","End of loanJun 30, 2017","RCD Mallorca","Left"
"Pablo Insua","€3.00m","End of loanJun 30, 2017","CD Leganés","Left"
"Pablo Insua","€3.00m","€3.50m","FC Schalke 04","Joined"
"Alejandro Arribas","€2.00m","€2.00m","UNAM Pumas","Joined"
"Laure","€500k","free transfer","AD Alcorcón","Joined"
"Oriol Riera","€1.50m","free transfer","Western Sydney","Joined"
"Juan Domínguez","€1.20m","free transfer","Reus Deportiu","Joined"
"Germán Lux","€800k","free transfer","River Plate","Joined"
"Fayçal Fajr","€2.00m","free transfer","Getafe","Joined"
"Róber Pier","€1.00m","loan transfer","Levante","Joined"
"Álex Bergantiños","€1.00m","loan transfer","Sporting Gijón","Joined"
"Saúl García","€600k","loan transfer","CD Numancia","Joined"
"Bruno Gama","€1.00m","-","Without Club","Joined"
"Davy Roef","€1.00m","End of loanJun 30, 2017","RSC Anderlecht","Joined"
"Gaël Kakuta","€1.00m","End of loanJun 30, 2017","HB CFFC","Joined"
"Ola John","€2.50m","End of loanJun 30, 2017","Benfica","Joined"
"Costel Pantilimon","€1.50m","End of loanJan 30, 2018","Watford","Joined"
"Juanfran Moreno","€5.00m","End of loanJun 30, 2017","Watford","Joined"
"Joselu","€3.50m","End of loanJun 30, 2017","Stoke City","Joined"
"Marlos Moreno","€1.00m","End of loanJun 30, 2017","Man City","Joined"
"Guilherme","€4.00m","End of loanJun 30, 2017","Udinese","Joined"
"Dimitrios Siovas","€2.00m","€3.00m","Olympiacos","Left"
"Ezequiel Muñoz","€3.00m","€2.50m","Genoa","Left"
"Tito","€2.50m","€600k","Granada CF","Left"
"Luciano","€2.50m","€450k","Corinthians","Left"
"Javi Eraso","€1.50m","free transfer","Athletic Club","Left"
"Iván Cuéllar","€800k","free transfer","Sporting Gijón","Left"
"Gerard Gumbau","€700k","free transfer","Barcelona B","Left"
"Raúl Carnero","€1.00m","free transfer","Alavés","Left"
"Mauro dos Santos","€2.00m","free transfer","SD Eibar","Left"
"Waly Diouf","-","free transfer","AJ Auxerre B","Left"
"Yahya Al-Shehri","€1.60m","loan transfer","Al-Nassr","Left"
"Owusu Kwabena","€250k","?","SC Accra","Left"
"Josua Mejías","€250k","loan transfer","Carabobo FC","Left"
"Darko Brasanac","€4.00m","loan transfer","Real Betis","Left"
"Claudio Beauvue","€3.00m","loan transfer","Celta de Vigo","Left"
"Nereo Champagne","€400k","loan transfer","Olimpo","Left"
"Joseba Zaldua","€1.50m","loan transfer","Real Sociedad","Left"
"Nordin Amrabat","€4.50m","loan transfer","Watford","Left"
"José Naranjo","€2.00m","loan transfer","Genk","Left"
"Jon Ander Serantes","€1.50m","End of loanDec 31, 2017","FC Cartagena B","Left"
"Owusu Kwabena","€300k","End of loanJan 2, 2018","Real Oviedo","Left"
"Erik Morán","€900k","€130k","AEK Athens","Joined"
"Víctor Díaz","€1.20m","free transfer","Granada CF","Joined"
"David Timor","€2.00m","free transfer","Girona","Joined"
"Alberto Martín","€800k","free transfer","Granada CF","Joined"
"Jon Ander Serantes","€1.50m","loan transfer","FC Cartagena B","Joined"
"Waly Diouf","-","?","Palanga","Joined"
"Josua Mejías","€250k","loan transfer","FC Cartagena","Joined"
"Owusu Kwabena","€250k","loan transfer","Real Oviedo","Joined"
"Luciano","€2.50m","loan transfer","Panathinaikos","Joined"
"Mamadou Koné","€500k","loan transfer","KAS Eupen","Joined"
"Owusu Kwabena","€300k","loan transfer","FC Cartagena","Joined"
"Pablo Insua","€3.00m","End of loanJun 30, 2017","Dep. La Coruña","Joined"
"Alberto Bueno","€2.00m","End of loanJun 30, 2017","Porto","Joined"
"Tito","€2.50m","End of loanJun 30, 2017","Granada CF","Joined"
"Samu García","€2.00m","End of loanJun 30, 2017","Rubin Kazan","Joined"
"Nereo Champagne","€400k","End of loanJun 30, 2017","Olimpo","Joined"
"Dimitrios Siovas","€2.00m","End of loanJun 30, 2017","Olympiacos","Joined"
"Iago Herrerín","€3.00m","End of loanJun 30, 2017","Athletic Club","Joined"
"Rober Ibáñez","€1.50m","End of loanJun 30, 2017","Valencia","Joined"
"Luciano","€2.50m","End of loanJun 30, 2017","Corinthians","Joined"
"Darwin Machís","€1.00m","End of loanJun 30, 2017","Granada CF","Joined"
"Unai López","€2.00m","End of loanJun 30, 2017","Athletic Club","Joined"
"Adrián Marín","€1.00m","End of loanJun 30, 2017","Villarreal","Joined"
"Emmanuel Boateng","€1.50m","€2.90m","Moreirense","Left"
"Cheick Doukouré","€1.25m","€1.60m","FC Metz","Left"
"Enis Bardhi","€700k","€1.50m","Újpest FC","Left"
"Ivi López","€1.50m","€1.20m","Sevilla Atl.","Left"
"Armando Sadiku","€900k","€1.00m","Legia Warszawa","Left"
"Rubén Rochina","€2.00m","Loan fee:€1.00m","Rubin Kazan","Left"
"Mitchell Langerak","€1.50m","€600k","Stuttgart","Left"
"Oier Olazábal","€800k","€200k","Granada CF","Left"
"Antonio Luna","€2.00m","free transfer","SD Eibar","Left"
"Samu García","€2.00m","free transfer","Rubin Kazan","Left"
"Álex Alegría","€2.00m","loan transfer","Real Betis","Left"
"Erick Cabaco","€1.50m","loan transfer","Nacional","Left"
"Nano Mesa","€700k","loan transfer","SD Eibar","Left"
"Enes Ünal","€14.00m","loan transfer","Villarreal","Left"
"Coke","€2.00m","loan transfer","FC Schalke 04","Left"
"Saša Lukić","€2.20m","loan transfer","Torino","Left"
"Róber Pier","€1.00m","loan transfer","Dep. La Coruña","Left"
"Fahad Al-Muwallad","€2.90m","loan transfer","Al-Ittihad","Left"
"Iván Villar","€300k","loan transfer","Celta de Vigo","Left"
"Giampaolo Pazzini","€1.00m","loan transfer","Hellas Verona","Left"
"Koke Vegas","€100k","-","Atl. Levante","Left"
"Víctor Camarasa","€5.00m","End of loanJun 30, 2017","Alavés","Left"
"Deyverson","€5.00m","End of loanJun 30, 2017","Alavés","Left"
"Víctor Camarasa","€5.00m","€7.00m","Real Betis","Joined"
"Deyverson","€5.00m","€5.00m","Palmeiras","Joined"
"Mitchell Langerak","€1.00m","€1.45m","Nagoya Grampus","Joined"
"Natxo Insa","€800k","€400k","Johor DT","Joined"
"Víctor Casadesús","€700k","free transfer","CD Tenerife","Joined"
"Esteban Saveljich","€500k","loan transfer","Albacete","Joined"
"Verza","€1.20m","loan transfer","UD Almería","Joined"
"Javier Espinosa","€1.80m","loan transfer","Granada CF","Joined"
"Rubén García","€1.50m","loan transfer","Sporting Gijón","Joined"
"Samu García","€1.00m","loan transfer","Málaga CF","Joined"
"Enes Ünal","€14.00m","End of loanDec 31, 2017","Villarreal","Joined"
"Nano Mesa","€600k","End of loanJan 29, 2018","SD Eibar","Joined"
"Oier Olazábal","€800k","End of loanJun 30, 2017","Granada CF","Joined"
"Juan Muñoz","€500k","End of loanJun 30, 2017","Sevilla FC","Joined"
"Paco Montañés","€700k","End of loanJun 30, 2017","Espanyol","Joined"
"Abraham Minero","€400k","End of loanJun 30, 2017","Real Zaragoza","Joined"
"Róber Pier","€1.00m","End of loanJun 30, 2017","Dep. La Coruña","Joined"
"Bernardo Espinosa","€2.50m","€4.50m","Middlesbrough","Left"
"Cristhian Stuani","€3.50m","€2.50m","Middlesbrough","Left"
"Choco Lozano","€1.50m","€1.75m","Barcelona B","Left"
"Carles Planas","€1.50m","free transfer","Celta de Vigo","Left"
"Gorka Iraizoz","€500k","free transfer","Athletic Club","Left"
"David Timor","€2.00m","free transfer","CD Leganés","Left"
"Farid Boulaya","€800k","?","SC Bastia","Left"
"Johan Mojica","€1.00m","loan transfer","Rayo Vallecano","Left"
"Douglas Luiz","-","loan transfer","Man City","Left"
"Aleix García","€1.00m","loan transfer","Man City","Left"
"Pablo Maffeo","€500k","loan transfer","Man City","Left"
"Marc Muniesa","€3.00m","loan transfer","Stoke City","Left"
"Michael Olunga","€500k","loan transfer","GZ Hengfeng","Left"
"Marlos Moreno","€1.00m","loan transfer","Man City","Left"
"Olarenwaju Kayode","€4.00m","loan transfer","Man City","Left"
"Marcel Lizak","-","-","Girona FC B","Left"
"Fran Sandaza","€400k","End of loanDec 31, 2017","Al-Ahli SC","Left"
"Manel Martínez","€400k","End of loanJan 11, 2018","Lorca FC","Left"
"Carles Mas","€200k","End of loanJun 30, 2017","CF Gavà","Left"
"Albert Vivancos","€200k","End of loanJun 30, 2017","UE Llagostera","Left"
"Albert Vivancos","€200k","free transfer","UCAM Murcia","Joined"
"Cristian Herrera","€700k","free transfer","CD Lugo","Joined"
"René Román","€400k","free transfer","UD Almería","Joined"
"Felipe Sanchón","€100k","free transfer","CE Sabadell","Joined"
"Carles Mas","€200k","free transfer","UE Olot","Joined"
"Kiko Olivas","€1.00m","free transfer","Real Valladolid","Joined"
"Fran Sandaza","€400k","free transfer","QD Huanghai","Joined"
"Fran Sandaza","€400k","loan transfer","Al-Ahli SC","Joined"
"Farid Boulaya","€400k","loan transfer","FC Metz","Joined"
"Rubén Alcaraz","€500k","loan transfer","UD Almería","Joined"
"Sebas Coris","€600k","loan transfer","CA Osasuna","Joined"
"Manel Martínez","€400k","-","CF Peralada","Joined"
"Richy","-","-","Retired","Joined"
"Olarenwaju Kayode","€3.00m","End of loanJan 31, 2018","Man City","Joined"
"Johan Mojica","€1.00m","End of loanJun 30, 2017","Rayo Vallecano","Joined"
"Marlos Moreno","€500k","End of loanJan 15, 2018","Man City","Joined"
"Angeliño","€300k","End of loanJan 30, 2017","Man City U23","Joined"
"Pablo Maffeo","€500k","End of loanJun 30, 2017","Man City","Joined"
"Juan Cámara","€300k","End of loanJun 30, 2017","Barcelona B","Joined"
"Pablo Marí","€400k","End of loanJun 30, 2017","Man City","Joined"
"Samuele Longo","€1.20m","End of loanJun 30, 2017","Inter","Joined"
"Miguel Cifuentes","€800k","End of loanJun 30, 2017","Málaga CF","Joined"
"Amath Ndiaye","€1.00m","€3.00m","Atlético","Left"
"Dakonam Djené","€800k","€2.50m","Sint-Truiden","Left"
"Francisco Portillo","€1.50m","€1.50m","Real Betis","Left"
"Filip Manojlovic","€1.00m","€1.25m","Red Star","Left"
