Plyaer, Nation, Position, Team, League, Age, Born, 90s, TotCmp, TotAtt, TotCmp%, TotDist, PrgDist,ShortCmp, ShortAtt, ShortCmp%,MedCmp, MedAtt, MedCmp%,LongCmp, LongAtt, LongCmp%,Ast, xAG, xA, A-xG, KeyPasses, PassIntoFinal3rd, PassintoPenaltyArea, CrossesintoPenaltyArea, ProgressivePasses
"James Maddison","engENG","MF,FW","Leicester City","engPremier League","25","1996","27.6","844","1150","73.4","14244","4356","417","481","86.7","300","395","75.9","93","186","50.0","9","9.3","5.7","-0.3","69","117","27","4","151",
"Noni Madueke","engENG","FW","Chelsea","engPremier League","20","2002","7.1","223","286","78.0","2972","771","137","162","84.6","66","86","76.7","8","12","66.7","0","0.5","0.7","-0.5","13","11","13","0","36",
"Pablo Maffeo","esESP","DF","Mallorca","esLa Liga","25","1997","33.1","819","1221","67.1","14063","6175","415","469","88.5","310","460","67.4","83","213","39.0","4","3.0","2.7","+1.0","34","53","29","21","61",
"Gabriel Magalhães","brBRA","DF","Arsenal","engPremier League","24","1997","37.9","2155","2411","89.4","38355","13522","870","922","94.4","1111","1180","94.2","150","246","61.0","0","0.3","0.6","-0.3","5","171","3","0","153",
"Lisandro Magallán","arARG","DF","Elche","esLa Liga","28","1993","10.0","325","391","83.1","6440","2695","110","121","90.9","168","191","88.0","42","67","62.7","0","0.1","0.2","-0.1","2","16","1","1","16",
"Soungoutou Magassa","frFRA","MF","Monaco","frLigue 1","18","2003","0.9","27","34","79.4","514","195","12","15","80.0","8","8","100.0","6","9","66.7","0","0.0","0.0","0.0","0","3","0","0","3",
"Giulio Maggiore","itITA","MF","Salernitana","itSerie A","24","1998","9.9","351","472","74.4","5873","1564","166","208","79.8","140","163","85.9","33","67","49.3","0","0.5","0.6","-0.5","3","35","11","0","53",
"Giangiacomo Magnani","itITA","DF","Hellas Verona","itSerie A","26","1995","17.0","367","499","73.5","7603","2655","125","151","82.8","176","211","83.4","61","122","50.0","1","0.2","0.2","+0.8","5","32","4","1","32",
"Hugo Magnetti","frFRA","MF","Brest","frLigue 1","24","1998","18.8","634","762","83.2","11461","2712","268","313","85.6","278","311","89.4","69","101","68.3","2","0.6","0.8","+1.4","12","64","8","4","70",
"Yohann Magnin","frFRA","MF","Clermont Foot","frLigue 1","25","1997","26.7","1121","1337","83.8","18526","5540","507","577","87.9","463","531","87.2","93","141","66.0","0","2.3","1.8","-2.3","21","88","9","2","121",
"Harry Maguire","engENG","DF","Manchester Utd","engPremier League","29","1993","8.5","491","577","85.1","9892","3056","147","165","89.1","276","304","90.8","58","93","62.4","0","0.0","0.1","0.0","1","31","0","0","26",
"Jon Magunazelaia","esESP","MF,FW","Real Sociedad","esLa Liga","21","2001","0.7","8","16","50.0","150","56","4","10","40.0","3","4","75.0","1","1","100.0","0","0.4","0.5","-0.4","2","0","0","0","0",
"Riyad Mahrez","dzALG","FW,MF","Manchester City","engPremier League","31","1991","21.3","958","1166","82.2","15746","2752","506","567","89.2","355","416","85.3","82","141","58.2","10","7.0","5.3","+3.0","52","36","37","7","76",
"Arne Maier","deGER","MF","Augsburg","deBundesliga","23","1999","21.8","421","658","64.0","7205","2336","196","264","74.2","161","223","72.2","45","102","44.1","1","1.8","2.1","-0.8","21","41","15","1","66",
"Mike Maignan","frFRA","GK","Milan","itSerie A","27","1995","22.0","674","814","82.8","16900","10659","133","134","99.3","354","360","98.3","185","314","58.9","1","0.0","0.0","+1.0","1","17","0","0","1",
"Linton Maina","deGER","FW,MF","Köln","deBundesliga","23","1999","24.9","474","684","69.3","6857","1622","279","332","84.0","155","213","72.8","23","62","37.1","7","5.9","4.8","+1.1","35","32","25","9","61",
"Kobbie Mainoo","engENG","MF","Manchester Utd","engPremier League","17","2005","0.1","7","8","87.5","83","31","5","6","83.3","2","2","100.0","0","0","","0","0.0","0.1","0.0","0","1","1","0","1",
"Ainsley Maitland-Niles","engENG","DF,MF","Southampton","engPremier League","24","1997","15.6","565","713","79.2","9322","3245","288","331","87.0","214","258","82.9","50","84","59.5","0","0.7","0.7","-0.7","10","52","12","5","57",
"Jordan Majchrzak","plPOL","FW","Roma","itSerie A","17","2004","0.2","3","4","75.0","27","15","3","3","100.0","0","1","0.0","0","0","","0","0.0","0.0","0.0","0","1","0","0","0",
"Lovro Majer","hrCRO","MF,FW","Rennes","frLigue 1","24","1998","18.5","758","976","77.7","13129","3666","316","387","81.7","334","388","86.1","75","130","57.7","5","4.4","4.5","+0.6","36","90","36","9","134",
"Jean-Victor Makengo","frFRA","MF","Udinese","itSerie A","24","1998","8.9","264","316","83.5","3718","884","167","180","92.8","79","96","82.3","9","13","69.2","1","0.5","0.4","+0.5","5","19","6","1","36",
"Jean-Victor Makengo","frFRA","MF","Lorient","frLigue 1","24","1998","11.8","475","540","88.0","6908","1677","261","288","90.6","168","185","90.8","19","28","67.9","0","0.5","0.7","-0.5","8","33","3","0","42",
"Béni Makouana","cgCGO","FW,MF","Montpellier","frLigue 1","19","2002","2.2","15","38","39.5","146","43","10","20","50.0","2","10","20.0","0","0","","0","0.0","0.0","0.0","1","0","1","0","2",
"Nemanja Maksimović","rsSRB","MF","Getafe","esLa Liga","27","1995","22.8","439","563","78.0","6546","1380","226","277","81.6","169","204","82.8","20","42","47.6","0","0.6","0.8","-0.6","10","28","7","3","42",
"Tyrell Malacia","nlNED","DF","Manchester Utd","engPremier League","22","1999","15.5","694","802","86.5","10156","2981","429","463","92.7","205","232","88.4","35","60","58.3","0","0.7","0.7","-0.7","9","36","8","0","44",
"Lorenzo Malagrida","itITA","MF,DF","Sampdoria","itSerie A","18","2003","1.2","31","42","73.8","381","99","22","26","84.6","8","10","80.0","0","2","0.0","0","0.1","0.1","-0.1","2","1","3","1","4",
"Daniel Maldini","itITA","FW,MF","Spezia","itSerie A","20","2001","7.0","125","187","66.8","1665","330","72","89","80.9","33","47","70.2","7","25","28.0","0","0.5","0.3","-0.5","4","9","5","1","10",
"Youssef Maleh","maMAR","MF","Fiorentina","itSerie A","23","1998","3.3","95","116","81.9","1462","376","55","63","87.3","31","35","88.6","7","12","58.3","0","0.6","0.4","-0.6","6","8","5","2","11",
"Youssef Maleh","maMAR","MF","Lecce","itSerie A","23","1998","7.5","146","206","70.9","2208","566","81","103","78.6","53","76","69.7","7","15","46.7","1","0.3","0.2","+0.7","6","16","3","1","19",
"Donyell Malen","nlNED","FW","Dortmund","deBundesliga","23","1999","19.0","463","625","74.1","6680","1678","271","315","86.0","128","178","71.9","33","64","51.6","6","4.4","5.2","+1.6","29","41","26","9","60",
"Ruslan Malinovskyi","uaUKR","MF,FW","Atalanta","itSerie A","29","1993","6.1","248","332","74.7","4851","1645","106","123","86.2","97","121","80.2","39","64","60.9","2","2.0","1.3","0.0","13","36","15","0","50",
"Ruslan Malinovskyi","uaUKR","MF,FW","Marseille","frLigue 1","29","1993","13.6","411","543","75.7","6846","1959","201","247","81.4","155","191","81.2","38","63","60.3","1","2.4","2.1","-1.4","19","53","18","5","64",
"Hugo Mallo","esESP","DF","Celta Vigo","esLa Liga","31","1991","24.0","1094","1427","76.7","18160","7399","521","578","90.1","467","588","79.4","78","173","45.1","1","2.6","2.6","-1.6","20","89","23","11","93",
"Mickael Malsa","mqMTQ","MF","Valladolid","esLa Liga","26","1995","0.8","13","20","65.0","156","92","7","9","77.8","5","8","62.5","0","0","","0","0.0","0.0","0.0","0","3","0","0","5",
"Giorgi Mamardashvili","geGEO","GK","Valencia","esLa Liga","21","2000","38.0","697","1086","64.2","20406","15742","144","144","100.0","310","318","97.5","237","613","38.7","0","0.0","0.0","0.0","0","17","0","0","2",
"Hianga Mananga Mbock","frFRA","MF","Brest","frLigue 1","22","1999","0.2","8","10","80.0","146","13","3","3","100.0","4","6","66.7","1","1","100.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Gianluca Mancini","itITA","DF","Roma","itSerie A","26","1996","31.8","1306","1621","80.6","24870","8978","494","542","91.1","638","718","88.9","157","311","50.5","2","1.6","1.3","+0.4","16","104","15","5","93",
"Steve Mandanda","frFRA","GK","Rennes","frLigue 1","37","1985","33.5","919","1216","75.6","25001","17025","156","158","98.7","468","478","97.9","291","573","50.8","1","0.1","0.0","+0.9","1","15","0","0","1",
"Reinildo Mandava","mzMOZ","DF","Atlético Madrid","esLa Liga","28","1994","20.6","918","1067","86.0","13151","5155","546","584","93.5","299","341","87.7","38","84","45.2","0","0.5","0.8","-0.5","9","51","7","3","70",
"Aïssa Mandi","dzALG","DF","Villarreal","esLa Liga","30","1991","16.2","826","911","90.7","16064","5793","288","303","95.0","427","462","92.4","98","120","81.7","0","0.3","0.4","-0.3","4","30","3","0","36",
"Rolando Mandragora","itITA","MF","Fiorentina","itSerie A","25","1997","21.7","790","984","80.3","15068","4733","311","356","87.4","354","400","88.5","100","167","59.9","4","4.9","4.1","-0.9","34","115","18","6","142",
"Sadio Mané","snSEN","FW,MF","Bayern Munich","deBundesliga","30","1992","15.8","307","418","73.4","4444","1192","185","222","83.3","98","118","83.1","15","23","65.2","5","3.9","3.6","+1.1","24","17","30","5","43",
"Orel Mangala","beBEL","MF","Nott'ham Forest","engPremier League","24","1998","17.2","411","514","80.0","6178","1807","223","256","87.1","153","183","83.6","22","42","52.4","1","0.4","0.5","+0.6","3","35","3","0","43",
"Thomas Mangani","frFRA","MF","Ajaccio","frLigue 1","35","1987","14.8","634","910","69.7","12908","4783","224","294","76.2","271","355","76.3","120","222","54.1","1","1.9","2.1","-0.9","26","78","12","4","92",
"Vito Mannone","itITA","GK","Lorient","frLigue 1","34","1988","17.9","444","583","76.2","10835","7099","94","95","98.9","252","255","98.8","97","232","41.8","0","0.0","0.0","0.0","0","2","0","0","0",
"Javier Manquillo","esESP","DF","Newcastle Utd","engPremier League","28","1994","0.4","24","29","82.8","400","114","13","14","92.9","9","12","75.0","2","2","100.0","0","0.0","0.0","0.0","0","1","0","0","4",
"Myziane Maolida","kmCOM","MF,FW","Reims","frLigue 1","23","1999","2.6","75","104","72.1","1057","225","46","61","75.4","20","28","71.4","4","7","57.1","0","0.4","0.3","-0.4","2","6","6","0","8",
"Myziane Maolida","kmCOM","FW,MF","Hertha BSC","deBundesliga","23","1999","1.1","8","15","53.3","129","30","4","7","57.1","3","6","50.0","1","1","100.0","0","0.2","0.5","-0.2","1","1","0","0","0",
"Faitout Maouassa","frFRA","FW,DF","Montpellier","frLigue 1","24","1998","21.4","436","651","67.0","7095","2881","246","309","79.6","131","177","74.0","43","109","39.4","5","2.2","1.9","+2.8","23","30","13","8","51",
"Sekou Mara","frFRA","FW,MF","Southampton","engPremier League","20","2002","6.2","68","107","63.6","876","162","44","59","74.6","14","18","77.8","4","7","57.1","2","0.8","0.3","+1.2","6","6","2","0","7",
"Marcão","brBRA","DF","Sevilla","esLa Liga","26","1996","4.2","187","217","86.2","3094","1265","91","98","92.9","87","93","93.5","8","20","40.0","0","0.0","0.0","0.0","0","16","0","0","13",
"Solly March","engENG","FW,DF","Brighton","engPremier League","28","1994","30.2","951","1312","72.5","17051","4026","443","526","84.2","367","481","76.3","113","208","54.3","7","8.4","6.3","-1.4","67","63","52","15","135",
"Agustín Marchesín","arARG","GK","Celta Vigo","esLa Liga","34","1988","19.0","449","635","70.7","12898","9202","81","81","100.0","206","212","97.2","161","337","47.8","0","0.0","0.0","0.0","0","6","0","0","1",
"Federico Marchetti","itITA","GK","Spezia","itSerie A","39","1983","0.7","14","18","77.8","316","175","6","6","100.0","4","4","100.0","4","8","50.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Vincent Marchetti","frFRA","MF","Ajaccio","frLigue 1","25","1997","27.2","837","1057","79.2","14335","4323","383","454","84.4","318","381","83.5","87","136","64.0","2","1.6","2.0","+0.4","15","107","24","0","143",
"Riccardo Marchizza","itITA","DF","Sassuolo","itSerie A","24","1998","3.1","137","181","75.7","2272","755","73","78","93.6","54","67","80.6","10","31","32.3","1","0.3","0.1","+0.7","3","10","2","1","15",
"Gian Marco Ferrari","itITA","DF","Sassuolo","itSerie A","30","1992","24.7","1111","1295","85.8","22139","8213","353","387","91.2","598","655","91.3","144","221","65.2","0","0.4","1.0","-0.4","4","78","5","1","101",
"Emiliano Marcondes","dkDEN","MF","Bournemouth","engPremier League","27","1995","0.1","1","1","100.0","56","37","0","0","","0","0","","1","1","100.0","0","0.0","0.0","0.0","0","1","0","0","1",
"Óscar de Marcos","esESP","DF","Athletic Club","esLa Liga","33","1989","31.3","1499","1932","77.6","25216","9281","749","849","88.2","608","764","79.6","119","217","54.8","6","3.5","4.5","+2.5","37","170","50","23","204",
"Alberto Marí","esESP","FW,MF","Valencia","esLa Liga","21","2001","1.0","8","20","40.0","102","7","7","12","58.3","1","4","25.0","0","0","","0","0.0","0.0","0.0","0","1","0","0","1",
"José Mari","esESP","MF","Cádiz","esLa Liga","34","1987","4.4","168","203","82.8","3584","1144","55","68","80.9","71","76","93.4","37","49","75.5","0","0.3","0.1","-0.3","5","32","1","0","21",
"Pablo Marí","esESP","DF","Monza","itSerie A","28","1993","27.6","1431","1621","88.3","29354","11383","404","446","90.6","822","866","94.9","194","275","70.5","0","0.3","0.3","-0.3","3","74","2","0","57",
"José María Giménez","uyURU","DF","Atlético Madrid","esLa Liga","27","1995","26.9","1183","1333","88.7","24083","9951","373","405","92.1","624","665","93.8","171","236","72.5","1","0.6","0.2","+0.4","7","70","0","0","63",
"Mariano","doDOM","FW","Real Madrid","esLa Liga","28","1993","1.7","32","41","78.0","426","81","25","30","83.3","5","7","71.4","2","2","100.0","0","0.4","0.7","-0.4","1","3","0","0","2",
"Pablo Marín","esESP","MF,FW","Real Sociedad","esLa Liga","19","2003","4.0","128","168","76.2","1809","362","78","92","84.8","36","48","75.0","9","12","75.0","0","0.8","0.4","-0.8","6","9","2","0","15",
"Răzvan Marin","roROU","MF","Empoli","itSerie A","26","1996","28.2","1260","1594","79.0","23304","8229","537","575","93.4","490","586","83.6","187","338","55.3","4","4.2","4.5","-0.2","56","113","30","7","118",
"Diego Mariño","esESP","GK","Almería","esLa Liga","32","1990","0.5","7","8","87.5","261","204","0","0","","4","4","100.0","3","4","75.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Guillermo Maripán","clCHI","DF","Monaco","frLigue 1","28","1994","24.0","1015","1162","87.3","21435","7180","264","293","90.1","600","655","91.6","135","180","75.0","0","0.1","0.3","-0.1","2","62","2","0","68",
"Marlon","brBRA","DF","Monza","itSerie A","26","1995","17.7","950","1029","92.3","17131","5816","363","390","93.1","509","534","95.3","66","83","79.5","0","0.3","0.5","-0.3","1","72","5","2","63",
"Omar Marmoush","egEGY","FW","Wolfsburg","deBundesliga","23","1999","16.4","299","458","65.3","4423","987","161","233","69.1","99","136","72.8","21","36","58.3","1","1.2","1.4","-0.2","11","29","14","1","51",
"Marquinhos","brBRA","MF","Arsenal","engPremier League","19","2003","0.0","2","3","66.7","34","5","1","2","50.0","1","1","100.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Marquinhos","brBRA","DF","Paris S-G","frLigue 1","28","1994","30.2","2068","2175","95.1","35716","12062","835","864","96.6","1045","1077","97.0","136","164","82.9","0","0.5","1.3","-0.5","9","104","3","0","99",
"Luca Marrone","itITA","DF","Monza","itSerie A","32","1990","1.5","78","84","92.9","1371","634","34","35","97.1","39","41","95.1","5","8","62.5","0","0.0","0.0","0.0","0","0","0","0","4",
"Eric Martel","deGER","MF","Köln","deBundesliga","20","2002","22.4","695","888","78.3","11692","2691","307","360","85.3","321","385","83.4","48","84","57.1","1","0.8","1.3","+0.2","7","50","8","4","72",
"Roger Martí","esESP","FW","Elche","esLa Liga","31","1991","7.3","118","160","73.8","1447","357","72","82","87.8","22","32","68.8","7","13","53.8","1","0.7","0.4","+0.3","10","7","3","2","7",
"Roger Martí","esESP","FW","Cádiz","esLa Liga","31","1991","7.1","92","129","71.3","1031","125","66","84","78.6","18","25","72.0","1","2","50.0","0","0.5","0.2","-0.5","4","3","1","0","5",
"Anthony Martial","frFRA","FW","Manchester Utd","engPremier League","26","1995","10.9","263","328","80.2","3259","910","173","198","87.4","61","73","83.6","9","14","64.3","2","1.4","1.4","+0.6","12","14","13","0","35",
"Aarón Martín","esESP","DF","Mainz 05","deBundesliga","25","1997","20.5","761","1028","74.0","12672","5222","385","424","90.8","283","356","79.5","73","187","39.0","3","2.8","3.4","+0.2","27","68","29","16","86",
"Ander Martin","esESP","MF,FW","Real Sociedad","esLa Liga","21","2000","0.5","12","24","50.0","175","71","7","9","77.8","4","9","44.4","0","1","0.0","0","0.1","0.0","-0.1","2","2","0","0","3",
"Andrés Martín","esESP","FW,MF","Rayo Vallecano","esLa Liga","23","1999","2.3","39","77","50.6","623","173","21","33","63.6","12","19","63.2","4","14","28.6","0","0.5","0.2","-0.5","1","1","3","2","4",
"Carlos Martín","esESP","FW,MF","Atlético Madrid","esLa Liga","20","2002","0.3","6","11","54.5","57","2","4","5","80.0","1","4","25.0","0","1","0.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Iván Martín","esESP","MF","Girona","esLa Liga","23","1999","17.6","565","672","84.1","8006","1764","331","366","90.4","180","212","84.9","29","40","72.5","3","2.2","2.1","+0.8","17","38","17","6","56",
"Jonas Martin","frFRA","MF","Lille","frLigue 1","32","1990","3.1","193","229","84.3","3285","864","99","117","84.6","62","73","84.9","24","30","80.0","0","0.1","0.3","-0.1","4","19","2","0","20",
"Gabriel Martinelli","brBRA","FW","Arsenal","engPremier League","21","2001","31.0","833","1107","75.2","12960","2610","447","527","84.8","295","356","82.9","61","123","49.6","5","9.1","7.0","-4.1","59","33","43","10","94",
"Arnau Martinez","esESP","DF","Girona","esLa Liga","19","2003","30.4","1303","1599","81.5","19900","7034","745","818","91.1","448","533","84.1","82","161","50.9","4","4.3","3.2","-0.3","40","80","28","18","113",
"Emiliano Martínez","arARG","GK","Aston Villa","engPremier League","29","1992","34.9","1026","1388","73.9","27095","17857","218","219","99.5","520","527","98.7","286","633","45.2","0","0.3","0.3","-0.3","2","21","0","0","0",
"Iñigo Martínez","esESP","DF","Athletic Club","esLa Liga","31","1991","14.9","627","773","81.1","13236","5012","203","234","86.8","305","344","88.7","109","172","63.4","0","0.3","0.2","-0.3","5","52","2","0","60",
"Lautaro Martínez","arARG","FW","Inter","itSerie A","24","1997","28.6","503","681","73.9","7435","1886","262","340","77.1","167","204","81.9","32","44","72.7","6","5.4","2.9","+0.6","46","39","25","1","83",
"Lisandro Martínez","arARG","DF","Manchester Utd","engPremier League","24","1998","23.5","1330","1528","87.0","23895","8188","532","568","93.7","683","728","93.8","96","193","49.7","0","0.3","1.0","-0.3","6","92","5","0","83",
"Lucas Martínez Quarta","arARG","DF","Fiorentina","itSerie A","26","1996","24.1","1245","1524","81.7","27128","10926","357","402","88.8","664","741","89.6","213","340","62.6","1","0.6","0.7","+0.4","8","119","5","1","119",
"Roger Martínez","esESP","DF","Espanyol","esLa Liga","18","2004","0.1","5","5","100.0","104","26","2","2","100.0","2","2","100.0","1","1","100.0","0","0.0","0.0","0.0","0","1","0","0","1",
"Gelson Martins","ptPOR","MF,FW","Monaco","frLigue 1","27","1995","3.8","121","155","78.1","1651","377","74","86","86.0","39","49","79.6","3","8","37.5","0","0.3","0.4","-0.3","3","8","9","0","14",
"Adam Marušić","meMNE","DF","Lazio","itSerie A","29","1992","30.7","1564","1829","85.5","23902","9688","866","939","92.2","546","644","84.8","104","164","63.4","2","1.1","1.2","+0.9","9","107","7","4","116",
"Omar Mascarell","gqEQG","MF,DF","Elche","esLa Liga","29","1993","27.2","1091","1270","85.9","20666","6208","429","469","91.5","513","560","91.6","132","201","65.7","1","1.1","1.2","-0.1","20","101","4","1","116",
"Adam Masina","maMAR","DF","Udinese","itSerie A","28","1994","8.8","332","428","77.6","7007","2817","110","125","88.0","164","195","84.1","56","99","56.6","0","0.2","0.3","-0.2","2","26","5","3","24",
"Jordi Masip","esESP","GK","Valladolid","esLa Liga","33","1989","27.9","679","963","70.5","19683","14573","93","93","100.0","345","348","99.1","233","511","45.6","0","0.0","0.0","0.0","0","15","0","0","0",
"Erhan Mašović","rsSRB","DF,MF","Bochum","deBundesliga","23","1998","24.2","662","821","80.6","12688","4290","223","259","86.1","367","407","90.2","62","127","48.8","0","1.0","1.0","-1.0","10","41","2","0","60",
"Han-Noah Massengo","frFRA","MF","Auxerre","frLigue 1","21","2001","12.4","385","453","85.0","6593","1849","165","187","88.2","168","188","89.4","36","43","83.7","0","0.6","1.1","-0.6","11","43","12","2","48",
"Yanis Massolin","frFRA","MF","Clermont Foot","frLigue 1","19","2002","0.7","30","39","76.9","497","155","15","18","83.3","13","17","76.5","2","3","66.7","0","0.0","0.0","0.0","0","3","0","0","4",
"Jaime Mata","esESP","FW,MF","Getafe","esLa Liga","33","1988","4.9","68","122","55.7","1040","301","36","55","65.5","23","38","60.5","5","11","45.5","1","1.3","0.7","-0.3","6","6","6","3","10",
"Pape Matar Sarr","snSEN","MF,FW","Tottenham","engPremier League","19","2002","2.4","141","154","91.6","2130","449","70","73","95.9","62","65","95.4","3","8","37.5","1","0.3","0.0","+0.7","2","9","0","0","13",
"Eliot Matazo","beBEL","MF","Monaco","frLigue 1","20","2002","13.1","399","493","80.9","7648","1822","156","186","83.9","183","213","85.9","54","73","74.0","0","0.1","0.3","-0.1","2","50","3","0","60",
"Jean-Philippe Mateta","frFRA","FW","Crystal Palace","engPremier League","25","1997","8.6","104","149","69.8","1196","155","70","92","76.1","19","28","67.9","4","5","80.0","0","0.6","0.2","-0.6","5","4","1","1","6",
"Nemanja Matić","rsSRB","MF","Roma","itSerie A","33","1988","20.6","1109","1295","85.6","19601","6044","490","532","92.1","454","510","89.0","124","179","69.3","2","2.6","1.9","-0.6","24","136","16","3","134",
"Joël Matip","cmCMR","DF","Liverpool","engPremier League","30","1991","12.1","766","885","86.6","13750","4547","305","349","87.4","395","428","92.3","57","85","67.1","0","0.3","0.4","-0.3","4","53","7","0","59",
"Henning Matriciani","deGER","DF","Schalke 04","deBundesliga","22","2000","20.7","638","883","72.3","12414","4817","219","264","83.0","343","436","78.7","69","141","48.9","0","0.2","0.5","-0.2","3","38","8","4","51",
"Chrislain Matsima","frFRA","DF,MF","Lorient","frLigue 1","20","2002","2.5","108","127","85.0","2009","663","34","36","94.4","62","68","91.2","8","16","50.0","0","0.0","0.0","0.0","0","3","0","0","1",
"Chrislain Matsima","frFRA","DF","Monaco","frLigue 1","20","2002","5.0","194","230","84.3","3565","1447","70","81","86.4","105","118","89.0","15","24","62.5","1","0.4","0.3","+0.6","1","16","4","0","23",
"Jean Mattéo Bahoya","frFRA","FW,MF","Angers","frLigue 1","17","2005","3.0","69","82","84.1","956","120","39","45","86.7","23","28","82.1","3","4","75.0","0","0.4","0.1","-0.4","3","2","1","0","3",
"Azor Matusiwa","nlNED","MF","Reims","frLigue 1","24","1998","27.6","1376","1617","85.1","26423","8698","508","605","84.0","636","702","90.6","192","234","82.1","0","1.2","1.3","-1.2","24","148","13","0","213",
"Neal Maupay","frFRA","FW","Everton","engPremier League","25","1996","12.4","190","253","75.1","2500","217","125","151","82.8","49","63","77.8","7","9","77.8","0","0.6","0.3","-0.6","7","8","2","0","11",
"Aïman Maurer","maMAR","MF","Clermont Foot","frLigue 1","17","2004","5.6","87","125","69.6","1442","365","46","55","83.6","35","43","81.4","5","20","25.0","1","1.5","1.4","-0.5","6","3","6","1","9",
"Stephy Mavididi","engENG","FW","Montpellier","frLigue 1","24","1998","14.3","236","318","74.2","3260","618","127","164","77.4","68","82","82.9","16","24","66.7","2","1.4","1.0","+0.6","13","11","6","1","22",
"Konstantinos Mavropanos","grGRE","DF","Stuttgart","deBundesliga","24","1997","25.4","1255","1512","83.0","27727","9978","370","430","86.0","631","711","88.7","246","329","74.8","1","1.1","0.9","-0.1","15","92","12","2","120",
"Christian Mawissa","frFRA","DF","Toulouse","frLigue 1","17","2005","1.1","41","48","85.4","600","267","26","29","89.7","13","15","86.7","1","1","100.0","0","0.0","0.0","0.0","0","1","0","0","6",
"Philipp Max","deGER","DF","Eint Frankfurt","deBundesliga","28","1993","7.7","364","479","76.0","5827","2134","198","219","90.4","134","169","79.3","29","74","39.2","1","1.6","2.4","-0.6","16","28","18","9","34",
"Eric Maxim Choupo-Moting","cmCMR","FW","Bayern Munich","deBundesliga","33","1989","12.4","223","290","76.9","2934","827","137","167","82.0","55","66","83.3","10","16","62.5","2","1.9","2.1","+0.1","16","23","12","1","43",
"Luís Maximiano","ptPOR","GK","Lazio","itSerie A","23","1999","0.1","3","4","75.0","98","90","1","1","100.0","0","0","","2","3","66.7","0","0.0","0.0","0.0","0","0","0","0","0",
"Fernand Mayembo","cgCGO","DF","Ajaccio","frLigue 1","26","1996","7.9","275","320","85.9","5471","1472","91","102","89.2","145","160","90.6","36","53","67.9","0","0.1","0.0","-0.1","2","7","0","0","11",
"Borja Mayoral","esESP","FW","Getafe","esLa Liga","25","1997","30.7","582","775","75.1","8629","1623","332","397","83.6","161","211","76.3","51","71","71.8","2","2.7","3.4","-0.7","22","35","21","4","64",
"Ibrahim Maza","dzALG","MF,FW","Hertha BSC","deBundesliga","16","2005","0.8","11","15","73.3","141","46","9","10","90.0","1","1","100.0","1","1","100.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Derek Mazou-Sacko","frFRA","MF","Troyes","frLigue 1","17","2004","0.2","4","5","80.0","87","67","2","2","100.0","1","2","50.0","1","1","100.0","0","0.0","0.0","0.0","0","0","0","0","1",
"Noussair Mazraoui","maMAR","DF","Bayern Munich","deBundesliga","24","1997","11.9","738","867","85.1","10684","3976","432","475","90.9","264","301","87.7","24","44","54.5","4","1.9","1.7","+2.1","19","58","19","3","99",
"Pasquale Mazzocchi","itITA","DF","Salernitana","itSerie A","27","1995","21.8","702","949","74.0","11136","3985","379","417","90.9","245","339","72.3","56","122","45.9","3","2.6","2.0","+0.4","30","37","21","12","60",
"Kevin Mbabu","chSUI","DF,FW","Fulham","engPremier League","27","1995","1.6","68","94","72.3","1051","383","40","43","93.0","24","35","68.6","4","9","44.4","1","0.4","0.4","+0.6","2","4","5","3","8",
"Noah Mbamba","beBEL","MF","Leverkusen","deBundesliga","17","2005","0.0","0","0","","0","0","0","0","","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Kylian Mbappé","frFRA","FW","Paris S-G","frLigue 1","23","1998","31.3","1096","1355","80.9","14622","3137","677","789","85.8","299","371","80.6","42","65","64.6","5","7.4","9.4","-2.4","55","81","76","10","128",
"Mamadou Mbaye","snSEN","DF","Cádiz","esLa Liga","24","1998","8.4","219","294","74.5","4345","1613","79","96","82.3","113","136","83.1","24","47","51.1","0","0.2","0.1","-0.2","2","12","2","0","13",
"Chancel Mbemba","cdCOD","DF","Marseille","frLigue 1","27","1994","31.7","1441","1742","82.7","26456","7943","537","597","89.9","744","853","87.2","126","211","59.7","0","0.5","1.3","-0.5","5","127","23","6","183",
"Bryan Mbeumo","cmCMR","FW","Brentford","engPremier League","22","1999","32.3","655","991","66.1","10466","3238","376","456","82.5","185","287","64.5","71","151","47.0","8","7.5","5.6","+0.5","51","37","45","13","88",
"Jason Mbock","frFRA","MF,FW","Angers","frLigue 1","22","1999","0.3","6","10","60.0","107","55","3","3","100.0","2","5","40.0","1","1","100.0","0","0.3","0.2","-0.3","1","0","0","0","1",
"Jean-Manuel Mbom","deGER","MF","Werder Bremen","deBundesliga","22","2000","0.1","2","3","66.7","47","39","0","1","0.0","1","1","100.0","1","1","100.0","0","0.0","0.0","0.0","0","2","0","0","1",
"Nathanael Mbuku","cdCOD","FW,MF","Reims","frLigue 1","20","2002","0.7","22","27","81.5","318","86","12","14","85.7","9","10","90.0","0","1","0.0","0","0.0","0.0","0.0","0","2","0","0","3",
